,employees_number_2017,employees_number_2020,sector,revenue_2017_eu,name,country,link,revenue_2020_eu,compound_annual_growth_rate_cagr_pct,founding_year,absolute_growth_rate_pct
4612,,234,energy,,watt and volt,greece,https://www.watt-volt.gr/,doll_0.16403 b,,2011,
4613,,8,technology,,84codes,sweden,https://www.84codes.com/,doll_0.00487 b,,2012,
4614,,104,industrial goods,,arabian petroleum limited,india,https://www.arabianpetroleum.co.in/,doll_0.01485 b,,2009,
4615,,15,support services,,business edge personnel services,singapore,https://www.businessedge.com.sg/,doll_0.02682 b,,1996,
4616,,150,pharmaceuticals,,spc lifesciences,india,https://www.spcls.co.in/,doll_0.01794 b,,2005,
4617,,605,food & beverage,,sheetal,india,https://sheetalicecream.com/,doll_0.036770000000000004 b,,2013,
4618,,1042,property,,the executive centre,hong kong,https://www.executivecentre.com/,doll_0.23575 b,,1994,
4619,,1135,industrial goods,,boustead singapore,singapore,https://boustead.sg/,doll_0.53261 b,,1828,
4620,,18,technology,,gophr,uk,https://uk.gophr.com/,doll_0.00574 b,,2014,
4621,,110,retail,,memory pc,germany,https://www.memorypc.de/,doll_0.05738 b,,2012,
4622,,5,construction,,ab costruzioni,italy,https://www.abcostruzioni.it,doll_0.00155 b,,2012,
4623,,38,construction,,geodem-ambiente,italy,https://www.geodem-ambiente.it,doll_0.0091 b,,2012,
4624,,54,support services,,vh24,germany,https://www.verbraucherhilfe24.de/,doll_0.00878 b,,2011,
4625,,45,financial services,,jbr capital,united kingdom,https://jbrcapital.com/,doll_0.01866 b,,2015,
4626,,164,health,,onco-life hospitals,india,https://www.oncolifehospitals.com/,doll_0.00382 b,,2015,
4627,,300,fintech,,money3,australia,https://www.money3.com.au/,doll_0.09986 b,,2005,
4628,,108,financial services,,bansal credits,india,not found,doll_0.004940000000000001 b,,1988,
4629,,3309,construction,,sobha,india,https://www.sobha.com/,doll_0.53307 b,,1995,
4630,,341,architecture,,architectus,australia,https://architectus.com.au/,doll_0.06453 b,,2008,
4631,,6,retail,,sollis solargroßhandel,germany,https://www.sollis.de/,doll_0.011859999999999999 b,,2017,
4632,,44,technology,,phrasee,uk,https://phrasee.co,doll_0.00477 b,,2015,
4633,,9,support services,,jam,netherlands,https://www.jamwerkt.nl,doll_0.0028 b,,2012,
4634,,8,industrial goods,,plasmapro,estonia,https://www.plasmapro.ee/en/home/,doll_0.00227 b,,2015,
4635,,155,management consulting,,datavalue consulting,france,https://www.datavalue-consulting.com/fr/,doll_0.01017 b,,2014,
4636,,90,health,,nuffield dental,singapore,https://www.nuffielddental.com.sg/,doll_0.01068 b,,2014,
4637,,46,technology,,clixlogic,philippines,https://clixph.com/,doll_0.002 b,,2005,
4638,,58,property,,loadstar capital,japan,https://loadstarcapital.com/,doll_0.15902000000000002 b,,2012,
4639,,31,sales & marketing,,dtc world corporation,singapore,https://www.dtcworld.com.sg/,doll_0.0127 b,,2006,
4640,,116,ecommerce,,papyless,japan,https://www.papy.co.jp/info/,doll_0.21459999999999999 b,,1995,
4641,,not found,media,,bossdom digiinnovation,taiwan,https://www.bossdom.com/,doll_0.00674 b,,2014,
4642,,123,automobiles,,spotawheel,greece,https://www.spotawheel.com/,doll_0.01565 b,,2015,
4643,,83,personal & household goods,,ooni pizza ovens,uk,https://ooni.com/,doll_0.06388 b,,2012,
4644,,44,telecoms,,fibtel,france,http://n/a,doll_0.00158 b,,2007,
4645,,27,construction,,tes group,italy,http://www.tesgroupsrl.it,doll_0.0059299999999999995 b,,2015,
4646,,5,travel & leisure,,over the lux,italy,https://www.overthelux.com,doll_0.0033 b,,2010,
4647,,51,technology,,seargin,poland,https://seargin.com/,doll_0.01154 b,,2014,
4648,,4,retail,,a.n.ne,germany,https://anne-gmbh.de/,doll_0.00237 b,,2012,
4649,,400,technology,,"extreme co.,ltd.",japan,https://www.e-xtreme.co.jp/,doll_0.05835 b,,2005,
4650,,"14,230",support services,,access healthcare services,india,https://www.accesshealthcare.com/,doll_0.14016 b,,2011,
4651,,33,telecoms,,firefly networks limited,india,https://www.fireflynetworks.co.in/,doll_0.002 b,,2014,
4652,,136,support services,,st. martin coop,philippines,https://stmartincoop.ph/,doll_0.00132 b,,1969,
4653,,341,media,,futureworks,india,https://www.futureworks.in/,doll_0.007 b,,2007,
4654,,159,travel & leisure,,connect group,singapore,https://www.connectcue.com/,doll_0.00789 b,,2012,
4655,,35,retail,,robovox distributions,germany,https://www.robovox.eu/,doll_0.01943 b,,2015,
4656,,575,technology,,rtb house,poland,https://www.rtbhouse.com,doll_0.16947 b,,2013,
4657,,309,media,,storytel,sweden,https://www.storytel.se,doll_0.1222 b,,2005,
4658,,100,technology,,fram skandinavien,sweden,https://corporate.wearefram.com/,doll_0.00184 b,,2014,
4659,,292,support services,,versoprobo,italy,https://www.versoprobo.it/,doll_0.01499 b,,2009,
4660,,200,support services,,e-tech building services,singapore,https://www.e-tech.com.sg/,doll_0.01088 b,,1990,
4661,,131,energy,,shizen energy,japan,https://www.shizenenergy.net/,doll_0.0502 b,,2011,
4662,,30,technology,,okkami,thailand,https://www.okkami.com/,doll_0.00121 b,,2016,
4663,,47,technology,,silicon optronics,taiwan,http://www.soinc.com.tw/,doll_0.07418000000000001 b,,2004,
4664,,496,technology,,procurri corporation,singapore,https://www.procurri.com/,doll_0.16222 b,,2009,
4665,,not found,ecommerce,,kuobrothers,taiwan,http://www.kuobrothers.com/,doll_0.16463 b,,2012,
4666,,650,technology,,centralnic group,uk,https://www.centralnic.com/,doll_0.19726 b,,2000,
4667,,17,fintech,,savvy investor,uk,https://www.savvyinvestor.net,doll_0.0016200000000000001 b,,2012,
4668,,10,food & beverage,,lg surgelati,italy,https://www.lgsurgelati.it,doll_0.0038 b,,2013,
4669,,13,pharmaceuticals,,easypharm,italy,https://www.easypharma.com,doll_0.0016 b,,2012,
4670,,18,advertising,,proficio marketing,czech republic,https://proficio.cz/,doll_0.00199 b,,2013,
4671,,15,media,,reverse media group,united kingdom,http://reversemediagroup.com/,doll_0.00857 b,,2014,
4672,,160,property,,sta. lucia,philippines,https://stalucialand.com.ph/,doll_0.11925 b,,2007,
4673,,175,personal & household goods,,nexon paints,india,https://www.nexonpaints.com/,doll_0.00901 b,,2008,
4674,,30,support services,,gsil,south korea,http://www.gsil.kr/,doll_0.0016799999999999999 b,,2013,
4675,,2537,technology,,taisol,taiwan,https://www.taisol.com/,doll_0.15098 b,,1994,
4676,,1922,technology,,jentech,taiwan,https://www.jentech.com.tw/,doll_0.17747 b,,1987,
4677,,693,technology,,raydium,taiwan,https://www.rad-ic.com/en-global,doll_0.45045999999999997 b,,2003,
4678,,83,transport,,bernd andert transporte,germany,https://www.bat-logistik.de/,doll_0.00411 b,,2003,
4679,,18,technology,,bluewater bio,uk,https://www.bluewaterbio.com/,doll_0.0202 b,,2007,
4680,,18,health,,intumind,germany,https://intumind.de,doll_0.0024700000000000004 b,,2015,
4681,,22,education,,scribbr,netherlands,https://www.scribbr.com,doll_0.0034 b,,2012,
4682,,50,media,,grabyo,united kingdom,https://about.grabyo.com/,doll_0.0050999999999999995 b,,2013,
4683,,14,media,,medi banx,japan,http://medi-banx.com/,doll_0.00229 b,,2010,
4684,,7,transport,,sgs logistics,australia,https://www.sgslogistics.com.au/,doll_0.0086 b,,2015,
4685,,147,food & beverage,,baker & cook,singapore,https://www.bakerandcook.biz/,doll_0.00893 b,,2012,
4686,,60,food & beverage,,highland foods,south korea,http://www.highlandfoods.co.kr/,doll_0.44036000000000003 b,,1999,
4687,,65,sales & marketing,,w-endless,japan,http://www.w-endless.co.jp/,doll_0.00736 b,,2014,
4688,,107,technology,,tecma solutions,italy,https://www.tecmasolutions.com/,doll_0.00732 b,,2012,
4689,,81,industrial goods,,samont,germany,https://www.samont.com,doll_0.016489999999999998 b,,2008,
4690,,15,ecommerce,,pastbook,netherlands,https://moments.pastbook.com,doll_0.0115 b,,2012,
4691,,19,ecommerce,,recambios endado,spain,https://www.endado.com,doll_0.0018 b,,2012,
4692,,32,technology,,housekeep,united kingdom,https://housekeep.com/,doll_0.010289999999999999 b,,2014,
4693,,10,technology,,powerspace,france,https://www.powerspace.com/,doll_0.00529 b,,2008,
4694,,17,architecture,,top reform,japan,https://topreform.jp/,doll_0.00462 b,,2015,
4695,,21,health,,j sol medical,japan,https://www.j-sol-medical.co.jp/,doll_0.00464 b,,2016,
4696,,297,technology,,izmo ltd.,india,https://www.izmoltd.com/,doll_0.01567 b,,1995,
4697,,88,construction,,builders alliance,singapore,https://www.facebook.com/buildersalliancepteltd/,doll_0.00937 b,,2004,
4698,,3097,chemicals,,pryce,philippines,http://www.pryce.com.ph/,doll_0.22383 b,,1989,
4699,,8,retail,,bubzi co,australia,https://bubzico.com/,doll_0.00367 b,,2016,
4700,,48,sales & marketing,,delante,poland,https://delante.co/,doll_0.00216 b,,2015,
4701,,15,health,,intumind,germany,https://www.intumind.de/,doll_0.00656 b,,2015,
4702,,5,chemicals,,krollcosmetics,germany,https://www.krollcosmetics.com,doll_0.0019399999999999999 b,,2014,
4703,,3,automobiles,,marwincar*,italy,https://www.marwincar.com,doll_0.00391 b,,2016,
4704,,25,ecommerce,,farmacosmo,italy,https://www.farmacosmo.it,doll_0.0143 b,,2012,
4705,,15,property,,dusapro immobilien,germany,https://www.dusapro.de/,doll_0.0257 b,,2012,
4706,,60,support services,,rema-solutions,germany,https://www.rema-solutions.com/,doll_0.00618 b,,2014,
4707,,20,property,,share house 180°,japan,http://www.sharehouse180.net/,doll_0.00281 b,,2014,
4708,,42,health,,forest one,japan,http://www.forest-one.co.jp/,doll_0.01799 b,,2006,
4709,,"1,965",construction,,hgiel,india,https://www.hginfra.com/,doll_0.3411 b,,2003,
4710,,25,technology,,bluescale,australia,https://www.bluescale.com.au/,doll_0.00269 b,,2010,
4711,,25,technology,,picocela,japan,https://www.picocela.com/,doll_0.00102 b,,2008,
4712,,2529,industrial goods,,phenikaa,vietnam,https://www.phenikaa.com/,doll_0.20643 b,,2010,
4713,,15,health,,saljol,germany,https://www.saljol.de/,doll_0.00415 b,,2016,
4714,,20,telecoms,,tkd solutions,germany,https://www.tkdeutschland.de/,doll_0.01587 b,,2014,
4715,,55,industrial goods,,farmermobil,germany,https://www.farmermobil.de,doll_0.01165 b,,2014,
4716,,135,health,,stiltz lifts,united kingdom,https://www.stiltz.co.uk,doll_0.0146 b,,2010,
4717,,38,ecommerce,,eciglogística,spain,https://eciglogistica.com/,doll_0.01573 b,,2013,
4718,,"1,560",support services,,apro-asian protection,singapore,https://www.apro.com.sg/,doll_0.05318 b,,1985,
4719,,34,health,,bio-science marketing,malaysia,https://biosciencemarketing.com/,doll_0.0037 b,,1996,
4720,,376,cyber security,,sequretek,india,https://sequretek.com/,doll_0.00323 b,,2013,
4721,,136,beauty,,protea japan,japan,https://protea.co.jp/,doll_0.06112 b,,1991,
4722,,not found,fintech,,ifast corporation,singapore,https://www.ifastcorp.com/,doll_0.09193000000000001 b,,2000,
4723,,15,technology,,kuori,finland,https://kuori.tech/,doll_0.0025 b,,2016,
4724,,240,support services,,nexumstp,italy,https://www.nexumstp.it,doll_0.01988 b,,2015,
4725,,300,technology,,pipedrive,estonia,https://www.pipedrive.com,doll_0.033299999999999996 b,,2010,
4726,,18,support services,,forsyth barnes,united kingdom,https://www.forsythbarnes.com/,doll_0.00463 b,,2014,
4727,,112,chemicals,,brilliant polymers,india,https://www.brilliantpolymers.com/,doll_0.049100000000000005 b,,2011,
4728,,79,pharmaceuticals,,sgr,india,https://www.ganeshremedies.com/,doll_0.00662 b,,1995,
4729,,816,education,,rarejob,japan,https://www.rarejob.co.jp/,doll_0.04994 b,,2007,
4730,,63,technology,,flitto,south korea,https://www.flitto.com/crowd,doll_0.00171 b,,2012,
4731,,not found,industrial goods,,yongmao holdings,singapore,http://yongmao.listedcompany.com/,doll_0.13635 b,,1992,
4732,,42,energy,,ferroamp,sweden,https://ferroamp.com/,doll_0.0076500000000000005 b,,2010,
4733,,83,technology,,.net it systemhaus,germany,https://www.net-it-systemhaus.com,doll_0.00428 b,,2014,
4734,,52,fashion,,le slip français,france,https://www.leslipfrancais.fr,doll_0.013099999999999999 b,,2011,
4735,,6,ecommerce,,gute marken online,germany,https://www.gute-marken.com/,doll_0.01141 b,,2011,
4736,,270,advertising,,chai,south korea,https://www.artistchai.co.kr/,doll_0.02895 b,,2004,
4737,,129,beauty,,protea,japan,https://protea.co.jp/,doll_0.07590000000000001 b,,1991,
4738,,45,technology,,ackama,new zealand,https://www.ackama.com/,doll_0.00365 b,,2010,
4739,,6,sales & marketing,,lizard storm,singapore,http://lizardstorm.com/,doll_0.00157 b,,2016,
4740,,462,telecoms,,ibs (inti bangun sejahtera),indonesia,https://www.ibstower.com/,doll_0.08175 b,,2006,
4741,,23,financial services,,valor real estate partners,uk,https://www.valorrep.com/,doll_0.00453 b,,2016,
4742,,71,technology,,supermetrics,finland,https://supermetrics.com,doll_0.01365 b,,2013,
4743,,8,retail,,moluna,germany,https://www.moluna.de,doll_0.01688 b,,2014,
4744,,22,support services,,ares,france,https://cabinet-ares.com,doll_0.004900000000000001 b,,2012,
4745,,73,fintech,,new wave capital,united kingdom,https://www.capitalontap.com/en/,doll_0.04439 b,,2012,
4746,,200,sales & marketing,,gushcloud talent agency,singapore,https://www.gushcloud.com/,doll_0.01796 b,,2011,
4747,,"1,114",industrial goods,,boustead singapore,singapore,https://boustead.sg/,doll_0.49698000000000003 b,,1828,
4748,,13,energy,,wse,singapore,http://www.wse.sg/,doll_0.00164 b,,2016,
4749,,26,construction,,yeo plumber,malaysia,https://yeoplumber.com.my/,doll_0.00342 b,,2000,
4750,,2968,support services,,sms,japan,https://www.bm-sms.co.jp/en/,doll_0.323 b,,2003,
4751,,15,telecoms,,vostronet,australia,https://www.vostronet.com/,doll_0.0023799999999999997 b,,2015,
4752,,14,technology,,anexiti,france,https://www.anexiti.com/,doll_0.00257 b,,2013,
4753,,23,support services,,genius,france,https://www.genius.paris/,doll_0.00242 b,,2017,
4754,,14,ecommerce,,computers parts,italy,https://www.computersparts.it,doll_0.00272 b,,2015,
4755,,135,technology,,strv,czech republic,https://www.strv.com,doll_0.0056 b,,2009,
4756,,73,support services,,my portage,france,https://www.my-portage.com/,doll_0.00492 b,,2013,
4757,,9,construction,,born stahlbau*,germany,https://www.born-stahlbau.de/,doll_0.0030099999999999997 b,,2015,
4758,,47,advertising,,supple,australia,https://supple.com.au/,doll_0.004849999999999999 b,,2012,
4759,,78,management consulting,,47 holdings,japan,https://47co.jp/,doll_0.01766 b,,2015,
4760,,45,construction,,nissou,japan,https://reform-nisso.co.jp/,doll_0.02556 b,,1988,
4761,,31514,food & beverage,,jubilant foodworks,india,https://www.jubilantfoodworks.com/,doll_0.54945 b,,1995,
4762,,2855,food & beverage,,century pacific food,philippines,https://centurypacific.com.ph/,doll_0.8540399999999999 b,,2013,
4763,,167,chemicals,,tri chemical laboratories,japan,http://www.trichemical.com/,doll_0.07598999999999999 b,,1978,
4764,,31,advertising,,instilla,italy,https://www.instilla.it/,doll_0.00299 b,,2015,
4765,,43,automobiles,,herrles,germany,https://www.herrles-industriemontagen.de,doll_0.00743 b,,2009,
4766,,7,automobiles,,neuwagen24.de,germany,https://www.neuwagen24.de,doll_0.0183 b,,2011,
4767,,26,technology,,tecracer consulting*,germany,https://www.tecracer.de/,doll_0.0054800000000000005 b,,2015,
4768,,8,education,,medical net,italy,https://www.medical-net.it/,doll_0.00207 b,,2009,
4769,,30,technology,,smtp2go,new zealand,https://www.smtp2go.com/,doll_0.00287 b,,2006,
4770,,600,technology,,moschip,india,https://moschip.com/,doll_0.01426 b,,1999,
4771,,176,chemicals,,kitanotatsujin corporation,japan,https://www.kitanotatsujin.com/,doll_0.08682 b,,2000,
4772,,271,construction,,enviropacific,australia,https://enviropacific.com.au/,doll_0.13901 b,,2001,
4773,,1200,food & beverage,,milk mantra,india,https://www.milkmantra.com/,doll_0.03221 b,,2009,
4774,,1228,technology,,comture,japan,https://www.comture.com/en/,doll_0.19241 b,,1985,
4775,,60,ecommerce,,footdistrict,spain,https://footdistrict.com/,doll_0.01494 b,,2012,
4776,,69,advertising,,samyroad,spain,https://samyroad.com,doll_0.01221 b,,2012,
4777,,8,food & beverage,,brausturm bierverlag,germany,https://www.brausturm.de,doll_0.0019 b,,2014,
4778,,8,technology,,midstream lighting,united kingdom,http://www.midstreamlighting.com/,doll_0.0057 b,,2012,
4779,,22,sales & marketing,,good one,lithuania,http://goodone.lt/,doll_0.01001 b,,2009,
4780,,9,chemicals,,bluconnection,singapore,https://www.bluconnection.com/,doll_0.03102 b,,2009,
4781,,68,technology,,property data bank,japan,https://www.propertydbk.com/,doll_0.02029 b,,2000,
4782,,"1,947",fintech,,maveric systems,india,https://www.maveric-systems.com/,doll_0.05115 b,,2000,
4783,,326,education,,hunet,south korea,https://www.hunet.co.kr/,doll_0.0391 b,,1999,
4784,,109,construction,,qxy resources,singapore,http://www.qxyresources.com/,doll_0.028300000000000002 b,,2004,
4785,,59,technology,,globalspace,india,https://www.globalspace.in/,doll_0.00368 b,,2010,
4786,,36,technology,,spiideo,sweden,https://www.spiideo.com/,doll_0.0048 b,,2012,
4787,,118,technology,,contractpodai,uk,https://contractpodai.com/,doll_0.00488 b,,2012,
4788,,42,fintech,,lending works,uk,https://www.lendingworks.co.uk,doll_0.00871 b,,2012,
4789,,40,technology,,trencadis,romania,https://www.trencadis.ro,doll_0.0064 b,,2007,
4790,,9,industrial goods,,lapelle,italy,https://www.lapelleweb.it/,doll_0.019899999999999998 b,,2006,
4791,,970,fintech,,ifast corporation,singapore,https://www.ifastcorp.com/,doll_0.062229999999999994 b,,2000,
4792,,125,travel & leisure,,onkochishin,japan,https://okcs.co.jp/,doll_0.00126 b,,2011,
4793,,30,technology,,neurocuticals,japan,http://www.nci-md.com/,doll_0.00578 b,,2009,
4794,,147,transport,,gobolt,india,https://www.gobolt.in/,doll_0.00198 b,,2015,
4795,,524,management consulting,,sigmaxyz,japan,https://www.sigmaxyz.com/,doll_0.14709999999999998 b,,2008,
4796,,487,automobiles,,willplus,japan,https://www.willplus.co.jp/,doll_0.32233999999999996 b,,2007,
4797,,15,construction,,tarhan bauausführungen,germany,https://www.tarhanbau.de/,doll_0.00185 b,,2017,
4798,,218,technology,,matillion,uk,https://www.matillion.com/,doll_0.024579999999999998 b,,2010,
4799,,9,industrial goods,,fimarsud,italy,https://www.fimarsud.it,doll_0.00285 b,,2012,
4800,,1300,insurance,,sfam group,france,https://www.sfam-group.eu,doll_0.24 b,,1999,
