00-avengers-total_liabilities_in_usd,00-avengers-total_equity_in_usd,00-avengers-total_assets_in_usd,00-avengers-annual_revenue_in_usd,04-iGMM-annual_revenue_in_usd
doll_3.092 m,doll_1.968 m,doll_5.060 m,doll_1.030 m,499 million usd
759 million usd,doll_2.488 m,doll_3.247 m,99 million usd,"4,030 million usd"
191 million usd,doll_2.093 m,doll_2.284 m,78 million usd,645 million usd
57 million usd,83 million usd,141 million usd,137 million usd,
139 million usd,286 million usd,425 million usd,32 million usd,32 million usd
,,,,75 million usd
472 million usd,doll_1.329 m,doll_1.802 m,645 million usd,615 million usd
doll_3.633 m,doll_2.809 m,doll_6.443 m,doll_4.030 m,0 million usd
317 million usd,174 million usd,491 million usd,499 million usd,
doll_26.035 m,doll_9.700 m,doll_35.735 m,doll_6.394 m,313 million usd
381 million usd,801 million usd,doll_1.183 m,336 million usd,
582 million usd,784 million usd,doll_1.366 m,doll_1.213 m,714 million usd
doll_6.425 m,doll_2.114 m,doll_8.540 m,doll_3.230 m,
61 million usd,342 million usd,403 million usd,75 million usd,859 million usd
847 million usd,292 million usd,doll_1.139 m,113 million usd,113 million usd
doll_8.358 m,doll_2.133 m,doll_10.490 m,859 million usd,844 million usd
,,,,666 million usd
doll_28.781 m,doll_3.098 m,doll_31.879 m,714 million usd,"3,667 million usd"
,,,,471 million usd
doll_2.380 m,doll_1.021 m,doll_3.401 m,313 million usd,"1,287 million usd"
,,,,
155 million usd,621 million usd,777 million usd,0 million usd,"7,631 million usd"
706 million usd,842 million usd,doll_1.549 m,615 million usd,"2,900 million usd"
doll_23.859 m,doll_3.916 m,doll_27.776 m,844 million usd,115 million usd
,,,,
713 million usd,doll_2.254 m,doll_2.967 m,115 million usd,180 million usd
doll_3.807 m,doll_1.041 m,doll_4.848 m,doll_2.900 m,
doll_1.497 m,doll_1.779 m,doll_3.275 m,doll_7.631 m,"1,251 million usd"
,,,,"39,521 million usd"
doll_1.171 m,700 million usd,doll_1.871 m,doll_1.287 m,732 million usd
359 million usd,456 million usd,815 million usd,471 million usd,"1,000 million usd"
doll_4.907 m,doll_1.335 m,doll_6.241 m,doll_3.667 m,"1,287 million usd"
252 million usd,doll_1.286 m,doll_1.539 m,666 million usd,"2,736 million usd"
65 million usd,482 million usd,547 million usd,180 million usd,"67,632 million usd"
975 million usd,721 million usd,doll_1.696 m,doll_1.523 m,"1,523 million usd"
doll_9.052 m,doll_5.172 m,doll_14.224 m,doll_67.632 m,"1,328 million usd"
doll_1.915 m,doll_2.594 m,doll_4.508 m,doll_2.736 m,
473 million usd,848 million usd,doll_1.321 m,doll_1.287 m,"2,183 million usd"
,,,doll_1.000 m,685 million usd
doll_7.133 m,doll_1.781 m,doll_8.914 m,732 million usd,
136 million usd,16 million usd,151 million usd,doll_39.521 m,
doll_1.211 m,720 million usd,doll_1.931 m,doll_1.251 m,
,,,,"3,453 million usd"
487 million usd,doll_1.336 m,doll_1.824 m,doll_1.328 m,
609 million usd,doll_2.179 m,doll_2.788 m,doll_1.849 m,"1,849 million usd"
,,,,438 million usd
doll_2.163 m,doll_2.690 m,doll_4.854 m,doll_3.453 m,717 million usd
,,,,143 million usd
,,,,"1,390 million usd"
,,,,"3,753 million usd"
52 million usd,doll_2.859 m,doll_2.912 m,685 million usd,
doll_3.704 m,doll_3.208 m,doll_6.912 m,doll_2.183 m,
,,,,"8,417 million usd"
513 million usd,468 million usd,982 million usd,438 million usd,0 million usd
doll_1.258 m,doll_1.405 m,doll_2.664 m,doll_1.271 m,"1,271 million usd"
0 million usd,0 million usd,0 million usd,0 million usd,
doll_39.450 m,doll_2.724 m,doll_42.175 m,doll_8.417 m,317 million usd
,,,,"16,293 million usd"
,,,,786 million usd
doll_3.524 m,doll_1.159 m,doll_4.683 m,doll_3.753 m,486 million usd
860 million usd,doll_1.171 m,doll_2.030 m,doll_1.390 m,800 million usd
doll_1.490 m,doll_1.465 m,doll_2.955 m,143 million usd,258 million usd
260 million usd,463 million usd,723 million usd,717 million usd,
,,,,"1,678 million usd"
109 million usd,307 million usd,416 million usd,412 million usd,412 million usd
,,,doll_1.678 m,482 million usd
,,,,
342 million usd,469 million usd,810 million usd,258 million usd,
doll_1.193 m,doll_1.163 m,doll_2.355 m,800 million usd,0 million usd
doll_2.155 m,doll_1.690 m,doll_3.846 m,486 million usd,6 million usd
566 million usd,565 million usd,doll_1.132 m,786 million usd,
doll_5.281 m,doll_3.051 m,doll_8.331 m,doll_16.293 m,"2,677 million usd"
313 million usd,doll_2.346 m,doll_2.660 m,317 million usd,"2,518 million usd"
378 million usd,407 million usd,785 million usd,482 million usd,"1,762 million usd"
doll_9.329 m,doll_1.025 m,doll_10.354 m,doll_1.762 m,
260 million usd,doll_1.831 m,doll_2.091 m,doll_2.518 m,"6,070 million usd"
,,,,294 million usd
942 million usd,679 million usd,doll_1.621 m,doll_2.677 m,0 million usd
,,,,89 million usd
142 million usd,237 million usd,379 million usd,6 million usd,"5,441 million usd"
711 million usd,-242 million usd,468 million usd,0 million usd,
,,,,"1,526 million usd"
,,,,
,,,,193 million usd
275 million usd,875 million usd,doll_1.151 m,193 million usd,"2,671 million usd"
,,,,275 million usd
195 million usd,202 million usd,398 million usd,doll_1.526 m,800 million usd
,,,,573 million usd
doll_3.044 m,doll_1.062 m,doll_4.106 m,doll_5.441 m,612 million usd
doll_1.265 m,doll_3.634 m,doll_4.900 m,89 million usd,
0 million usd,0 million usd,0 million usd,0 million usd,351 million usd
235 million usd,514 million usd,749 million usd,294 million usd,
doll_2.399 m,doll_2.398 m,doll_4.796 m,doll_6.070 m,384 million usd
doll_7.767 m,doll_4.317 m,doll_11.938 m,doll_2.671 m,"1,883 million usd"
doll_3.513 m,doll_1.867 m,doll_5.380 m,doll_1.883 m,261 million usd
399 million usd,623 million usd,doll_1.022 m,384 million usd,131 million usd
,,,,
doll_2.920 m,doll_1.374 m,doll_4.294 m,351 million usd,"1,724 million usd"
,,,,6 million usd
184 million usd,580 million usd,764 million usd,612 million usd,"2,073 million usd"
115 million usd,713 million usd,829 million usd,573 million usd,"2,036 million usd"
doll_2.616 m,doll_1.195 m,doll_3.811 m,800 million usd,400 million usd
140 million usd,327 million usd,467 million usd,275 million usd,
636 million usd,747 million usd,doll_1.383 m,261 million usd,
,,,,588 million usd
doll_14.070 m,doll_2.258 m,doll_16.329 m,,
100 million usd,doll_1.084 m,doll_1.184 m,400 million usd,451 million usd
doll_1.234 m,doll_1.953 m,doll_3.188 m,doll_2.036 m,
doll_1.001 m,959 million usd,doll_1.960 m,doll_2.073 m,
96 million usd,doll_1.729 m,doll_1.825 m,6 million usd,
doll_3.362 m,doll_2.159 m,doll_5.522 m,doll_1.724 m,615 million usd
,,,,"2,363 million usd"
doll_1.377 m,doll_1.061 m,doll_2.438 m,131 million usd,"1,180 million usd"
doll_1.084 m,376 million usd,doll_1.461 m,588 million usd,944 million usd
575 million usd,805 million usd,doll_1.379 m,944 million usd,597 million usd
doll_1.281 m,doll_1.434 m,doll_2.716 m,doll_1.180 m,318 million usd
doll_7.730 m,doll_8.036 m,doll_15.766 m,doll_2.363 m,"1,303 million usd"
417 million usd,419 million usd,837 million usd,615 million usd,542 million usd
,,,,
,,,,679 million usd
,,,,"6,402 million usd"
883 million usd,doll_1.739 m,doll_2.622 m,451 million usd,"1,858 million usd"
,,,,"1,483 million usd"
206 million usd,330 million usd,536 million usd,597 million usd,485 million usd
doll_6.826 m,844 million usd,doll_7.670 m,485 million usd,
538 million usd,doll_1.032 m,doll_1.570 m,doll_1.483 m,"4,327 million usd"
doll_1.834 m,doll_1.539 m,doll_3.374 m,doll_1.858 m,"1,234 million usd"
doll_1.969 m,787 million usd,doll_2.756 m,doll_6.402 m,
155 million usd,560 million usd,715 million usd,679 million usd,
,,,,174 million usd
245 million usd,403 million usd,648 million usd,542 million usd,
438 million usd,doll_1.313 m,doll_1.751 m,doll_1.303 m,316 million usd
227 million usd,540 million usd,767 million usd,318 million usd,
doll_13.540 m,doll_1.912 m,doll_15.453 m,,"4,575 million usd"
doll_1.899 m,doll_1.511 m,doll_3.410 m,doll_4.575 m,"1,051 million usd"
,,,,3 million usd
152 million usd,doll_2.034 m,doll_2.187 m,316 million usd,
560 million usd,900 million usd,doll_1.460 m,174 million usd,
,,,,145 million usd
,,,,316 million usd
,,,,569 million usd
doll_1.615 m,doll_2.111 m,doll_3.725 m,doll_1.234 m,605 million usd
doll_3.361 m,doll_1.845 m,doll_5.207 m,doll_4.327 m,"3,377 million usd"
doll_1.272 m,doll_2.377 m,doll_3.649 m,doll_1.051 m,"14,499 million usd"
doll_8.376 m,doll_3.178 m,doll_11.554 m,doll_14.499 m,
doll_2.340 m,doll_1.500 m,doll_3.841 m,doll_3.377 m,
440 million usd,464 million usd,904 million usd,605 million usd,324 million usd
doll_1.340 m,774 million usd,doll_2.114 m,569 million usd,89 million usd
152 million usd,doll_2.034 m,doll_2.187 m,316 million usd,"1,830 million usd"
doll_27.236 m,192 million usd,doll_27.428 m,145 million usd,
,,,,630 million usd
,,,,
doll_1.832 m,doll_2.044 m,doll_3.876 m,3 million usd,
,,,,"1,046 million usd"
doll_25.870 m,doll_2.448 m,doll_28.319 m,doll_1.046 m,"1,850 million usd"
,,,,528 million usd
,,,,"5,526 million usd"
440 million usd,353 million usd,794 million usd,630 million usd,570 million usd
,,,,35 million usd
772 million usd,doll_1.722 m,doll_2.494 m,doll_1.830 m,
doll_2.417 m,246 million usd,doll_2.663 m,89 million usd,948 million usd
144 million usd,384 million usd,528 million usd,324 million usd,
,,,,"6,242 million usd"
doll_2.414 m,doll_2.338 m,doll_4.752 m,doll_1.850 m,"7,060 million usd"
doll_2.844 m,doll_2.427 m,doll_5.272 m,doll_7.060 m,561 million usd
doll_5.038 m,doll_2.780 m,doll_7.819 m,doll_6.242 m,"1,258 million usd"
,,,,94 million usd
doll_1.375 m,doll_1.815 m,doll_3.190 m,948 million usd,263 million usd
,,,,573 million usd
49 million usd,368 million usd,418 million usd,35 million usd,"1,422 million usd"
249 million usd,768 million usd,doll_1.018 m,570 million usd,"2,101 million usd"
doll_25.370 m,doll_5.440 m,doll_30.811 m,doll_5.526 m,"9,867 million usd"
doll_2.144 m,doll_1.785 m,doll_3.930 m,528 million usd,
154 million usd,doll_2.993 m,doll_3.148 m,561 million usd,
,,,,992 million usd
,,,,"4,394 million usd"
doll_35.986 m,doll_9.754 m,doll_45.740 m,doll_9.867 m,"1,297 million usd"
doll_1.176 m,848 million usd,doll_2.025 m,doll_2.101 m,663 million usd
404 million usd,328 million usd,732 million usd,doll_1.422 m,678 million usd
doll_12.334 m,doll_2.117 m,doll_14.451 m,573 million usd,277 million usd
566 million usd,222 million usd,789 million usd,263 million usd,
736 million usd,doll_1.016 m,doll_1.751 m,94 million usd,
doll_1.148 m,doll_1.428 m,doll_2.576 m,doll_1.258 m,"2,716 million usd"
119 million usd,doll_1.158 m,doll_1.278 m,992 million usd,
,,,,"1,792 million usd"
,,,doll_2.716 m,"2,756 million usd"
doll_18.208 m,doll_1.366 m,doll_19.575 m,,
doll_8.233 m,doll_1.171 m,doll_9.405 m,,
476 million usd,821 million usd,doll_1.297 m,277 million usd,582 million usd
doll_14.445 m,doll_1.916 m,doll_16.361 m,678 million usd,"6,757 million usd"
744 million usd,doll_4.055 m,doll_4.799 m,663 million usd,"2,906 million usd"
doll_41.376 m,doll_2.379 m,doll_43.756 m,doll_1.297 m,"1,313 million usd"
doll_5.612 m,doll_4.021 m,doll_9.633 m,doll_4.394 m,598 million usd
814 million usd,503 million usd,doll_1.318 m,doll_1.792 m,785 million usd
doll_2.751 m,doll_2.397 m,doll_5.148 m,785 million usd,
294 million usd,443 million usd,738 million usd,598 million usd,876 million usd
592 million usd,814 million usd,doll_1.406 m,doll_1.313 m,900 million usd
doll_42.100 m,doll_3.715 m,doll_45.815 m,doll_2.906 m,
doll_5.420 m,doll_3.392 m,doll_8.812 m,doll_6.757 m,326 million usd
doll_1.163 m,320 million usd,doll_1.484 m,582 million usd,0 million usd
,,,,
,,,,966 million usd
321 million usd,744 million usd,doll_1.065 m,doll_2.756 m,"1,637 million usd"
,,,,"3,422 million usd"
doll_1.335 m,doll_1.484 m,doll_2.818 m,doll_3.422 m,0 million usd
doll_1.219 m,doll_1.492 m,doll_2.711 m,doll_1.637 m,"1,682 million usd"
236 million usd,450 million usd,686 million usd,966 million usd,"1,038 million usd"
,,,,"2,119 million usd"
400 million usd,728 million usd,doll_1.129 m,0 million usd,
511 million usd,742 million usd,doll_1.253 m,326 million usd,168 million usd
,,,,"3,440 million usd"
632 million usd,doll_2.043 m,doll_2.676 m,900 million usd,136 million usd
470 million usd,740 million usd,doll_1.211 m,876 million usd,188 million usd
0 million usd,0 million usd,0 million usd,0 million usd,219 million usd
91 million usd,doll_1.096 m,doll_1.187 m,219 million usd,
74 million usd,225 million usd,300 million usd,188 million usd,"2,558 million usd"
111 million usd,187 million usd,298 million usd,136 million usd,"2,827 million usd"
doll_2.939 m,doll_1.806 m,doll_4.747 m,doll_3.440 m,
72 million usd,130 million usd,203 million usd,168 million usd,"2,614 million usd"
doll_14.233 m,doll_2.693 m,doll_16.927 m,,"1,827 million usd"
doll_3.584 m,695 million usd,doll_4.279 m,doll_2.119 m,133 million usd
911 million usd,doll_1.310 m,doll_2.222 m,doll_1.038 m,"2,108 million usd"
727 million usd,806 million usd,doll_1.533 m,doll_1.682 m,"4,216 million usd"
,,,,289 million usd
doll_2.529 m,doll_3.147 m,doll_5.676 m,289 million usd,"5,329 million usd"
doll_1.732 m,doll_1.764 m,doll_3.496 m,doll_4.216 m,
636 million usd,877 million usd,doll_1.513 m,doll_2.108 m,"2,243 million usd"
22 million usd,199 million usd,221 million usd,133 million usd,80 million usd
doll_169.050 m,doll_6.998 m,doll_176.040 m,doll_1.827 m,
doll_2.325 m,doll_6.443 m,doll_8.768 m,doll_2.614 m,
,,,,
doll_1.555 m,432 million usd,doll_1.987 m,doll_2.827 m,78 million usd
doll_85.927 m,doll_7.091 m,doll_93.018 m,doll_2.558 m,130 million usd
doll_7.566 m,doll_5.927 m,doll_13.493 m,doll_5.329 m,"1,897 million usd"
793 million usd,508 million usd,doll_1.301 m,doll_1.897 m,429 million usd
35 million usd,doll_2.137 m,doll_2.173 m,130 million usd,628 million usd
100 million usd,519 million usd,618 million usd,78 million usd,213 million usd
,,,,"3,673 million usd"
,,,,"2,673 million usd"
,,,,"7,146 million usd"
119 million usd,187 million usd,307 million usd,80 million usd,150 million usd
598 million usd,doll_1.316 m,doll_1.914 m,doll_2.243 m,"1,737 million usd"
,,,,814 million usd
81 million usd,663 million usd,744 million usd,628 million usd,
doll_2.989 m,doll_3.379 m,doll_6.369 m,429 million usd,481 million usd
,,,,284 million usd
,,,814 million usd,481 million usd
doll_1.353 m,doll_3.161 m,doll_4.514 m,doll_1.737 m,345 million usd
35 million usd,doll_3.776 m,doll_3.812 m,150 million usd,"1,141 million usd"
doll_4.318 m,doll_1.484 m,doll_5.803 m,doll_7.146 m,136 million usd
doll_1.795 m,doll_1.342 m,doll_3.138 m,doll_2.673 m,
doll_1.830 m,doll_1.518 m,doll_3.348 m,doll_3.673 m,469 million usd
173 million usd,doll_1.357 m,doll_1.530 m,213 million usd,"11,338 million usd"
doll_2.099 m,doll_1.732 m,doll_3.832 m,481 million usd,838 million usd
480 million usd,236 million usd,715 million usd,838 million usd,285 million usd
doll_2.514 m,doll_2.079 m,doll_4.594 m,doll_11.338 m,550 million usd
837 million usd,349 million usd,doll_1.186 m,469 million usd,
,,,,"1,920 million usd"
100 million usd,doll_1.351 m,doll_1.451 m,136 million usd,592 million usd
doll_1.703 m,doll_1.266 m,doll_2.969 m,doll_1.141 m,407 million usd
96 million usd,342 million usd,438 million usd,345 million usd,428 million usd
468 million usd,453 million usd,922 million usd,481 million usd,425 million usd
doll_1.651 m,doll_1.276 m,doll_2.928 m,284 million usd,"5,168 million usd"
370 million usd,927 million usd,doll_1.298 m,285 million usd,"8,463 million usd"
doll_4.087 m,doll_1.621 m,doll_5.708 m,doll_8.463 m,"4,830 million usd"
doll_4.073 m,doll_3.975 m,doll_8.049 m,doll_5.168 m,"25,394 million usd"
440 million usd,230 million usd,670 million usd,425 million usd,"1,384 million usd"
148 million usd,592 million usd,740 million usd,428 million usd,314 million usd
86 million usd,340 million usd,426 million usd,407 million usd,511 million usd
864 million usd,799 million usd,166 million usd,592 million usd,
doll_1.012 m,doll_1.694 m,doll_2.706 m,doll_1.920 m,
,,,,
doll_1.577 m,259 million usd,doll_1.837 m,550 million usd,970 million usd
doll_4.589 m,826 million usd,doll_5.416 m,doll_4.830 m,
,,,,"5,872 million usd"
774 million usd,671 million usd,doll_1.446 m,970 million usd,"2,833 million usd"
,,,,219 million usd
,,,,"2,743 million usd"
doll_17.524 m,doll_2.126 m,doll_19.650 m,,101 million usd
816 million usd,224 million usd,doll_1.040 m,511 million usd,584 million usd
doll_1.865 m,doll_1.228 m,doll_3.094 m,314 million usd,"2,419 million usd"
698 million usd,872 million usd,doll_1.570 m,doll_1.384 m,"2,082 million usd"
doll_5.429 m,doll_2.627 m,doll_8.057 m,doll_25.394 m,
doll_2.543 m,doll_1.760 m,doll_4.304 m,doll_5.872 m,
,,,,844 million usd
,,,,"1,740 million usd"
doll_1.535 m,doll_1.266 m,doll_2.802 m,doll_2.082 m,219 million usd
doll_6.062 m,doll_2.642 m,doll_8.705 m,doll_2.419 m,466 million usd
138 million usd,664 million usd,801 million usd,584 million usd,391 million usd
437 million usd,679 million usd,doll_1.117 m,101 million usd,"3,602 million usd"
doll_1.669 m,doll_1.217 m,doll_2.886 m,doll_2.743 m,375 million usd
417 million usd,138 million usd,555 million usd,219 million usd,890 million usd
doll_1.069 m,499 million usd,doll_1.568 m,doll_2.833 m,"2,858 million usd"
529 million usd,368 million usd,897 million usd,844 million usd,
982 million usd,368 million usd,doll_1.350 m,doll_2.858 m,288 million usd
doll_1.023 m,707 million usd,doll_1.730 m,890 million usd,816 million usd
doll_1.778 m,doll_1.238 m,doll_3.017 m,375 million usd,
,,,,359 million usd
doll_3.370 m,doll_2.483 m,doll_5.854 m,doll_3.602 m,
760 million usd,613 million usd,doll_1.373 m,391 million usd,581 million usd
281 million usd,676 million usd,956 million usd,466 million usd,
49 million usd,158 million usd,207 million usd,219 million usd,
doll_5.190 m,661 million usd,doll_5.851 m,doll_1.740 m,135 million usd
,,,,
81 million usd,148 million usd,229 million usd,135 million usd,"1,889 million usd"
,,,,366 million usd
,,,,"7,914 million usd"
492 million usd,450 million usd,942 million usd,581 million usd,-12 million usd
doll_11.071 m,doll_1.519 m,doll_12.590 m,,441 million usd
185 million usd,doll_1.058 m,doll_1.243 m,359 million usd,724 million usd
,,,,533 million usd
677 million usd,doll_2.452 m,doll_3.129 m,816 million usd,"2,799 million usd"
doll_2.722 m,doll_2.709 m,doll_5.432 m,288 million usd,"2,582 million usd"
,,,,"2,684 million usd"
doll_88.312 m,doll_7.647 m,doll_95.959 m,doll_2.582 m,"4,634 million usd"
doll_3.599 m,685 million usd,doll_4.285 m,doll_2.799 m,"2,131 million usd"
doll_5.602 m,doll_1.140 m,doll_6.742 m,533 million usd,
452 million usd,807 million usd,doll_1.259 m,724 million usd,
45 million usd,596 million usd,642 million usd,441 million usd,497 million usd
doll_1.584 m,doll_1.940 m,doll_3.524 m,-12 million usd,368 million usd
doll_15.339 m,doll_7.035 m,doll_22.374 m,doll_7.914 m,35 million usd
