,name,country,industry,absolute_growth_rate_pct,compound_annual_growth_rate_cagr_pct,revenue_2020,employees_2020,employees_2017,founded,revenue_2017,website
6194,Access Protection,France,Technology,,,1.5,,5,2002.0,,https://www.access-protection.fr
6195,Venticento,Italy,Cyber Security,,,7.28,,27,2005.0,,https://www.venticento.com/
6196,SM SektManufaktur,Germany,Industrial Goods,,,"2,408,586",,14,2015.0,,https://www.sm-sektmanufaktur.de/
6197,Beauty Consult Deutschland,Germany,Health,,,"3,725,665",,31,2011.0,,https://www.hairmedic.de/
6198,Housekeep,UK,Ecommerce,,,"12,575,790",,36,2014.0,,https://housekeep.com
6199,Serenita',Italy,Support Services,,,"5,523,482",,552,2015.0,,http://www.serenita.care
6200,aflexio*,Germany,Management Consulting,,,1.8,,14,2014.0,,https://www.aflexio.com
6201,Filoblu,Italy,Ecommerce,,,19.5,,112,2009.0,,https://www.filoblu.com
6202,XML Travelgate,Spain,Travel & Leisure,,,5.07,,102,2011.0,,https://www.travelgatex.com/
6203,SICA,France,Industrial Goods,,,19.58,,2,2011.0,,Not found
6204,Finauto,Italy,Automobiles,,,"11,789,870",,8,1977.0,,https://www.finautoprato.it/
6205,AuCOFFRE.com,France,Financial Services,,,"114,037,838",,21,2009.0,,https://www.aucoffre.com/
6206,Adchieve,Netherlands,Ecommerce,,,"2,599,950",,24,2014.0,,https://adchieve.com
6207,Donau Star Bg Eood,Bulgaria,Travel & Leisure,,,2.4,,35,1998.0,,https://www.donaustar.com
6208,4most Group Holdings,United Kingdom,Insurance,,,21.64,,139,2011.0,,https://www.4-most.co.uk/
6209,Godel Technologies Europe,United Kingdom,Technology,,,24.53,,732,2002.0,,https://www.godeltech.com/
6210,Divido,UK,Fintech,,,"3,786,036",,46,2014.0,,https://www.divido.com/
6211,R&K Ingenieure,Germany,Construction,,,"5,210,500",,17,2016.0,,https://www.rkingenieure.de/
6212,ONI Foods Overseas,Spain,Food & Beverage,,,"58,633,352",,12,2015.0,,http://onifoods.com
6213,Ate System,Italy,Technology,,,2.6,,17,1995.0,,https://www.atesystem.it
6214,ISO Recruiting Consultants,Germany,Support Services,,,8.30,,17,2013.0,,https://www.iso-gruppe.com/
6215,Comunitelia Comunicaciones,Spain,Telecoms,,,2.56,,39,2013.0,,https://www.comunitelia.com/
6216,Nephos Technologies,UK,Technology,,,"17,559,447",,25,2011.0,,https://www.nephostechnologies.com/
6217,La Vida,UK,Support Services,,,"7,572,128",,15,2002.0,,https://www.goldenvisas.com/
6218,AFR-IX telecom,Spain,Telecoms,,,"7,466,298",,23,2013.0,,https://www.afr-ix.com
6219,Kleine Riesen Nord,Germany,Education,,,6.4,,116,2011.0,,https://www.littlegiants.de
6220,5M Services,France,Construction,,,2.0,,17,2013.0,,https://www.5m-services.com
6221,Ames Centro Polidiagnostico Strumentale,Italy,Health,,,14.50,,73,1979.0,,https://www.centroames.it/
6222,Midstream Lighting,UK,Technology,,,"8,204,844",,12,2012.0,,https://www.midstreamlighting.com/
6223,PROPULSE IT,France,Technology,,,"6,326,861",,2,2014.0,,https://www.propulse-it.fr/
6224,CLAREO,France,Retail,,,"15,467,644",,47,2012.0,,https://www.clareolighting.com
6225,Exclaimer,UK,Technology,,,"19,746,273",,101,2001.0,,https://www.exclaimer.com
6226,CO.NET,Germany,Support Services,,,8.0,,22,2001.0,,https://www.conet24.com
6227,Air Innovation,Italy,Construction,,,2.38,,20,2014.0,,https://www.air-innovation.it/
6228,PCF Group,Poland,Games industry,,,10.98,,186,2007.0,,https://peoplecanfly.com/
6229,Additius Santa Maria,Spain,Agricultural Commodities,,,"31,757,362",,30,2012.0,,http://www.additius.com/
6230,Infinum,Croatia,Technology,,,"11,002,917",,206,2005.0,,https://infinum.com
6231,Grupa TENSE,Poland,Advertising,,,2.1,,78,2011.0,,https://www.grupa-tense.pl
6232,Elettronsea SocCoop,Italy,Technology,,,3.88,,27,2015.0,,http://www.elettronsea.it/
6233,FTAPI Software,Germany,Technology,,,3.57,,40,2011.0,,https://www.ftapi.com/
6234,CONEXIO TELECOM,France,Telecoms,,,"1,908,640",,15,2017.0,,https://www.conexiotelecom.fr/
6235,VOPRO,Germany,Construction,,,"3,439,310",,8,2015.0,,http://vopro-gmbh.de
6236,Groupe Promo Gerim,France,Property,,,"102,745,000",,50,1983.0,,https://promogerim.fr/
6237,Trustly Group,Sweden,Fintech,,,49.0,,163,2008.0,,https://www.trustly.com
6238,Deltamed,Romania,Automobiles,,,33.59,,58,1997.0,,https://www.deltamed.ro/
6239,SmartCredit (SmartSearch),United Kingdom,Fintech,,,9.19,,78,2005.0,,https://smartsearch.com/
6240,Tripin,Germany,Retail,,,"5,465,080",,9,2012.0,,https://www.topleiter.de/
6241,Continental Wood Kft.,Hungary,Industrial Goods,,,"2,724,073",,9,1996.0,,https://continentalwood.hu/
6242,Energica Motor Company,Italy,Automobiles,,,"3,160,563",,45,2014.0,,https://www.energicamotor.com
6243,artos,Germany,Food & Beverage,,,6.1,,8,2011.0,,https://www.artos.ag
6244,KAIZEN SOLUTIONS,France,Management Consulting,,,11.03,,116,2013.0,,https://www.kaizen-solutions.net/
6245,GeoTeam,Italy,Energy,,,"7,623,730",,120,2008.0,,https://www.geoteam.biz/
6246,Leascorp,France,Financial Services,,,"18,481,247",,7,2014.0,,https://www.leascorp.fr/
6247,Byte London,UK,Advertising,,,"25,119,649",,131,2013.0,,https://www.bytemissioncontrol.com
6248,Ciao Gusto,France,Food & Beverage,,,"1,980,327",,6,2014.0,,https://www.ciao-gusto.com
6249,BVS Construction,France,Construction,,,1.7,,4,2012.0,,https://www.maisonsdarcy.fr
6250,Blue Orange,France,Games industry,,,5.42,,22,2005.0,,http://www.blueorangegames.eu/
6251,Movetia Digital,Spain,Fintech,,,6.46,,90,2011.0,,https://movetia.com/
6252,Positive Healthcare,UK,Management Consulting,,,"6,731,831",,19,2014.0,,https://www.positivementalhealth.co.uk/
6253,NRT,Germany,Construction,,,"2,449,370",,24,2009.0,,https://www.nrt-hh.de
6254,sonnen,Germany,Energy,,,65.1,,400,2010.0,,https://www.sonnen.de
6255,Liberis,United Kingdom,Fintech,,,23.79,,103,2007.0,,https://www.liberis.com/
6256,Ralph Schmolke,Germany,Retail,,,"2,281,929",,8,2010.0,,https://schmolke-schmierstoffe.de/
6257,Roomie Milano,Italy,Property,,,"3,728,920",,10,2016.0,,https://www.roomie-milano.com/
6258,Les Brasseurs Savoyards,France,Agricultural Commodities,,,"4,368,393",,20,2014.0,,https://www.bs.fr
6259,Ova Projects,Spain,Industrial Goods,,,6.2,,25,2008.0,,http://www.ovaprojects.com
6260,Opteamis,France,Technology,,,8.19,,19,2010.0,,https://www.opteamis.com/
6261,Meblobranie.pl,Poland,Ecommerce,,,9.79,,21,2011.0,,https://www.meblobranie.pl/
6262,Trencadis Corp,Romania,Technology,,,"20,410,511",,89,2007.0,,https://trencadis.ro/
6263,WORTEKS,France,Technology,,,"1,870,845",,11,2016.0,,https://www.worteks.com/
6264,Conrado y Asociados,Spain,Construction,,,"12,147,009",,77,1985.0,,https://www.conradoyasociados.es
6265,Autovia,Italy,Travel & Leisure,,,"40,000,000",,70,2005.0,,https://www.autovia.it
6266,"Caamaño, Concheiro & Seoane",Spain,Law,,,8.0,,80,2002.0,,https://www.ccsabogados.com
6267,Traventia (Youbid),Spain,Travel & Leisure,,,21.97,,22,2013.0,,https://www.traventia.es/
6268,Weller Media Agency (WMA),United Kingdom,Sales & Marketing,,,4.62,,42,2013.0,,https://www.wma.agency/
6269,REMOVE,France,Construction,,,"8,988,475",,74,2015.0,,https://www.groupe-remove.com/
6270,Citadelo,Czech Republic,Cyber Security,,,"1,556,521",,27,2006.0,,https://citadelo.com/en/
6271,Supply Value,Netherlands,Management Consulting,,,"4,400,000",,30,2004.0,,https://www.supplyvalue.nl
6272,Podium Advanced Technologies,Italy,Automobiles,,,2.3,,17,2011.0,,https://www.podium-tech.com
6273,G5 Entertainment,Sweden,Games industry,,,141.28,,490,2001.0,,https://www.g5e.com/
6274,Digital Angels,Italy,Sales & Marketing,,,4.83,,14,2007.0,,https://www.digitalangels.com/
6275,Grill Autoservice,Germany,Automobiles,,,"18,141,216",,26,2017.0,,https://grill-mobile.de/
6276,Delta Capita Group,UK,Management Consulting,,,"22,784,997",,200,2014.0,,https://www.deltacapita.com
6277,Sistemas Informáticos de Negocio,Spain,Advertising,,,1.7,,53,2005.0,,https://www.sidn.es
6278,Mansutti,Italy,Insurance,,,22.18,,48,1987.0,,http://www.mansutti.it/
6279,Inbrooll,Spain,Industrial Goods,,,"2,663,110",,15,2013.0,,https://inbrooll.com/en/
6280,Cross,Germany,Retail,,,"88,590,000",,4,2010.0,,https://www.crosscycle.de/
6281,Quantion,Spain,Technology,,,"4,400,000",,72,2014.0,,https://www.quantion.com
6282,G.C.Costruzioni,Italy,Construction,,,2.3,,7,2014.0,,Not found
6283,Myposter,Germany,Ecommerce,,,24.5,,68,2011.0,,https://www.myposter.de
6284,Bar Banqueting,Italy,Support Services,,,7.00,,98,2006.0,,https://www.barbanqueting.com/
6285,B1gas S.p.A,Italy,Energy,,,"41,474,660",,6,2010.0,,https://www.b1gas.it/
6286,Filva,Italy,Construction,,,"6,188,900",,10,2009.0,,https://www.filvasrl.it/
6287,WoodWatch,Netherlands,Fashion,,,"2,179,455",,8,2013.0,,https://www.woodwatch.com
6288,Better Globe,Norway,Agricultural Commodities,,,6.2,,2,2008.0,,https://www.betterglobegroup.com
6289,ProfixSystemleasing,Germany,Automobiles,,,16.37,,8,2008.0,,http://profixsystemleasing.de/
6290,Archingest,Italy,Construction,,,"3,515,000",,6,2005.0,,https://archingest.it/
6291,Alpha FX Group,UK,Financial Services,,,"51,640,733",,124,2009.0,,https://www.alphafx.co.uk/
6292,Impresa Percassi,Italy,Construction,,,"137,377,976",,97,1963.0,,https://www.impresapercassi.it
6293,Ca.Tt.Iva.,Italy,Transport,,,"7,557,162",,265,2014.0,,http://www.cattivalogistica.com
6294,Be-Cloud,France,Technology,,,3.8,,24,2012.0,,https://www.be-cloud.fr
6295,Ableneo,Slovakia,Technology,,,3.00,,40,2013.0,,https://www.ableneo.com/
6296,lemonads,Switzerland,Advertising,,,"4,952,255",,50,2012.0,,https://www.lemonads.com/
6297,Syscom-Developpement,France,Telecoms,,,"2,121,030",,19,2015.0,,https://www.syscom.fr
6298,CYE ENERGIA,Spain,Energy,,,"17,379,727",,12,2013.0,,https://www.cye-energia.com
6299,Terzia Personal-Service,Germany,Support Services,,,4.4,,186,2014.0,,https://www.terzia-ps.de
6300,Autohaus Stallknecht,Germany,Automobiles,,,2.05,,4,1997.0,,https://www.autohaus-stallknecht.de/
6301,Pluris Investments,Portugal,Travel & Leisure,,,123.63,,431,2008.0,,http://www.mysticinvest.com/
6302,Signicat,Norway,Technology,,,"42,514,150",,213,2007.0,,https://www.signicat.com/
6303,Graf & Straub,Germany,Automobiles,,,"1,959,050",,8,2016.0,,https://www.graf-straub.de
6304,Pangeanic BI Europa,Spain,Support Services,,,"3,863,576",,33,1515.0,,https://www.pangeanic.com
6305,Cirruseo,France,Technology,,,12.0,,59,2011.0,,https://www.cirruseo.com
6306,Agricollibio,Italy,Food & Beverage,,,15.1,,10,2013.0,,https://www.agricolli.bio
6307,Caffeina,Italy,Advertising,,,6.04,,109,2010.0,,https://www.caffeina.com/
6308,Alda Castilla,Spain,Travel & Leisure,,,2.13,,45,2014.0,,https://www.aldahotels.es/
6309,Alfred Döpker,Germany,Construction,,,"77,358,225",,55,1965.0,,https://www.team-doepker.de/
6310,Bavaria-Ei,Germany,Retail,,,"13,067,279",,88,2001.0,,https://www.bavaria-ei.de/
6311,A.I.M.M. - Italia,Italy,Construction,,,"4,598,410",,45,2015.0,,http://www.aimm-italia.it
6312,ParcelHero.com,United Kingdom,Technology,,,7.7,,20,2009.0,,https://www.parcelhero.com
6313,Nordcloud,Finland,Technology,,,34.8,,139,2011.0,,https://nordcloud.com
6314,Maisons à Vivre,France,Construction,,,2.23,,5,2008.0,,https://www.maisons-avivre.com/
6315,Oxylabs.io,Lithuania,Technology,,,"25,040,954",,245,2015.0,,https://oxylabs.io/
6316,A.S.H. Automobile,Germany,Automobiles,,,"2,333,452",,5,2014.0,,https://www.autosalon-hh.de/
6317,SL Frais Distribution,France,Retail,,,"2,222,200",,5,2010.0,,http://n/a
6318,Godel Technologies,UK,Technology,,,"40,550,828",,1100,2002.0,,https://www.godeltech.com
6319,Rak & Spa Services,France,Agricultural Commodities,,,4.4,,1,2008.0,,https://www.raketspaservices.com
6320,Grupa TENSE,Poland,Advertising,,,3.20,,103,2011.0,,https://www.grupa-tense.pl/
6321,J. Toldos Reciclajes Manchegos,Spain,Waste management & recycling,,,2.32,,20,2013.0,,https://www.reciclajesmanchegos.es/
6322,Vascular,Hungary,Health,,,"29,099,679",,57,2007.0,,https://www.vascular.hu/
6323,kompany,Austria,Technology,,,"2,210,376",,22,2012.0,,https://www.kompany.com
6324,Oxford Summer Courses,UK,Education,,,"9,570,852",,74,2012.0,,https://oxfordsummercourses.com
6325,Industrias De Conformado,Spain,Construction,,,3.1,,35,2013.0,,Not found
6326,Accedia,Bulgaria,Technology,,,6.64,,117,2012.0,,https://accedia.com/
6327,Automotive Broker Services,Italy,Automobiles,,,2.87,,3,2014.0,,https://www.automotivebrokerservices.it/
6328,ANDJARO,France,Support Services,,,"3,189,298",,57,2015.0,,http://www.andjaro.com/
6329,Röhrtaler Wertstoff,Germany,Waste management & recycling,,,"3,286,187",,34,2013.0,,https://www.roehrtaler-wertstoff.de/
6330,Yourparkingspace,UK,Technology,,,"10,706,853",,40,2013.0,,https://www.yourparkingspace.co.uk
6331,Team17 Group,United Kingdom,Games industry,,,34.7,,128,1990.0,,https://www.team17group.com
6332,Tecnicar,Italy,Automobiles,,,1.69,,11,2015.0,,https://www.tecnicaritalia.it/
6333,Pyynikin käsityöläispanimo,Finland,Food & Beverage,,,2.59,,21,2012.0,,https://www.pyynikin.com/
6334,Autel Karnetic,UK,Technology,,,"8,520,830",,7,2016.0,,https://www.autel.uk
6335,"Energía, Innovación y Desarrollo Fotovoltaico",Spain,Energy,,,"15,578,442",,56,2008.0,,https://www.edfsolar.es
6336,Tecnogiardini,Italy,Support Services,,,2.2,,33,2006.0,,https://www.tecnogiardini.it
6337,Lventure Group,Italy,Financial Services,,,3.44,,25,2013.0,,https://www.lventuregroup.com/
6338,Nanovo,Poland,Sales & Marketing,,,4.37,,20,2013.0,,http://nanovo.tv/en
6339,Discoup.com,Italy,Advertising,,,"2,075,110",,10,2013.0,,https://www.discoup.com/
6340,Hellas Direct,Cyprus,Insurance,,,"34,488,971",,85,2011.0,,https://www.hellasdirect.gr/
6341,Skyrise.Tech,Poland,Technology,,,"4,044,747",,92,2013.0,,https://www.skyrise.tech
6342,Bari Gruppe,Germany,Travel & Leisure,,,3.2,,20,2011.0,,https://www.barigruppe.de
6343,Berexia,France,Management Consulting,,,24.00,,79,2010.0,,https://www.berexia.com/
6344,HERRLES,Germany,Automobiles,,,"10,242,075",,45,2009.0,,https://www.herrles-industriemontagen.de/
6345,keiltec,Germany,Construction,,,"3,300,000",,5,2009.0,,https://www.keiltec.com
6346,Star Stone,Romania,Construction,,,"4,118,028",,77,2012.0,,https://www.starstone.ro
6347,Aventom,United Kingdom,Beauty,,,2.9,,8,2011.0,,https://www.styltom.co.uk
6348,Add,Italy,Beauty,,,5.59,,8,2011.0,,https://www.addgroup.it/
6349,Investmentpunk Academy,Austria,Education,,,"3,179,000",,12,2016.0,,https://investmentpunk.academy/
6350,Medios,Germany,Chemicals,,,"516,804,830",,149,2008.0,,https://medios.ag
6351,StillKom,Norway,Construction,,,"6,206,422",,113,2015.0,,https://www.stillkom.no
6352,Norsk Råvare,Norway,Waste management & recycling,,,8.3,,3,2013.0,,https://norskravare.no
6353,Neoconcept VRD,France,Construction,,,2.04,,8,2012.0,,https://www.neoconceptvrd.fr/
6354,TenderHut,Poland,Technology,,,5.58,,230,2010.0,,https://tenderhut.com/en
6355,Born Stahlbau,Germany,Industrial Goods,,,"4,527,093",,13,2015.0,,https://born-stahlbau.de/
6356,Allways Logistics System,Italy,Transport,,,"6,810,671",,91,2012.0,,https://www.allwayslogistic.com
6357,Bonnegueule,France,Fashion,,,"8,341,583",,33,2013.0,,https://www.bonnegueule.fr
6358,O2Feel,France,Personal & Household Goods,,,11.1,,18,2010.0,,https://www.o2feel.com
6359,Lupus Fabryka Mebli,Poland,Personal & Household Goods,,,10.25,,117,2012.0,,http://www.lupus.eu/
6360,VeriTreff,Germany,Support Services,,,9.20,,11,2012.0,,https://www.stellenanzeigen-treff.de/
6361,RETTEL Projektbau,Germany,Construction,,,"8,073,458",,7,2016.0,,https://www.rettel-projektbau.de/
6362,Suntronic,Italy,Energy,,,"2,347,320",,4,2005.0,,https://suntronic.it/
6363,Gapps,Finland,Technology,,,"7,607,000",,38,2010.0,,https://gapps.fi
6364,Arcure,France,Technology,,,5.0,,24,2009.0,,https://www.arcure.net
6365,Autovia,Italy,Travel & Leisure,,,15.0,,80,2005.0,,https://www.autovia.it
6366,Bidtheatre,Sweden,Technology,,,10.99,,7,2012.0,,https://www.bidtheatre.com/
6367,Ethic Technology,France,Management Consulting,,,4.24,,3,2012.0,,https://www.ethic-technology.com/
6368,TMT,Italy,Industrial Goods,,,"12,763,524",,42,2014.0,,https://www.tmtinternational.it/
6369,Gedankenburg,Germany,Advertising,,,"2,950,010",,5,2015.0,,https://gedankenburg.de/
6370,Serengeti,Croatia,Technology,,,"6,451,551",,121,2007.0,,https://www.serengetitech.com
6371,Selectus,Italy,Food & Beverage,,,3.6,,9,2011.0,,https://www.selectus-italia.it
6372,Likemore Italia,Italy,Food & Beverage,,,5.88,,17,2012.0,,https://www.likemoreitalia.com/
6373,SVOP Special Vehicle Operation,Sweden,Automobiles,,,"4,526,309",,16,2013.0,,https://svop.se/
6374,Glenholme Healthcare Group,UK,Health,,,"14,845,073",,415,2011.0,,https://www.glenholme.org.uk/
6375,AxyWare,Netherlands,Technology,,,"2,700,000",,25,2012.0,,https://www.axyware.nl
6376,CET Connect,Ireland,Telecoms,,,15.0,,66,1999.0,,https://ww.cet.ie
6377,B & K Solare Zukunft,Germany,Energy,,,2.90,,13,2012.0,,https://www.bksolarezukunft.de/
6378,Zimmerei Peter Stock,Germany,Construction,,,2.74,,24,2011.0,,https://www.zimmerei-peter-stock.de/
6379,AUDENSIEL,France,Technology,,,"57,451,279",,720,2013.0,,http://audensiel.com/
6380,Ivnosys,Spain,Technology,,,"8,743,069",,106,2011.0,,https://www.ivnosys.com/
6381,BMVIV,Portugal,Construction,,,"3,006,511",,50,2002.0,,https://bmviv.com
6382,ProGaming Italia,Italy,Games industry,,,"4,451,000",,11,2001.0,,https://www.progaming-italia.com
6383,3KLES Consulting,France,Support Services,,,4.4,,25,2012.0,,https://www.3kles-consulting.com
6384,best it,Germany,Ecommerce,,,5.49,,62,2000.0,,https://www.bestit-online.de/
6385,Mulconsa,Spain,Construction,,,"6,687,402",,45,2012.0,,https://mulconsa.es/
6386,50NRTH,Germany,Retail,,,"35,107,348",,54,2004.0,,https://www.50nrth.com/
6387,ITFS,Poland,Technology,,,"7,721,386",,200,2012.0,,https://www.itfs.com
6388,Selsey,Poland,Ecommerce,,,"16,130,661",,127,2013.0,,https://selsey.pl
6389,Innocv Solutions,Spain,Technology,,,2.8,,42,2012.0,,https://www.innocv.com
6390,WoW International Logistics,Germany,Transport,,,3.7,,10,2013.0,,https://www.gowow.de
6391,AUTOMOBILES GEROSSIER,France,Automobiles,,,7.29,,9,1998.0,,https://www.auto-gerossier.fr/
6392,Rennova,Finland,Construction,,,2.95,,18,2010.0,,http://www.rennova.fi/
6393,Delecto,Croatia,Retail,,,"2,649,288",,10,2008.0,,https://delecto.hr/
6394,Mardruk Opakowania,Poland,Industrial Goods,,,"3,226,645",,47,2015.0,,https://mardrukopakowania.pl/
6395,Groupe Satis TT,France,Management Consulting,,,"33,023,223",,35,2012.0,,https://satis-interim.jobs
6396,Predica Consulting Services Sp. z o.o. Sp. Komandytowa,Poland,Technology,,,"15,762,321",,185,2009.0,,https://www.predicagroup.com
6397,GOGY,France,Construction,,,2.2,,19,2004.0,,https://www.sarl-gogy.fr
6398,Görges Naturprodukte,Germany,Health,,,10.54,,75,1996.0,,https://www.aniforte.de/
6399,Corvia (Ticketer),United Kingdom,Technology,,,16.60,,61,2009.0,,https://www.ticketer.co.uk/
6400,MANANG,France,Construction,,,"6,205,559",,40,2012.0,,https://www.manang.fr/
6401,bestbion dx,Germany,Health,,,"14,863,628",,27,2011.0,,https://bestbion.com/
6402,TenderHut (Group),Poland,Technology,,,"8,739,723",,220,2015.0,,https://tenderhut.com/en
6403,Dimensione Eventi,Italy,Travel & Leisure,,,4.1,,7,2013.0,,https://www.dimensioneeventi.it
6404,Nuiteq,Sweden,Technology,,,2.03,,13,2007.0,,https://www.nuiteq.com/
6405,HiFuture,Italy,Technology,,,3.59,,35,2013.0,,https://www.hifuture.eu/
6406,Avamore Capital,UK,Financial Services,,,"2,552,248",,21,2015.0,,https://avamorecapital.com/
6407,Solaris and more,Germany,Energy,,,"4,692,660",,30,2011.0,,https://www.solarisandmore.de/
6408,Attachment,UK,Advertising,,,"4,341,936",,5,2015.0,,https://www.attachment.london
6409,G5 Entertainment,Sweden,Games industry,,,118.5,,346,2001.0,,https://www.g5e.com
6410,Temera,Italy,Technology,,,12.71,,58,2009.0,,https://www.temera.it/
6411,Clearcycle,UK,Retail,,,"2,176,368",,11,2015.0,,https://clearcycle.co.uk/
6412,Opteamis,France,Support Services,,,"13,856,500",,35,2005.0,,https://www.opteamis.com/
6413,Best Italian Selection,Italy,Food & Beverage,,,"3,208,074",,8,2015.0,,https://bestitalianselection.it
6414,ClickLearn,Denmark,Technology,,,"5,333,350",,25,2010.0,,https://www.clicklearn.com
6415,Bannerflow,Sweden,Advertising,,,6.5,,49,2010.0,,https://www.bannerflow.com
6416,hajoona,Germany,Health,,,7.38,,18,2013.0,,https://www.hajoona.com/
6417,CA.TT.IVA.,Italy,Transport,,,5.60,,275,2014.0,,http://www.cattivalogistica.com/
6418,Codenor,Spain,Construction,,,"6,385,196",,20,2010.0,,https://www.codenor.net/
6419,HAPPYBULLE,France,Ecommerce,,,"4,209,975",,18,2015.0,,https://www.happybulle.com/
6420,Castel,Italy,Fashion,,,"3,232,543",,42,2014.0,,https://www.ballerette.com
