04-iGMM-world_rank__jan_07_2022,00-avengers-number_of_employees,04-iGMM-number_of_employees,07-silvestri-employees_2022
"6,439",,,
"6,440",,,
"6,441","3,092",,
"6,442",,,
"6,443","5,404",,
"6,444",,,
"6,445",,329,
"6,445",,"1,013",
"6,446",,310,
"6,447",,790,
"6,448",,,
"6,449",,,
"6,450",,,
"6,451",,,
"6,452","5,800","5,463",
"6,453","10,667",,
"6,454",329,,
"6,455",,,
"6,456","5,463",,
"6,457",,859,
"6,458",,,
"6,459",,"1,184",
"6,460",,,
"6,461",790,,
"6,462",310,"17,000",
"6,463","1,013","10,870",
"6,464",,,
"6,465","10,870",298,
"6,466","17,000",,
"6,467",,"9,617",
"6,468",,,
"6,469","1,184",,
"6,470",,,
"6,471",859,,
"6,472",,,
"6,473",,"11,000",
"6,474",,,
"6,475","11,000",,
"6,476",,"3,225",
"6,477",,,
"6,478",,,
"6,480",,,
"6,481",,,
"6,482","9,617",,
"6,483",,,
"6,484",298,"2,216",
"6,485",,,
"6,486","2,216","82,000",
"6,487",,,
"6,488",,,
"6,489",,,
"6,490",,"4,781",
"6,491",,"35,000",
"6,492",,,
"6,493","3,225",,
"6,494",,,
"6,495",,,
"6,496",,,
"6,497",,,
"6,497",,,
"6,498","35,000",,
"6,499","4,781",,
"6,500",,,
"6,501",,,
"6,502",,,
"6,503","82,000","3,286",
"6,504",,,
"6,505","3,286","4,800",
"6,506",,,
"6,507",,,
"6,508",,,
"6,509",,,
"6,510",,,
"6,511",,,
"6,512",,,
"6,513",,,
"6,514",,,
"6,515",,"9,435",
"6,516",,,
"6,517",,,
"6,518",,"18,902",
"6,519",,,
"6,520",,,
"6,521",,,
"6,522",,,
"6,523","4,800","3,282",
"6,524",,,
"6,525","3,282",,
"6,526",,,
"6,527",,,
"6,528",,,
"6,529",,,
"6,530","18,902",,
"6,531",,,
"6,532",,,
"6,533","9,435",,
"6,534",,"5,200",
"6,535",,,
"6,535",,,
"6,536",,,
"6,537",,"34,000",
"6,538",,,
"6,539",,,
"6,540",,870,
"6,541",,,
"6,542",,,
"6,543","5,200",,
"6,544",,"6,569",
"6,545",,,
"6,546",870,,
"6,547",,,
"6,547",,,
"6,548","34,000",,
"6,549",,,
"6,550",,,
"6,550",,,
"6,551",,,
"6,552",,,
"6,553",,,
"6,554",,,
"6,555",,,
"6,556",,"3,131",
"6,557",,,
"6,558",,"2,507",
"6,559",,,
"6,560","6,569",124,
"6,561",,,
"6,562",124,382,
"6,563",,,
"6,564","2,507",,
"6,565",,524,
"6,566","3,131","3,470",
"6,567",,"1,352",
"6,568",,,
"6,569",,,
"6,570",,,
"6,571",,,
"6,572",,,
"6,573",,"20,200",
"6,574",,273,
"6,575","1,352",,
"6,576","3,470",,
"6,576",524,"1,619",
"6,577",,,
"6,578",,"1,990",
"6,579",382,,
"6,580",,,
"6,581",,,
"6,582","1,990",,
"6,583",,,
"6,584","1,619",,
"6,585",,,
"6,586",,"8,547",
"6,587",273,,
"6,588","20,200",,
"6,589",,,
"6,590",,,
"6,591",,,
"6,592",,"2,413",
"6,593",,,
"6,594","8,547","3,443",
"6,595",,,
"6,596",,,
"6,597",,"2,056",
"6,598",,470,
"6,599",,,
"6,600",,,
"6,601",470,,
"6,602",,"4,510",
"6,603","2,056",,
"6,604",,,
"6,605",,,
"6,606","3,443","2,457",
"6,607",,457,
"6,608","2,413","4,178",
"6,608",,,
"6,609",,,
"6,610",,,
"6,611","4,178",,
"6,612",457,,
"6,613","2,457","2,441",
"6,614",,,
"6,615",,,
"6,616",,,
"6,617","4,510",827,
"6,618",,,
"6,619",,,
"6,619",,,
"6,619",827,,
"6,619",,750,
"6,619",,"3,000",
"6,619",,,
"6,620","2,441",,
"6,621",,,
"6,622",,,
"6,623",,709,
"6,624",,"4,414",
"6,625",709,"1,550",
"6,626",,,
"6,627",,273,
"6,628",,,
"6,629",,,
"6,630","3,000",,
"6,631",750,,
"6,632",,"6,250",
"6,633",,,
"6,634","4,414",,
"6,635",,,
"6,636","6,250",,
"6,637",,,
"6,638",,"1,417",
"6,639",,,
"6,640",,532,
"6,640",273,,
"6,641",,,
"6,642","1,550",,
"6,643",,,
"6,644",,,
"6,645",,,
"6,646",,,
"6,647",532,,
"6,648",,,
"6,649","1,417","9,600",
"6,650",,,
"6,651",,672,
"6,652",,,
"6,653",,,
"6,654",,,
"6,655",672,"29,306",
"6,656",,"1,913",
"6,657","9,600",,
"6,658",,,
"6,659",,,
"6,660",,,
"6,661",,,
"6,662",,612,
"6,663",,,
"6,664",612,,
"6,665",,,
"6,666",,,
"6,667",,,
"6,668",,,
"6,669",,,
"6,670","1,913",,
"6,671","29,306",,
"6,672",,"3,100",
"6,672",,,
"6,673","3,100","7,500",
"6,674",,,
"6,675",,,
"6,676",,,
"6,677",,,
"6,678",,,
"6,679",,,
"6,680",,,
"6,681",,,
"6,682",,,
"6,682",,,
"6,683",,"1,372",
"6,684",,,
"6,685",,"21,931",
"6,686",,,
"6,687",,,
"6,688",,,
"6,689",,"1,500",
"6,690","7,500","1,267",
"6,691",,,
"6,692","1,267",,
"6,693","1,500","5,922",
"6,694",,,
"6,695",,645,
"6,696",,,
"6,697","21,931",,
"6,698",,,
"6,699","1,372",,
"6,700",,,
"6,701",,,
"6,702",,"1,700",
"6,703",,,
"6,704",,,
"6,705",,,
"6,706",,,
"6,707",645,"13,478",
"6,708",,,
"6,709","5,922",,
"6,710",,,
"6,711",,142,
"6,712",,,
"6,713",,,
"6,714",,,
"6,715","13,478","17,200",
"6,716",,,
"6,717",,,
"6,718",,"13,048",
"6,719",,,
"6,720","1,700","1,801",
"6,721",142,,
"6,721","1,801",106,
"6,722",,,
"6,723","13,048",,
"6,724",,,
"6,725",,,
"6,726","17,200",,
"6,727",,833,
"6,728",,"11,451",
"6,729",,,
"6,730",,,
"6,731",,,
"6,732","11,451",,
"6,733",833,,
"6,734",,,
"6,735",,,
"6,736",,,
"6,737",,,
"6,738",,"2,235",
"6,739",106,,
"6,740",,,
"6,741",,,
"6,742","2,235",,
"6,743",,,
"6,744",,,
"6,745",,,
"6,746",,"24,000",
"6,747",,,
"6,748",,,
"6,749",,,
"6,750",,,
"6,751",,,
"6,752",,,
"6,753",,"1,200",
"6,754","24,000",,
"6,755",,392,
"6,756",,,
"6,757",,,
"6,758",,,
"6,759",,"3,300",
"6,760",,,
"6,760","3,300",,
"6,761",,,
"6,762",,,
"6,763",,360,
"6,764",392,,
"6,765",,,
"6,766","1,200",,
"6,767",,"2,248",
"6,768",,"10,001",
"6,769",,793,
"6,769","10,001",,
"6,770","2,248",,
"6,771",,"11,261",
"6,772",,,
"6,773",,,
"6,774",360,,
"6,775",,,
"6,776",,,
"6,777",,"2,558",
"6,778",793,,
"6,779","2,558",,
"6,780",,,
"6,781",,"10,292",
"6,782",,"11,010",
"6,782",,"1,430",
"6,783",,270,
"6,784","11,261","5,118",
"6,785",,,
"6,786",,"13,600",
"6,787",,"2,326",
"6,788","13,600",,
"6,789",,693,
"6,790","5,118","7,000",
"6,791",270,"22,436",
"6,792","1,430",,
"6,793","11,010",,
"6,794","10,292",,
"6,795",,,
"6,796",,,
"6,797","2,326",,
"6,797",,,
"6,798",,,
"6,799",,,
"6,800",,,
"6,801",,,
"6,802","22,436",,
"6,803","7,000",,
"6,804",693,,
"6,805",,"7,029",
"6,806",,,
"6,807","7,029",150,
"6,808",,,
"6,809",,"6,000",
"6,810",,,
"6,811",,,
"6,812",,"4,139",
"6,813",,,
"6,814",,,
"6,815",,,
"6,816",,"3,240",
"6,817",,,
"6,818",,,
"6,819",,,
"6,820","4,139",,
"6,821",,,
"6,822",,,
"6,822","6,000",,
"6,823",,"6,604",
"6,824",150,,
"6,825","3,240",,
"6,826",,,
"6,827","6,604",,
"6,828",,"2,500",
"6,829",,,
"6,830",,"1,862",
"6,831",,,
"6,832",,,
"6,833",,,
"6,834",,,
"6,835",,"1,425",
"6,836",,"5,515",
"6,837",,"1,247",
"6,838",,,
"6,839",,"6,961",
"6,840","1,862",,
"6,841",,"4,666",
"6,842","2,500","4,216",
"6,843",,,
"6,844",,"15,960",
"6,845","1,425",,
"6,846","15,960",,
"6,847",,,
"6,848","4,216",,
"6,849","4,666",,
"6,850",,,
"6,851","6,961","2,016",
"6,852",,,
"6,853","1,247",,
"6,854","5,515",,
"6,855",,,
"6,856",,,
"6,857",,,
"6,858",,,
"6,859","2,016",,
"6,860",,"13,084",
"6,861",,769,
"6,862",,,
"6,863",,,
"6,864",,,
"6,865",,,
"6,866",,,
"6,867",,,
"6,868",,,
"6,869",769,,
"6,870","13,084",,
"6,871",,,
"6,872",,"3,713",
"6,873",,,
"6,874",,,
"6,875",,,
"6,876",,,
"6,876",,,
"6,877","3,713",,
"6,878",,,
"6,879",,"2,000",
"6,880",,,
"6,881",,,
"6,882",,,
"6,883",,264,
"6,884",,,
"6,885",264,,
"6,886",,"1,400",
"6,887",,,
"6,888",,"2,026",
"6,889","2,000",462,
"6,890",,,
"6,891",,"4,800",
"6,892",,"5,500",
"6,893",,,
"6,894",,,
"6,895",,,
"6,896","4,800",,
"6,897","5,500",,
"6,898",,,
"6,899",462,,
"6,900","2,026",,
"6,901",,,
"6,902","1,400",,
"6,903",,,
"6,904",,,
"6,905",,"3,075",
"6,906",,,
"6,907",,,
"6,908",,,
"6,909",,281,
"6,910",,"59,491",
"6,911",,134,
"6,912",,,
"6,913",,,
"6,914",,144,
"6,915",,"7,937",
"6,916",,,
"6,917",134,"4,291",
"6,918","59,491",976,
"6,919",281,"3,239",
"6,920",,,
"6,921",,,
"6,922",,"12,372",
"6,923","3,075",,
"6,923",144,,
"6,924",,,
"6,925","12,372",,
"6,925",,,
"6,925",,312,
"6,925","3,239",,
"6,925",976,211,
"6,925","4,291",,
"6,925",,,
"6,925","7,937",,
"6,926",,,
"6,926",,,
"6,927",,,
"6,928",,,
"6,929",211,,
"6,930",,,
"6,931",312,,
"6,932",,,
"6,933",,,
"6,934",,,
"6,935",,,
"6,936",,,
"6,937",,,
"6,938",,,
"6,939",,,
"6,940",,500,
"6,940",,,
"6,941",,"1,502",
"6,942",,,
"6,943",,,
"6,944",,,
"6,945",,"5,752",
"6,946",,,
"6,947","1,502",,
"6,948",,"33,481",
"6,949",500,,
"6,950",,"6,500",
"6,951",,,
"6,952",,,
"6,953",,310,
"6,954",,,
"6,955",310,,
"6,956",,,
"6,957",,,
"6,958","6,500",,
"6,958",,188,
"6,959","33,481","10,809",
"6,960",,"1,675",
"6,961",,,
"6,962","5,752","3,920",
"6,962",,"1,751",
"6,963","3,920","6,163",
"6,964",,,
"6,965","1,675",,
"6,966","10,809",,
"6,967",188,,
"6,968",,10,
"6,969",,,
"6,970",,,
"6,971",,,
"6,972","1,751",,
"6,973",,,
"6,974",,,
"6,975",,,
"6,975",10,,
"6,976",,,
"6,976",,,
"6,977",,,
"6,978",,,
"6,979","6,163",,
"6,980",,,
"6,981",,,
"6,982",,,
"6,983",,,
"6,984",,,
"6,985",,,
"6,986",,,
"6,987",,"8,327",
"6,988",,,
"6,989",,,
"6,990",,,
"6,991",,,
"6,992",,,
"6,993","8,327",,
"6,994",,,
"6,995",,,
"6,996",,,
"6,997",,,
"6,998",,,
"6,999",,879,
"7,000",,,
"7,001",879,,
"7,002",,,
"7,003",,,
"7,004",,,
"7,005",,,
"7,006",,,
"7,007",,,
"7,008",,,
"7,009",,354,
"7,010",,,
"7,011",354,,
"7,012",,,
"7,013",,,
"7,014",,,
"7,014",,,
"7,015",,,
"7,016",,,
"7,017",,,
"7,018",,766,
"7,019",,,
"7,020",766,,
"7,021",,,
"7,022",,,
"7,023",,,
"7,024",,,
"7,025",,,
"7,026",,,
"7,027",,,
"7,028",,,
"7,029",,,
"7,030",,118,
"7,031",,552,
"7,032",,"12,580",
"7,033",,"5,123",
"7,034",,,
"7,035",,,
"7,036",,,
"7,037",,261,
"7,038",,,
"7,039",,"4,733",
"7,040",,,
"7,040",261,,
"7,041",,"6,846",
"7,042",,,
"7,043",,,
"7,044","5,123","4,948",
"7,045","12,580",,
"7,045",552,"1,665",
"7,046",118,,
"7,047","4,733",,
"7,048",,"5,600",
"7,049","1,665",,
"7,050",,"6,323",
"7,051","4,948",,
"7,052",,,
"7,053",,,
"7,054","6,846",,
"7,055",,,
"7,056",,,
"7,057",,,
"7,058",,,
"7,059",,200,
"7,060",,,
"7,061",,"1,835",
"7,062",,,
"7,062",,711,
"7,063","6,323",106,
"7,064",,,
"7,065","5,600",,
"7,066",,,
"7,067",,,
"7,068",,"17,872",
"7,069",106,,
"7,070",711,,
"7,071",,,
"7,072","1,835",,
"7,073",,"4,700",
"7,074",200,,
"7,075",,,
"7,076",,,
"7,077",,,
"7,077",,,
"7,078","4,700",,
"7,079",,,
"7,080",,,
"7,080",,,
"7,081",,,
"7,081","17,872",,
"7,082",,,
"7,083",,,
"7,084",,,
"7,084",,,
"7,085",,,
"7,086",,,
"7,087",,,
"7,088",,,
"7,088",,,
"7,089",,,
"7,090",,,
"7,091",,,
"7,092",,"6,778",
"7,093",,"28,059",
"7,094",,"2,222",
"7,095",,"1,450",
"7,096",,"3,147",
"7,097",,,
"7,098",,,
"7,099",,,
"7,100",,,
"7,101",,,
"7,102",,"1,531",
"7,103",,"1,471",
"7,104",,"26,000",
"7,105",,"86,020",
"7,105","3,147",,
"7,106","1,450",,
"7,107","2,222",,
"7,108","28,059",,
"7,109","6,778",,
"7,110",,,
"7,111",,"6,300",
"7,112",,"3,031",
"7,113",,,
"7,114",,,
"7,115",,,
"7,116","86,020",,
"7,117","26,000",,
"7,118","1,471","4,041",
"7,119","1,531",,
"7,120",,,
"7,121",,,
"7,122","4,041",,
"7,123",,,
"7,124",,,
"7,125",,,
"7,126",,,
"7,127",,311,
"7,128","3,031",,
"7,129","6,300",720,
"7,130",,"1,699",
"7,131",720,,
"7,132",,,
"7,133",311,"384,132",
"7,134",,,
"7,135",,,
"7,136",,267,
"7,137",,,
"7,138",,,
"7,139",,"2,901",
"7,140","1,699",,
"7,141","2,901","16,100",
"7,142",,,
"7,143",,,
"7,144",267,,
"7,145",,,
"7,146",,,
"7,147","384,132",,
"7,148",,,
"7,149",,,
"7,150",,,
"7,151",,,
"7,152",,,
"7,153",,"1,689",
"7,154",,655,
"7,155",,,
"7,156",,,
"7,157",,,
"7,158",,,
"7,159","16,100","13,436",
"7,160",,"1,657",
"7,161","13,436",,
"7,162",,,
"7,163",,519,
"7,164",,,
"7,165",,,
"7,166",655,,
"7,167","1,689",,
"7,168",,,
"7,169",,,
"7,170","1,657",707,
"7,171",,,
"7,172",,"4,555",
"7,173",,,
"7,174",,,
"7,175",,,
"7,176",,94,
"7,177",519,,
"7,177",,,
"7,178",,,
"7,179",707,,
"7,180",,,
"7,181",,"9,025",
"7,181",,,
"7,182",94,,
"7,183",,877,
"7,184",,,
"7,185",,"1,478",
"7,186","4,555",,
"7,187",,,
"7,188",,,
"7,189",,,
"7,190",,,
"7,191","1,478",,
"7,192",,640,
"7,193",877,,
"7,194",,,
"7,195",,347,
"7,196","9,025","1,492",
"7,197",,119,
"7,198",,,
"7,199",119,"3,926",
"7,200","1,492",,
"7,201",347,,
"7,202",,"21,000",
"7,202",,,
"7,203",640,"3,957",
"7,204",,,
"7,205",,,
"7,206",,"6,036",
"7,206",,,
"7,207","6,036","7,866",
"7,208",,"66,000",
"7,209",,,
"7,210","3,957","3,133",
"7,211","21,000","11,500",
"7,212",,,
"7,213",,,
"7,214",,"9,328",
"7,215","3,926",,
"7,216",,,
"7,216",,,
"7,217","9,328",,
"7,218",,,
"7,219",,"2,157",
"7,220","11,500","1,100",
"7,221","3,133",667,
"7,222",,,
"7,223","66,000",,
"7,224","7,866",324,
"7,225",,,
"7,226",324,"4,800",
"7,226",,,
"7,227",,,
"7,228",667,"7,236",
"7,229","1,100",111,
"7,230","2,157","12,197",
"7,231",,,
"7,232",,"8,063",
"7,233",,,
"7,235",,,
"7,236",,"15,348",
"7,237","8,063",,
"7,238",,,
"7,239","12,197",,
"7,240",111,,
"7,241","7,236",575,
"7,242",,"7,995",
"7,243",,"1,434",
"7,244","4,800",,
"7,245",,"2,512",
"7,246",,,
"7,247","1,434",,
"7,249","7,995",758,
"7,250",575,,
"7,251",,,
"7,252",,222,
"7,253",,,
"7,254",,,
"7,254","15,348",,
"7,255","2,512",,
"7,256",,,
"7,257",,,
"7,258",,,
"7,259",222,,
"7,260",,,
"7,261",,"3,900",
"7,262",758,,
"7,263",,,
"7,264",,,
"7,265",,,
"7,266",,,
"7,267",,212,
"7,268",,,
"7,269","3,900",,
"7,270",,,
"7,271",,,
"7,272",,,
"7,273",,102,
"7,274",,766,
"7,275",,,
"7,276",766,"27,267",
"7,277",102,,
"7,278",,,
"7,279",,"1,507",
"7,280",,,
"7,281",,,
"7,282",,,
"7,283",212,"11,010",
"7,284",,,
"7,285",,,
"7,286",,,
"7,286","11,010",,
"7,287",,"6,100",
"7,288",,,
"7,289",,,
"7,290","1,507",,
"7,291",,"1,223",
"7,292",,,
"7,293","27,267","3,817",
"7,294",,,
"7,295","3,817",,
"7,296",,"10,003",
"7,297","1,223",,
"7,298",,,
"7,299",,,
"7,299",,,
"7,299","6,100",,
"7,299",,"2,171",
"7,299",,,
"7,300",,"18,831",
"7,301",,,
"7,302","2,171",,
"7,303",,,
"7,304",,,
"7,305",,,
"7,306",,"4,642",
"7,307",,,
"7,308","10,003",,
"7,309",,,
"7,310","18,831","68,796",
"7,311",,,
"7,312",,,
"7,313",,,
"7,314","4,642",,
"7,315",,,
"7,316",,,
"7,317",,,
"7,318",,,
"7,319",,,
"7,320",,,
"7,321","68,796",,
"7,322",,,
"7,323",,,
"7,324",,,
"7,325",,"7,696",
"7,326",,,
"7,327",,,
"7,328",,,
"7,329",,"2,113",
"7,330",,,
"7,331","2,113",,
"7,331",,,
"7,332",,,
"7,333",,,
"7,334","7,696",,
"7,335",,,
"7,336",,,
"7,337",,,
"7,338",,,
"7,339",,,
"7,340",,,
"7,341",,,
"7,342",,,
"7,343",,,
"7,344",,,
"7,345",,,
"7,346",,"4,700",
"7,347",,,
"7,348",,,
"7,349",,"2,786",
"7,350",,,
"7,351",,,
"7,352","4,700",,
"7,353",,"1,237",
"7,354",,"3,242",
"7,355",,,
"7,356",,65,
"7,357",,,
"7,358",,,
"7,359","2,786",,
"7,360",,,
"7,361",,"3,500",
"7,362",65,,
"7,363",,,
"7,364","3,242",,
"7,365","1,237","2,000",
"7,366",,106,
"7,367",,,
"7,368",,,
"7,369",,,
"7,370",,116,
"7,371",,"4,060",
"7,372",106,,
"7,373","2,000",,
"7,374",,,
"7,375",,,
"7,376",,"37,000",
"7,377","3,500",,
"7,377",,,
"7,378",,,
"7,379",,,
"7,380",,,
"7,381","37,000",,
"7,382",,,
"7,383",,,
"7,384",,,
"7,385",,,
"7,386","4,060",,
"7,387",116,"4,263",
"7,388",,"2,172",
"7,389","4,263",,
"7,390",,,
"7,391",,,
"7,392",,,
"7,393",,,
"7,394",,917,
"7,395",,"11,307",
"7,396",,,
"7,397",,,
"7,398","2,172",,
"7,399",,,
"7,400",,,
"7,401","11,307",,
"7,402",917,,
"7,403",,,
"7,404",,"6,700",
"7,405",,,
"7,406",,"4,600",
"7,407",,,
"7,408",,"1,463",
"7,409",,,
"7,410","4,600",,
"7,411",,505,
"7,412","6,700",,
"7,413",,,
"7,414",,680,
"7,415",,,
"7,416",,"1,234",
"7,417",,77,
"7,418","1,463",,
"7,419",77,,
"7,420","1,234","4,426",
"7,421",,"5,654",
"7,422",680,,
"7,423",,"1,235",
"7,424",,,
"7,425",505,"2,154",
"7,426",,"7,736",
"7,427",,,
"7,428",,,
"7,429",,,
"7,430","7,736",,
"7,431","2,154",298,
"7,432",,,
"7,433","1,235",,
"7,434",,,
"7,435","5,654",,
"7,436","4,426",,
"7,437",,,
"7,438",,,
"7,439",,,
"7,440",,,
"7,441",,,
"7,442",,,
"7,443",,"2,770",
"7,444",,,
"7,445",298,"20,500",
"7,446",,,
"7,447",,,
"7,448",,,
"7,449",,,
"7,450",,,
"7,451","20,500",,
"7,452",,376,
"7,453","2,770","4,522",
"7,454",,,
"7,455",,,
"7,456",,,
"7,457",,,
"7,458",,,
"7,459",,,
"7,460",,"1,808",
"7,461",,,
"7,462",,,
"7,463","4,522",,
"7,464",376,"1,319",
"7,465",,"5,112",
"7,466",,,
"7,467",,,
"7,468",,"52,599",
"7,469",,,
"7,471",,,
"7,472","5,112",,
"7,473","1,319",,
"7,474",,,
"7,475",,,
"7,477",,,
"7,478","1,808",,
"7,479",,,
"7,480","52,599","2,091",
"7,481",,"7,740",
"7,482",,,
"7,483",,,
"7,484",,,
"7,485",,,
"7,486",,,
"7,487",,,
"7,488",,,
"7,489","2,091",,
"7,490",,,
"7,491",,,
"7,492",,,
"7,493",,,
"7,493",,,
"7,494",,"1,776",
"7,494",,,
"7,495",,,
"7,496",,,
"7,497","7,740",,
"7,498",,,
"7,499",,"4,700",
"7,500",,,
"7,501",,,
"7,502",,,
"7,503","1,776",,
"7,504",,,
"7,505",,,
"7,506",,,
"7,507",,,
"7,508",,64,
"7,509",,,
"7,510",,"9,247",
"7,511",,"16,779",
"7,512",,,
"7,513",,,
"7,514",,,
"7,515",,"15,700",
"7,516",,,
"7,517","4,700",,
"7,518",64,,
"7,519",,,
"7,519",,"1,844",
"7,520","15,700",,
"7,522",,"2,900",
"7,522",,"6,500",
"7,523",,,
"7,524","16,779",,
"7,525","9,247",,
"7,526",,"4,271",
"7,527",,,
"7,528","4,271",,
"7,529",,,
"7,530",,,
"7,531",,,
"7,531","6,500",,
"7,532","2,900",,
"7,533",,,
"7,534","1,844",,
"7,535",,,
"7,536",,185,
"7,537",,,
"7,538",,,
"7,539",,,
"7,540",,,
"7,541",,,
"7,542",,,
"7,543",,,
"7,544",,,
"7,545",,,
"7,546",185,"2,889",
"7,547",,,
"7,548",,,
"7,549",,,
"7,550",,,
"7,551",,,
"7,552",,,
"7,553",,,
"7,554",,,
"7,555",,,
"7,556","2,889","6,800",
"7,557",,,
"7,558",,,
"7,559",,,
"7,560",,514,
"7,561",,544,
"7,562",,,
"7,563",,"4,900",
"7,564",,,
"7,565",,"4,939",
"7,566","6,800",,
"7,567","4,939",,
"7,568",,,
"7,569","4,900",,
"7,570",,,
"7,571",544,642,
"7,572",514,,
"7,573",,,
"7,574",,,
"7,575",,,
"7,576",,,
"7,577",,,
"7,578",,"12,155",
"7,579",,,
"7,580",,,
"7,581",642,,
"7,582",,,
"7,583",,,
"7,584",,,
"7,584",,,
"7,585",,"1,247",
"7,585",,,
"7,586",,,
"7,587",,,
"7,588",,,
"7,589",,,
"7,590",,,
"7,591",,,
"7,592","12,155",,
"7,593",,"2,100",
"7,594","1,247",,
"7,595","2,100",,
"7,596",,"2,621",
"7,597",,"2,663",
"7,598",,,
"7,599",,"3,742",
"7,600",,,
"7,601",,"15,216",
"7,602",,,
"7,602",,,
"7,603",,,
"7,604",,,
"7,605",,,
"7,606","15,216",,
"7,606",,"5,367",
"7,606","3,742",,
"7,607",,,
"7,608","2,663",,
"7,609","2,621",107,
"7,610",,"7,971",
"7,611",,"1,480",
"7,612","7,971",290,
"7,613",107,"8,143",
"7,614",,,
"7,615",,337,
"7,616",,,
"7,617","5,367",,
"7,618",,,
"7,619",,"1,229",
"7,620",,,
"7,621","1,480",150,
"7,622",,,
"7,623","1,229",,
"7,624",,,
"7,625",,,
"7,625",,,
"7,626",337,"8,973",
"7,627",,"30,860",
"7,628","8,143",,
"7,629",290,"3,453",
"7,630",150,,
"7,631","3,453",,
"7,632",,,
"7,633","30,860",,
"7,634","8,973",,
"7,635",,,
"7,636",,,
"7,637",,,
"7,638",,,
"7,639",,,
"7,640",,,
"7,641",,,
"7,642",,,
"7,643",,,
"7,644",,936,
"7,644",,,
"7,645",,,
"7,646",,,
"7,647",,,
"7,648",,"3,939",
"7,649",,,
"7,650","3,939",980,
"7,651",,"3,982",
"7,652",,,
"7,653",,,
"7,654",,,
"7,655",936,,
"7,656",,,
"7,657",,,
"7,658",,,
"7,659",,,
"7,660",,,
"7,661",,"3,812",
"7,662",,,
"7,663",,,
"7,664",,,
"7,665",,31,
"7,666",,,
"7,667","3,982",,
"7,668",980,,
"7,669",,,
"7,670",,,
"7,671",,,
"7,672",,,
"7,673",31,481,
"7,674",,,
"7,675",,,
"7,676",,,
"7,677","3,812",,
"7,678",,,
"7,679",,"1,370",
"7,680",,"1,545",
"7,681",,,
"7,682",,883,
"7,683",,,
"7,684",,,
"7,685",481,,
"7,686",,,
"7,687",,,
"7,688",,,
"7,689","1,370","17,000",
"7,690",,"4,248",
"7,691",,,
"7,692",,,
"7,693",,,
"7,693",,,
"7,693",,,
"7,693",883,,
"7,693",,,
"7,693","1,545",,
"7,693","17,000",,
"7,693",,,
"7,693",,417,
"7,693",,,
"7,693",,,
"7,693",,351,
"7,693",,939,
"7,693",,612,
"7,693",,,
"7,693","4,248",,
"7,693",,,
"7,693",,,
"7,693",,,
"7,693",612,800,
"7,693",939,,
"7,693",351,,
"7,693",,,
"7,693",,,
"7,693",417,,
"7,693",,,
"7,693",,,
"7,693",,"271,025",
"7,693",,,
"7,693",,,
"7,693",,318,
"7,693",,,
"7,693",,,
"7,693",800,,
"7,693",,,
"7,693",,468,
"7,693",,680,
"7,693",468,"1,234",
"7,693",,,
"7,693",,,
"7,693",,"1,661",
"7,693",,,
"7,693",318,,
"7,693",,581,
"7,693",,,
"7,693","271,025",,
"7,693",680,,
"7,693",,,
"7,693",,"1,148",
"7,693",581,,
"7,693",,,
"7,693",,,
"7,693","1,661",,
"7,693",,568,
"7,693",,467,
"7,693","1,234",,
"7,693",,"1,403",
"7,693",,,
"7,693",467,,
"7,693",568,,
"7,693",,473,
"7,693",,,
"7,693",,,
"7,693",,,
"7,693","1,148",,
"7,693",,,
"7,693","1,403",,
"7,693",,"1,008",
"7,693",,499,
"7,693",,,
"7,693",,,
"7,693",,,
"7,693",473,,
"7,693",,,
"7,693",,,
"7,693",,,
"7,693",,,
"7,693",,,
"7,693",,,
"7,693",,850,
"7,693",,,
"7,693",,"2,136",
"7,693",,,
"7,693",,,
"7,693",499,545,
"7,693","1,008",53,
"7,693",,,
"7,693",53,,
"7,693",545,,
"7,693",,,
"7,693",,,
"7,693","2,136",,
"7,693",,"1,756",
"7,693",850,"1,642",
"7,693",,,
"7,693",,,
"7,693",,,
"7,693",,,
"7,693",,,
"7,693","1,642",,
"7,693","1,756",,
"7,693",,,
"7,693",,,
"7,693",,,
"7,693",,,
"7,693",,,
"7,693",,859,
"7,693",,,
"7,693",,,
"7,693",,288,
"7,693",,,
"7,693",,404,
"7,693",,,
"7,693",,,
"7,693",,,
"7,693",,,
"7,693",859,556,
"7,693",,,
"7,693",,,
"7,693",,912,
"7,693",,,
"7,693",404,,
"7,693",,,
"7,693",288,,
"7,693",,,
"7,693",,"1,450",
"7,693",556,,
"7,693","1,450",,
"7,693",,,
"7,693",,"1,040",
"7,693",,,
"7,693",,,
"7,693",,,
"7,693",912,"3,139",
"7,693",,,
"7,693",,,
"7,693",,,
"7,693",,758,
"7,693",,13,
"7,693","3,139",,
"7,693",,,
"7,693",,,
"7,693",,310,
"7,693","1,040",,
"7,693",,852,
"7,693",,,
"7,693",,,
"7,693",,700,
"7,693",852,"1,422",
"7,693",,759,
"7,693",310,,
"7,693",,692,
"7,693",,,
"7,693",,"1,500",
"7,693",13,,
"7,693",758,191,
"7,693",,,
"7,693",191,742,
"7,693",,,
"7,693","1,500",,
"7,693",,"2,138",
"7,693",692,,
"7,693",,,
"7,693",759,"6,500",
"7,693","1,422",368,
"7,693",700,,
"7,693",,,
"7,693",,"1,442",
"7,693",368,,
"7,693","6,500",,
