07-silvestri-employees_2022,00-avengers-number_of_employees,04-iGMM-number_of_employees,04-iGMM-world_rank__jan_07_2022,04-iGMM-world_rank__jan_2020
,"21,100",,"2,664",4396.0
,"8,800","18,000","2,665",4345.0
,28,,"2,666",7272.0
,,"22,000","2,667",6246.0
,"4,800","9,800","2,668",3166.0
,,,"2,669",2926.0
,"1,154","1,154","2,670",3333.0
,,,"2,671",1804.0
,"9,800","4,800","2,672",3540.0
,"22,000","17,765","2,673",
,,,"2,674",3951.0
,"18,000",547,"2,676",6356.0
,,"8,209","2,677",2021.0
,"17,765","3,500","2,677",4656.0
,"37,926","10,000","2,678",2437.0
,"43,000","3,500","2,679",1809.0
,,,"2,680",3485.0
,"3,500","43,000","2,682",2139.0
,"10,000","37,926","2,683",3164.0
,"3,500","14,000","2,684",1969.0
,"8,209",,"2,685",5638.0
,547,"8,631","2,686",4077.0
,,,"2,687",1948.0
,"14,000",,"2,688",2509.0
,"9,499","14,700","2,689",2354.0
,"2,037",700,"2,690",1908.0
,,,"2,691",3500.0
,700,"2,037","2,692",3173.0
,"14,700","9,499","2,693",2474.0
,,,"2,694",1781.0
,,,"2,695",2217.0
,"8,631","1,739","2,695",3495.0
,,,"2,696",
,,"1,779","2,697",3590.0
,829,,"2,698",2152.0
,,,"2,699",
,"1,399","1,399","2,700",2937.0
,,,"2,701",3412.0
,,829,"2,702",3414.0
,"1,779","1,550","2,703",3421.0
,,"15,088","2,704",6534.0
,"1,739","1,076","2,704",2704.0
,,"22,000","2,705",2266.0
,"1,550",,"2,706",2443.0
,"1,000",,"2,707",2914.0
,"8,000",40,"2,707",2707.0
,"1,650","1,650","2,707",2707.0
,40,"8,000","2,707",2707.0
,,"1,000","2,707",2707.0
,,"1,576","2,707",2707.0
,"22,000","7,000","2,707",2707.0
,"1,076",,"2,707",2707.0
,"15,088",,"2,708",1411.0
,"1,576","2,543","2,709",2880.0
,,"12,473","2,710",2582.0
,"6,080","9,800","2,711",3120.0
,"9,800","6,080","2,712",5866.0
,,,"2,713",3288.0
,"12,473",,"2,714",6639.0
,"2,543","2,000","2,715",2910.0
,,"30,300","2,716",2610.0
,,"7,873","2,717",3613.0
,"7,000","3,299","2,718",3280.0
,"2,000","335,038","2,719",2900.0
,,"1,089","2,720",4512.0
,"22,415","16,622","2,721",3401.0
,"2,998","2,998","2,722",5978.0
,"16,622","22,415","2,723",3977.0
,"1,089",,"2,724",
,"335,038","9,882","2,725",2163.0
,"3,299",,"2,726",2796.0
,"7,873",,"2,727",3321.0
,"30,300",,"2,728",3108.0
,"9,882","2,140","2,729",2907.0
,,"8,800","2,730",2996.0
,"5,574","4,597","2,731",3550.0
,"4,929","4,929","2,732",4009.0
,"4,597","5,574","2,733",2372.0
,"8,800",,"2,734",1558.0
,"2,140","73,300","2,735",3235.0
,,,"2,736",2281.0
,,260,"2,737",
,,253,"2,738",2752.0
,"73,300",,"2,739",4414.0
,"23,939",316,"2,740",2330.0
,485,"11,423","2,741",1622.0
,"15,000","15,000","2,742",3818.0
,"11,423",485,"2,743",5511.0
,316,"23,939","2,744",2333.0
,,"1,835","2,745",3666.0
,253,,"2,746",2572.0
,260,"6,273","2,747",1864.0
,,,"2,748",2847.0
,"1,835","1,618","2,749",4042.0
,"1,657","14,060","2,750",1772.0
,"3,900",,"2,750",2750.0
,"13,500","13,500","2,751",2625.0
,,"3,900","2,752",3344.0
,"14,060","1,657","2,753",3584.0
,"1,618",,"2,754",3971.0
,,"44,230","2,755",1177.0
,"6,273","2,250","2,756",
,,,"2,757",3794.0
,,"3,415","2,758",3130.0
,,"15,711","2,759",4372.0
,,"4,234","2,760",5855.0
,"68,742","68,742","2,761",4202.0
,"4,234",,"2,762",
,"15,711",,"2,763",2132.0
,"3,415","52,599","2,764",2155.0
,,,"2,765",5277.0
,"2,250",,"2,766",6896.0
,"44,230","570,000","2,767",2942.0
,"52,599","13,405","2,767",3390.0
,,"22,628","2,768",
,,"5,077","2,769",2374.0
,"79,010","79,010","2,770",2598.0
,"5,077",,"2,771",3873.0
,"22,628",,"2,772",4014.0
,"13,405",,"2,773",
,"570,000","16,557","2,774",2483.0
,,"2,834","2,775",4305.0
,,"3,500","2,776",3100.0
,,"32,000","2,777",2142.0
,"62,000",232,"2,778",2262.0
,"11,000",,"2,779",2107.0
,,,"2,779",7260.0
,,"11,000","2,780",2620.0
,232,"62,000","2,781",3433.0
,"32,000","7,275","2,782",2121.0
,"3,500","8,507","2,783",1707.0
,"2,834","4,800","2,784",
,"16,557","9,700","2,785",4446.0
,"7,275","10,776","2,786",3076.0
,"22,000",,"2,787",2983.0
,,,"2,788",5656.0
,,,"2,789",5392.0
,,,"2,790",11823.0
,,"22,000","2,791",3789.0
,"10,776","35,773","2,792",2002.0
,"9,700","3,000","2,793",
,"4,800","5,800","2,794",2441.0
,"8,507","2,815","2,795",2477.0
,"35,773","7,365","2,796",2455.0
,,"3,720","2,797",
,,,"2,798",5034.0
,"2,891","2,891","2,799",2546.0
,,,"2,800",2470.0
,"3,720",,"2,801",4503.0
,"7,365",,"2,802",5312.0
,"2,815","12,980","2,803",2104.0
,"5,800","2,748","2,804",3228.0
,"3,000",,"2,805",2172.0
,,"45,180","2,806",2974.0
,"9,897",,"2,807",7771.0
,"25,000",,"2,808",2841.0
,"20,962","20,962","2,809",2702.0
,,"25,000","2,810",2786.0
,,"9,897","2,811",3206.0
,"45,180","1,788","2,812",2653.0
,,,"2,813",3465.0
,"2,748","2,681","2,814",3748.0
,"12,980","1,216","2,815",1568.0
,"1,788","7,567","2,816",1532.0
,853,"1,400","2,817",4715.0
,"54,000","110,778","2,818",1467.0
,"2,653","2,653","2,819",5629.0
,"110,778","54,000","2,819",2819.0
,"1,400",853,"2,820",3442.0
,"7,567",,"2,821",2167.0
,"1,216","7,848","2,822",2738.0
,"2,681",,"2,823",
,,"250,000","2,824",1656.0
,,"3,000","2,825",4154.0
,"4,300","3,435","2,826",2165.0
,"28,000",,"2,827",
,"9,000","9,000","2,828",3552.0
,,"28,000","2,829",
,"3,435","4,300","2,830",
,"3,000","100,641","2,831",1719.0
,"250,000","2,875","2,832",
,,"4,641","2,833",2044.0
,"7,848","3,370","2,834",2883.0
,"100,641",449,"2,835",6749.0
,"1,450","25,000","2,836",1737.0
,"2,200",767,"2,837",7186.0
,,,"2,838",3375.0
,767,"2,200","2,839",2875.0
,"25,000","1,450","2,840",3349.0
,449,,"2,841",4413.0
,"3,370","90,141","2,842",1533.0
,"4,641","13,979","2,843",2553.0
,"2,875",,"2,844",2214.0
,,84,"2,845",2769.0
,"4,892","11,048","2,846",3861.0
,361,"22,720","2,847",2480.0
,"3,300","3,300","2,848",3205.0
,"22,720",361,"2,849",2148.0
,"11,048","4,892","2,850",3215.0
,84,"5,719","2,851",4866.0
,,"7,384","2,852",3555.0
,"13,979","29,379","2,853",3631.0
,"90,141",,"2,854",4909.0
,"5,719","3,000","2,855",4075.0
,,"14,400","2,856",1932.0
,,954,"2,857",2605.0
,"8,900","8,900","2,858",2909.0
,954,,"2,859",5850.0
,"14,400",,"2,860",3231.0
,"3,000",980,"2,861",
,,"14,000","2,862",3523.0
,"29,379",,"2,862",
,"7,384","31,000","2,863",3125.0
,980,"4,170","2,864",2860.0
,,,"2,865",2484.0
,"4,100",,"2,866",
,"5,300","5,300","2,867",4022.0
,,"4,100","2,868",2858.0
,,,"2,869",2353.0
,"4,170",,"2,870",4045.0
,"31,000","2,188","2,871",3177.0
,,"22,000","2,872",2731.0
,"14,000","3,585","2,873",3285.0
,,870,"2,874",
,"26,932","59,000","2,875",2585.0
,"27,043","8,199","2,876",2735.0
,,,"2,877",3000.0
,"8,199","27,043","2,878",1553.0
,"59,000","26,932","2,879",2055.0
,870,"12,000","2,880",
,"3,585","1,400","2,881",2308.0
,"22,000",,"2,882",3056.0
,"2,188",786,"2,883",2854.0
,"12,000",296,"2,884",2872.0
,,"6,400","2,885",3947.0
,"7,887",,"2,886",5261.0
,"1,530","1,530","2,887",2017.0
,,"7,887","2,888",2101.0
,"6,400",,"2,889",
,296,"2,161","2,890",2225.0
,,,"2,891",2448.0
,"1,400",24,"2,892",3413.0
,786,,"2,893",9872.0
,"2,161",,"2,894",5085.0
,,"4,657","2,895",4539.0
,"45,549",,"2,896",
,"4,972","4,972","2,897",4337.0
,,"45,549","2,898",1431.0
,"4,657",,"2,899",
,,"7,000","2,900",3460.0
,,,"2,901",5400.0
,24,"18,153","2,902",2554.0
,,,"2,903",7569.0
,"7,000","19,467","2,904",1625.0
,899,"2,106","2,905",5137.0
,,"2,801","2,906",2749.0
,"8,230","8,230","2,907",2600.0
,"2,801",,"2,908",1712.0
,"2,106",899,"2,909",5075.0
,"19,467",,"2,910",10110.0
,,,"2,911",2063.0
,"18,153",,"2,912",3015.0
,,"19,342","2,913",3354.0
,,650,"2,913",
,,176,"2,914",2052.0
,"30,400","13,520","2,915",3631.0
,,,"2,916",2678.0
,"13,520","30,400","2,917",3772.0
,176,,"2,918",
,650,"28,324","2,919",1975.0
,"19,342","87,700","2,920",2028.0
,,"2,470","2,920",2920.0
,,"33,139","2,921",2426.0
,"28,324",519,"2,922",8403.0
,,,"2,923",5505.0
,"101,020",,"2,924",
,,,"2,925",
,,"101,020","2,926",1806.0
,,,"2,927",
,519,"2,945","2,928",1877.0
,"33,139",271,"2,929",6562.0
,"2,470",,"2,930",6890.0
,"87,700","9,618","2,931",5067.0
,"2,945","2,353","2,932",4128.0
,"48,330","12,978","2,933",2412.0
,"3,000","1,447","2,934",2932.0
,"12,000","12,000","2,935",2711.0
,"1,447","3,000","2,936",4881.0
,"12,978","48,330","2,937",1879.0
,"2,353","6,643","2,938",3221.0
,"9,618",,"2,939",6117.0
,,"4,737","2,940",2822.0
,271,,"2,941",7039.0
,"6,643","4,800","2,942",1517.0
,"23,000",,"2,942",
,"18,045",,"2,943",3307.0
,500,500,"2,943",
,,"18,045","2,944",1774.0
,,"23,000","2,945",2302.0
,"4,800","4,800","2,946",2717.0
,,"14,866","2,947",2369.0
,"4,737","1,999","2,948",2566.0
,,363,"2,949",4747.0
,"4,800","3,147","2,950",2953.0
,"3,245",,"2,951",4084.0
,,,"2,952",2689.0
,"1,200","1,200","2,953",2192.0
,,,"2,954",3180.0
,,"3,245","2,955",2759.0
,"3,147",586,"2,956",2202.0
,363,,"2,957",
,"1,999",,"2,958",
,"14,866",,"2,959",2498.0
,586,"3,562","2,960",3446.0
,"10,300","12,105","2,961",2432.0
,,"10,433","2,962",2451.0
,,,"2,963",2331.0
,"10,433",,"2,964",3133.0
,"12,105","10,300","2,965",2329.0
,"3,562",,"2,966",3965.0
,,"104,862","2,967",1543.0
,,"5,887","2,968",2482.0
,,,"2,969",
,,"10,234","2,970",2185.0
,"5,800",18,"2,971",2094.0
,,"3,337","2,972",2189.0
,"2,700","2,700","2,973",3839.0
,"3,337",,"2,974",2023.0
,18,"5,800","2,975",2876.0
,"10,234",,"2,976",
,,"5,239","2,977",3107.0
,"5,887","5,224","2,978",2547.0
,"104,862",,"2,979",2969.0
,,,"2,980",4838.0
,"8,800",,"2,981",2601.0
,"28,345",,"2,982",2881.0
,"1,557","1,557","2,983",4026.0
,,"28,345","2,984",3686.0
,,"8,800","2,985",3891.0
,,,"2,986",4561.0
,,234,"2,987",3109.0
,"5,224","3,207","2,988",2807.0
,"5,239","7,300","2,989",2040.0
,,"17,000","2,990",3036.0
,"43,287",,"2,991",5004.0
,"79,000",751,"2,992",3616.0
,"1,907","1,907","2,993",3029.0
,751,"79,000","2,994",5117.0
,,"43,287","2,995",2095.0
,"17,000",,"2,995",
,"7,300","89,373","2,996",4971.0
,"3,207","20,300","2,997",2174.0
,234,"2,631","2,998",2935.0
,,"1,650","2,999",2853.0
,,,"3,000",1863.0
,,,"3,001",4809.0
,"1,436","1,436","3,002",7693.0
,,,"3,003",5813.0
,,,"3,004",2783.0
,"1,650","12,000","3,005",5857.0
,"2,631",600,"3,006",2502.0
,"20,300",,"3,007",5814.0
,"89,373","20,173","3,008",5246.0
,"12,000","3,800","3,009",2734.0
,"16,400","8,829","3,010",1850.0
,,"23,000","3,011",3324.0
,,,"3,012",3026.0
,"23,000",,"3,013",1842.0
,"8,829","16,400","3,014",
,"3,800","1,383","3,015",2764.0
,"20,173",,"3,016",2254.0
,,406,"3,017",3011.0
,600,"18,302","3,018",2740.0
,"1,383",,"3,019",
,"5,600","6,153","3,020",4483.0
,"16,459",,"3,021",2890.0
,,,"3,022",
,,"16,459","3,023",2251.0
,"6,153","5,600","3,024",2162.0
,,400,"3,025",
,"18,302","4,885","3,026",2297.0
,406,"10,000","3,027",
,,"46,644","3,028",1671.0
,400,,"3,029",2544.0
,"3,800","8,981","3,030",2279.0
,"10,454","4,353","3,031",3087.0
,"17,255","17,255","3,032",3001.0
,"4,353","10,454","3,033",2193.0
,"8,981","3,800","3,034",3966.0
,,,"3,035",
,"46,644","3,400","3,036",1613.0
,"10,000",,"3,037",3669.0
,"4,885",,"3,038",2071.0
,,,"3,039",5887.0
,"27,113",,"3,040",8416.0
,"8,450",,"3,041",6532.0
,"1,350","1,350","3,042",5567.0
,,"8,450","3,043",2950.0
,,"27,113","3,044",2588.0
,,,"3,045",
,,"17,979","3,046",2782.0
,,"3,978","3,047",2724.0
,"3,400",,"3,048",4627.0
,,"34,000","3,049",2897.0
,,"5,525","3,050",4090.0
,"3,522","1,595","3,051",3157.0
,"3,208","3,208","3,052",2602.0
,"1,595","3,522","3,053",1813.0
,"5,525",,"3,054",5474.0
,"34,000","1,579","3,055",6039.0
,,"123,276","3,056",1716.0
,"3,978","11,500","3,057",2093.0
,"17,979",,"3,058",3032.0
,"1,579","7,800","3,059",2341.0
,,"14,000","3,060",4017.0
,,"28,000","3,061",2433.0
,"3,441","3,441","3,061",3061.0
,"28,000",,"3,062",5892.0
,"14,000",,"3,063",3901.0
,"7,800",,"3,064",3171.0
,,"15,352","3,065",1943.0
,"11,500","12,982","3,066",2204.0
,"123,276","2,121","3,067",6123.0
,,,"3,068",3068.0
,"8,761",,"3,068",3902.0
,"84,283","22,245","3,069",2129.0
,"2,889","2,889","3,070",2295.0
,"22,245","84,283","3,071",2137.0
,,"8,761","3,072",1924.0
,,,"3,073",7345.0
,"2,121","15,000","3,074",2408.0
,"12,982","1,600","3,075",1434.0
,"15,352","7,100","3,076",2493.0
,,"2,155","3,077",4614.0
,"18,000","1,201","3,078",3466.0
,"1,165",543,"3,079",3717.0
,,,"3,080",6020.0
,543,"1,165","3,081",4582.0
,"1,201","18,000","3,082",
,"2,155",,"3,083",
,"7,100",,"3,084",
,"1,600","10,692","3,085",3443.0
,"15,000",,"3,086",6104.0
,,"23,000","3,087",3543.0
,,,"3,088",4251.0
,383,,"3,088",
,,,"3,089",2310.0
,,383,"3,090",3175.0
,,,"3,091",2253.0
,"23,000","4,500","3,092",3016.0
,,"3,033","3,093",2497.0
,"10,692","2,324","3,094",2499.0
,,"3,500","3,095",
,"4,500",,"3,096",1783.0
,"5,398","19,962","3,097",3846.0
,,,"3,098",2669.0
,"2,357","2,357","3,099",3127.0
,,,"3,100",
,"19,962","5,398","3,101",2642.0
,,,"3,102",
,"3,500","1,950","3,103",3996.0
,"2,324",,"3,104",3074.0
,"3,033",,"3,105",4060.0
,,,"3,106",2877.0
,"1,058","36,441","3,107",2534.0
,,,"3,108",3273.0
,"50,479","50,479","3,109",2538.0
,,,"3,110",4257.0
,"36,441","1,058","3,111",1978.0
,,,"3,112",
,,"3,670","3,113",
,,,"3,114",3192.0
,"1,950",,"3,115",2940.0
,,"2,547","3,116",1982.0
,"1,194","2,800","3,117",4360.0
,"1,617","1,290","3,118",2461.0
,,,"3,119",2467.0
,"1,290","1,617","3,120",4574.0
,"2,800","1,194","3,121",4110.0
,"2,547","30,491","3,122",1478.0
,,"4,500","3,123",2981.0
,,,"3,124",2672.0
,"3,670","14,000","3,125",2685.0
,"30,491","8,367","3,126",3151.0
,"2,966",,"3,127",2584.0
,"2,728","20,115","3,128",2487.0
,724,724,"3,129",2737.0
,"20,115","2,728","3,130",3655.0
,,"2,966","3,131",3251.0
,"8,367","3,529","3,132",3630.0
,"14,000",,"3,133",2486.0
,,,"3,134",2299.0
,"4,500","7,428","3,135",3531.0
,"3,529",,"3,136",3538.0
,"4,900",20,"3,137",6462.0
,,"8,607","3,138",3766.0
,"11,700","11,700","3,139",2609.0
,"8,607",,"3,140",3493.0
,20,"4,900","3,141",
,,"14,200","3,142",4356.0
,"7,428","20,503","3,143",4172.0
,,"3,562","3,144",2138.0
,,381,"3,145",2667.0
,"14,200",,"3,146",3336.0
,"10,258",,"3,147",6451.0
,450,"1,800","3,148",4217.0
,129,129,"3,149",2591.0
,"1,800",450,"3,150",5706.0
,,"10,258","3,151",4238.0
,,"10,762","3,152",2428.0
,381,"6,435","3,153",5750.0
,"3,562","33,000","3,154",2399.0
,"20,503",,"3,155",3064.0
,"10,762","7,232","3,156",2790.0
,"7,354",,"3,157",
,145,590,"3,158",2386.0
,,,"3,158",2403.0
,590,145,"3,159",4344.0
,,"7,354","3,160",2072.0
,"7,232","2,082","3,161",5484.0
,,485,"3,162",6664.0
,"33,000","3,551","3,163",3227.0
,"6,435","3,165","3,164",2696.0
,"2,082",,"3,165",3184.0
,,"9,400","3,166",2631.0
,,"5,223","3,167",3758.0
,"5,223",50,"3,168",4204.0
,50,,"3,169",8141.0
,"9,400",,"3,170",2927.0
,,"7,369","3,170",4929.0
,"3,165","1,503","3,171",3092.0
,"3,551","3,529","3,172",2986.0
,485,"2,800","3,173",2865.0
,"7,369","6,655","3,174",3738.0
,"65,957",,"3,175",1494.0
,"18,300",400,"3,176",4826.0
,,,"3,177",
,400,"18,300","3,178",2849.0
,,"65,957","3,179",1605.0
,"6,655","11,463","3,180",3544.0
,"2,800",830,"3,181",
,"3,529","1,426","3,182",2755.0
,"1,503",,"3,183",3025.0
,"6,503","6,503","3,184",11241.0
,,,"3,185",2779.0
,"1,426",,"3,185",3185.0
,830,"1,274","3,185",3185.0
,"11,463","41,900","3,186",3486.0
,410,410,"3,187",3632.0
,"41,900","6,778","3,188",4126.0
,"1,274","13,008","3,189",1481.0
,,,"3,190",2445.0
,,,"3,190",3190.0
,"1,770",,"3,190",3190.0
,561,641,"3,190",3190.0
,"1,763","1,431","3,190",3190.0
,"1,431","1,763","3,190",3190.0
,641,561,"3,190",3190.0
,,"1,770","3,190",3190.0
,,275,"3,190",3190.0
,,"1,089","3,190",3190.0
,"13,008",835,"3,190",3190.0
,"6,778",,"3,190",3190.0
,275,"2,800","3,190",3190.0
,,700,"3,190",3190.0
,,"1,000","3,190",3190.0
,,,"3,190",3190.0
,"1,000",,"3,190",3190.0
,700,,"3,190",3190.0
,"2,800",900,"3,190",3190.0
,,,"3,190",3190.0
,835,"28,400","3,191",2916.0
,"1,089","2,400","3,192",3530.0
,900,,"3,193",2587.0
,"1,250","7,644","3,194",2367.0
,,"8,800","3,195",
,"43,310","43,310","3,196",2285.0
,"8,800",,"3,197",2380.0
,"7,644","1,250","3,198",3833.0
,,,"3,199",4269.0
,"2,400",,"3,200",4309.0
,"28,400","4,900","3,201",2874.0
,,"4,800","3,202",2491.0
,,"9,500","3,203",3225.0
,"4,702",,"3,204",3028.0
,"1,317","1,394","3,205",3483.0
,"1,005","1,005","3,206",2501.0
,"1,394","1,317","3,207",3681.0
,,"4,702","3,208",3222.0
,"9,500","1,392","3,209",
,"4,800",773,"3,210",3990.0
,"4,900","6,737","3,211",3532.0
,,"2,800","3,212",
,"1,392","1,111","3,213",1668.0
,,535,"3,214",5804.0
,,,"3,215",3926.0
,"15,379","15,379","3,216",4507.0
,,,"3,217",3464.0
,535,,"3,217",
,"1,111",,"3,218",2789.0
,"2,800","8,700","3,219",4066.0
,"6,737",,"3,220",3424.0
,773,,"3,221",2980.0
,,"3,675","3,222",4647.0
,"18,019","2,771","3,223",6974.0
,771,,"3,224",3259.0
,218,218,"3,225",2161.0
,,771,"3,226",2309.0
,"2,771","18,019","3,226",4448.0
,"3,675",,"3,227",4237.0
,,"3,036","3,228",6516.0
,,"3,310","3,229",3636.0
,"8,700","4,000","3,230",4867.0
,,350,"3,231",
,,"42,762","3,232",2933.0
,"6,780","11,041","3,233",3762.0
,,,"3,234",3350.0
,"11,041","6,780","3,235",3046.0
,"42,762",,"3,236",4767.0
,350,"7,595","3,237",3658.0
,"4,000",913,"3,238",3165.0
,"3,310",375,"3,239",4771.0
,"3,036",,"3,240",4537.0
,"7,595","18,740","3,241",2699.0
,"37,484",380,"3,242",5947.0
,"1,074","3,497","3,243",3423.0
,"3,497","1,074","3,244",5262.0
,380,"37,484","3,245",2781.0
,"18,740","4,600","3,246",3727.0
,,"22,500","3,247",4034.0
,375,"7,411","3,248",2988.0
,"4,797","12,296","3,249",2126.0
,913,,"3,250",3021.0
,"4,600",,"3,251",
,,844,"3,252",9849.0
,"34,548","14,945","3,253",2921.0
,"14,945","34,548","3,254",2313.0
,844,,"3,255",3289.0
,,"1,466","3,256",3367.0
,,593,"3,257",2812.0
,"12,296",,"3,258",3293.0
,"7,411","39,385","3,259",1387.0
,"22,500",,"3,260",
,"1,466",,"3,261",4726.0
,"2,058","2,316","3,262",
,"1,100",959,"3,263",2469.0
,959,"1,100","3,264",5559.0
,"2,316","2,058","3,265",8805.0
,,"1,591","3,266",2736.0
,,"4,800","3,266",3563.0
,"39,385","1,119","3,267",4528.0
,,"10,560","3,268",2247.0
,593,,"3,269",
,"1,591",,"3,270",3090.0
,"11,202","23,853","3,271",2495.0
,"4,348",,"3,272",3973.0
,,"4,348","3,273",6673.0
,"23,853","11,202","3,274",3296.0
,,"12,100","3,274",4121.0
,,"6,500","3,275",2156.0
,"10,560","17,112","3,276",3610.0
,"1,119","22,022","3,277",2701.0
,"4,800",,"3,278",4839.0
,"12,100",,"3,279",1296.0
,"37,697","4,771","3,280",4558.0
,"1,503",,"3,281",5829.0
,,"1,503","3,282",5968.0
,"4,771","37,697","3,283",2543.0
,,"14,615","3,284",3491.0
,,,"3,285",6031.0
,"22,022","1,315","3,286",6651.0
,"17,112","1,155","3,287",2576.0
,"6,500",200,"3,288",2203.0
,"14,615","1,448","3,289",2931.0
,"11,634","2,106","3,290",4222.0
,279,753,"3,291",5153.0
,753,279,"3,292",13055.0
,"2,106","11,634","3,293",6019.0
,"1,448","5,938","3,294",1318.0
,200,"2,094","3,295",3183.0
,"1,155",,"3,296",
,"1,315",,"3,297",7330.0
,,"16,100","3,298",1937.0
,"5,938","2,300","3,299",2069.0
,,,"3,300",15224.0
,"355,000","16,800","3,301",
,"16,800","355,000","3,302",2111.0
,,,"3,303",2618.0
,"2,300",,"3,304",
,"16,100",,"3,305",4059.0
,,938,"3,306",6349.0
,,671,"3,307",4422.0
,"2,094","8,668","3,308",2143.0
,,"1,138","3,309",7464.0
,"4,200","11,540","3,310",3503.0
,,,"3,311",3311.0
,,,"3,311",5441.0
,"11,540","4,200","3,312",5131.0
,"1,138",57,"3,313",4002.0
,"8,668",156,"3,314",2231.0
,671,"2,200","3,315",3371.0
,938,"7,385","3,316",3581.0
,,"1,203","3,317",
,"7,233","7,233","3,318",2013.0
,"1,203","4,100","3,319",3471.0
,"7,385",,"3,320",2303.0
,"2,200",,"3,321",4521.0
,156,"6,074","3,322",3751.0
,57,"5,806","3,323",1944.0
,"6,074","1,200","3,324",4007.0
,,"103,000","3,325",2269.0
,,"26,000","3,326",2700.0
,"4,100",,"3,327",4481.0
,"5,806",,"3,328",4028.0
,"2,600","10,385","3,329",4665.0
,"72,644","72,644","3,330",3312.0
,,"2,600","3,331",4488.0
,"10,385",,"3,332",3634.0
,,,"3,333",2938.0
,,"27,000","3,334",
,"26,000",,"3,335",2821.0
,"103,000",442,"3,336",2651.0
,"1,200","3,862","3,337",
,,"4,000","3,338",5302.0
,"110,000","3,920","3,339",6074.0
,"4,108","4,887","3,340",
,"4,887","4,108","3,341",1830.0
,"3,920","110,000","3,342",1651.0
,"4,000","1,826","3,343",6159.0
,"3,862",240,"3,344",4419.0
,442,522,"3,345",3452.0
,,"1,823","3,346",3724.0
,"27,000","13,800","3,347",2703.0
,"1,826","1,305","3,348",5155.0
,,"2,300","3,349",4472.0
,"20,322","13,819","3,350",4354.0
,"13,819","20,322","3,351",3343.0
,"2,300",,"3,352",1821.0
,"1,305","2,729","3,353",7986.0
,"13,800","21,000","3,354",2561.0
,"1,823","13,336","3,355",2680.0
,522,"10,221","3,356",2632.0
,240,"5,995","3,357",2698.0
,"2,729","8,500","3,358",3266.0
,"3,974",527,"3,359",6780.0
,"10,800","2,483","3,360",5799.0
,"2,483","10,800","3,361",2084.0
,527,"3,974","3,361",3078.0
,"8,500",,"3,362",3575.0
,"5,995","22,000","3,363",3547.0
,"10,221","4,400","3,364",2555.0
,"13,336","4,341","3,365",8816.0
,"21,000",,"3,366",5996.0
,,"50,000","3,367",2922.0
,286,"8,500","3,368",
,,"6,577","3,369",9138.0
,"6,577",,"3,370",3329.0
,"8,500",286,"3,371",4981.0
,"50,000","30,000","3,372",2567.0
,,"5,169","3,373",2975.0
,"4,341","6,569","3,374",3185.0
,"4,400","23,442","3,375",3769.0
,"22,000",,"3,376",3774.0
,"30,000","4,883","3,377",1991.0
,"16,169",,"3,378",2793.0
,234,,"3,379",
,,234,"3,380",7371.0
,,"16,169","3,381",3431.0
,"4,883","19,466","3,382",2590.0
,,281,"3,383",
,"23,442",929,"3,384",6259.0
,"6,569",241,"3,385",5721.0
,"5,169","6,396","3,386",
,"19,466",,"3,386",
,,"3,163","3,387",2867.0
,"4,118","35,800","3,388",2772.0
,"35,800","4,118","3,389",4004.0
,"3,163",,"3,390",4569.0
,,"1,189","3,391",2946.0
,"6,396","2,467","3,392",5480.0
,241,753,"3,393",3904.0
,929,341,"3,394",
,281,"8,892","3,395",2284.0
,,,"3,396",
,"5,120","9,450","3,397",3126.0
,,,"3,398",6100.0
,"9,450","5,120","3,399",2995.0
,,,"3,400",2929.0
,"8,892","2,440","3,401",3232.0
,341,"15,050","3,402",3176.0
,753,,"3,403",3136.0
,"2,467",280,"3,404",
,"1,189",,"3,405",2994.0
,"2,440","3,300","3,406",5227.0
,"6,600",,"3,407",
,,,"3,408",
,,,"3,409",3409.0
,,"6,600","3,409",3437.0
,"3,300","3,285","3,410",3135.0
,,502,"3,411",5141.0
,280,,"3,412",
,,"2,988","3,413",3906.0
,"15,050","20,112","3,414",1925.0
,"3,285","36,810","3,415",2551.0
,696,"2,839","3,416",2681.0
,"81,650","81,650","3,417",2998.0
,,,"3,418",10224.0
,"36,810",696,"3,419",3119.0
,"2,839",,"3,420",3438.0
,"20,112","4,700","3,421",
,"2,988","1,492","3,422",3377.0
,,,"3,423",
,502,,"3,424",3051.0
,,"1,700","3,425",4992.0
,"19,000",,"3,426",4682.0
,"4,700",,"3,427",3200.0
,,"4,700","3,428",6608.0
,,"19,000","3,429",4030.0
,"1,700","6,800","3,430",2714.0
,,,"3,431",2629.0
,,"17,300","3,432",3393.0
,"1,492",,"3,433",3045.0
,"4,700",,"3,434",
,"6,800",751,"3,435",3860.0
,"50,124",,"3,436",3811.0
,,792,"3,437",
,792,,"3,438",4621.0
,,"50,124","3,439",3158.0
,751,,"3,439",3494.0
,,"18,107","3,440",2813.0
,,"11,000","3,440",3440.0
,"17,300",,"3,441",2275.0
,,,"3,442",
,,"2,065","3,443",4610.0
,924,"1,449","3,444",3829.0
