00-avengers-annual_net_income_in_usd,04-iGMM-annual_net_income_in_usd,03-gren-annual_net_income_usd
584 million usd,108 million usd,439000000.0
607 million usd,-268 million usd,449000000.0
"1,155 million usd","1,155 million usd",108000000.0
-268 million usd,607 million usd,-268000000.0
108 million usd,584 million usd,1155000000.0
449 million usd,573 million usd,607000000.0
439 million usd,193 million usd,584000000.0
135 million usd,"2,126 million usd",573000000.0
193 million usd,648 million usd,193000000.0
-186 million usd,,2126000000.0
300 million usd,758 million usd,648000000.0
418 million usd,749 million usd,
"2,039 million usd","2,039 million usd",758000000.0
749 million usd,418 million usd,749000000.0
758 million usd,300 million usd,2039000000.0
,-186 million usd,418000000.0
648 million usd,69 million usd,300000000.0
"2,126 million usd",497 million usd,-186000000.0
69 million usd,914 million usd,69000000.0
648 million usd,129 million usd,497000000.0
81 million usd,315 million usd,914000000.0
"2,102 million usd",878 million usd,129000000.0
271 million usd,271 million usd,315000000.0
878 million usd,"2,102 million usd",878000000.0
315 million usd,81 million usd,271000000.0
129 million usd,648 million usd,2102000000.0
914 million usd,6 million usd,81000000.0
497 million usd,293 million usd,648000000.0
6 million usd,164 million usd,6000000.0
"1,183 million usd","3,349 million usd",293000000.0
-171 million usd,78 million usd,164000000.0
"-9,756 million usd",618 million usd,3349000000.0
618 million usd,"-9,756 million usd",389000000.0
78 million usd,-171 million usd,78000000.0
"3,349 million usd","1,183 million usd",618000000.0
389 million usd,64 million usd,-9756000000.0
164 million usd,283 million usd,-171000000.0
293 million usd,-61 million usd,1183000000.0
64 million usd,51 million usd,64000000.0
"-1,214 million usd",301 million usd,283000000.0
799 million usd,622 million usd,-61000000.0
508 million usd,247 million usd,51000000.0
247 million usd,508 million usd,301000000.0
622 million usd,799 million usd,622000000.0
301 million usd,"-1,214 million usd",247000000.0
51 million usd,41 million usd,508000000.0
-61 million usd,329 million usd,799000000.0
283 million usd,88 million usd,-1214000000.0
41 million usd,,41000000.0
185 million usd,-314 million usd,329000000.0
833 million usd,155 million usd,88000000.0
240 million usd,"1,336 million usd",
"1,336 million usd",240 million usd,-314000000.0
155 million usd,833 million usd,155000000.0
-314 million usd,185 million usd,1336000000.0
,824 million usd,240000000.0
88 million usd,"1,430 million usd",833000000.0
329 million usd,201 million usd,185000000.0
824 million usd,"1,017 million usd",824000000.0
428 million usd,59 million usd,1430000000.0
-218 million usd,-267 million usd,201000000.0
795 million usd,"1,046 million usd",1017000000.0
"1,046 million usd",795 million usd,59000000.0
-267 million usd,-218 million usd,-267000000.0
59 million usd,428 million usd,1046000000.0
"1,017 million usd",617 million usd,795000000.0
201 million usd,192 million usd,-218000000.0
"1,430 million usd",274 million usd,428000000.0
617 million usd,305 million usd,617000000.0
116 million usd,"1,534 million usd",192000000.0
505 million usd,181 million usd,274000000.0
"1,024 million usd",676 million usd,305000000.0
676 million usd,"1,024 million usd",1534000000.0
181 million usd,505 million usd,181000000.0
"1,534 million usd",116 million usd,676000000.0
305 million usd,600 million usd,1024000000.0
274 million usd,189 million usd,505000000.0
192 million usd,871 million usd,116000000.0
600 million usd,"1,104 million usd",600000000.0
241 million usd,903 million usd,189000000.0
229 million usd,631 million usd,871000000.0
"1,045 million usd",475 million usd,1104000000.0
475 million usd,"1,045 million usd",903000000.0
631 million usd,229 million usd,631000000.0
903 million usd,241 million usd,475000000.0
"1,104 million usd",150 million usd,1045000000.0
871 million usd,"-1,098 million usd",229000000.0
189 million usd,511 million usd,241000000.0
150 million usd,118 million usd,150000000.0
544 million usd,272 million usd,-1098000000.0
87 million usd,342 million usd,511000000.0
237 million usd,135 million usd,118000000.0
135 million usd,237 million usd,272000000.0
342 million usd,87 million usd,342000000.0
272 million usd,544 million usd,135000000.0
118 million usd,319 million usd,237000000.0
511 million usd,593 million usd,87000000.0
"-1,098 million usd",196 million usd,544000000.0
319 million usd,134 million usd,319000000.0
780 million usd,72 million usd,593000000.0
904 million usd,508 million usd,196000000.0
698 million usd,-631 million usd,134000000.0
-631 million usd,698 million usd,72000000.0
508 million usd,904 million usd,508000000.0
72 million usd,780 million usd,-631000000.0
134 million usd,314 million usd,698000000.0
196 million usd,118 million usd,904000000.0
593 million usd,-40 million usd,780000000.0
314 million usd,428 million usd,314000000.0
270 million usd,727 million usd,118000000.0
70 million usd,613 million usd,-40000000.0
268 million usd,805 million usd,428000000.0
805 million usd,268 million usd,727000000.0
613 million usd,70 million usd,613000000.0
727 million usd,270 million usd,805000000.0
428 million usd,255 million usd,268000000.0
-40 million usd,817 million usd,70000000.0
118 million usd,166 million usd,270000000.0
255 million usd,-345 million usd,255000000.0
94 million usd,293 million usd,817000000.0
270 million usd,"1,945 million usd",166000000.0
714 million usd,103 million usd,-345000000.0
103 million usd,714 million usd,293000000.0
"1,945 million usd",270 million usd,1945000000.0
293 million usd,94 million usd,103000000.0
-345 million usd,42 million usd,714000000.0
166 million usd,198 million usd,270000000.0
817 million usd,312 million usd,94000000.0
42 million usd,163 million usd,42000000.0
340 million usd,155 million usd,198000000.0
781 million usd,"1,049 million usd",312000000.0
437 million usd,437 million usd,163000000.0
324 million usd,324 million usd,155000000.0
155 million usd,781 million usd,1049000000.0
"1,049 million usd",340 million usd,437000000.0
163 million usd,560 million usd,324000000.0
312 million usd,,781000000.0
198 million usd,,340000000.0
560 million usd,,560000000.0
514 million usd,,
657 million usd,-532 million usd,
"1,787 million usd",,
,"1,787 million usd",
-532 million usd,657 million usd,-532000000.0
,514 million usd,
,440 million usd,1787000000.0
,"2,117 million usd",657000000.0
,,514000000.0
440 million usd,189 million usd,440000000.0
800 million usd,242 million usd,2117000000.0
963 million usd,"2,103 million usd",
"3,572 million usd",362 million usd,189000000.0
362 million usd,963 million usd,242000000.0
"2,103 million usd",800 million usd,2103000000.0
242 million usd,125 million usd,362000000.0
189 million usd,391 million usd,3572000000.0
,-493 million usd,963000000.0
"2,117 million usd",258 million usd,800000000.0
125 million usd,227 million usd,125000000.0
249 million usd,-19 million usd,391000000.0
438 million usd,306 million usd,-493000000.0
355 million usd,355 million usd,258000000.0
306 million usd,438 million usd,227000000.0
-19 million usd,249 million usd,-19000000.0
227 million usd,108 million usd,306000000.0
258 million usd,737 million usd,355000000.0
-493 million usd,134 million usd,438000000.0
391 million usd,330 million usd,249000000.0
108 million usd,416 million usd,108000000.0
567 million usd,313 million usd,737000000.0
839 million usd,122 million usd,134000000.0
184 million usd,184 million usd,330000000.0
122 million usd,839 million usd,416000000.0
313 million usd,567 million usd,313000000.0
416 million usd,"1,061 million usd",122000000.0
330 million usd,952 million usd,184000000.0
134 million usd,197 million usd,839000000.0
737 million usd,-71 million usd,567000000.0
"1,061 million usd",211 million usd,1061000000.0
253 million usd,283 million usd,952000000.0
645 million usd,388 million usd,197000000.0
"1,051 million usd","1,051 million usd",-71000000.0
388 million usd,645 million usd,211000000.0
283 million usd,253 million usd,283000000.0
211 million usd,-418 million usd,388000000.0
-71 million usd,338 million usd,1051000000.0
197 million usd,"2,977 million usd",645000000.0
952 million usd,179 million usd,253000000.0
-418 million usd,585 million usd,-418000000.0
771 million usd,-40 million usd,338000000.0
725 million usd,215 million usd,2977000000.0
263 million usd,263 million usd,179000000.0
215 million usd,725 million usd,585000000.0
-40 million usd,771 million usd,-40000000.0
585 million usd,94 million usd,215000000.0
179 million usd,"1,373 million usd",263000000.0
"2,977 million usd",156 million usd,725000000.0
338 million usd,981 million usd,771000000.0
94 million usd,332 million usd,94000000.0
410 million usd,956 million usd,1373000000.0
155 million usd,274 million usd,156000000.0
-83 million usd,-83 million usd,981000000.0
274 million usd,155 million usd,332000000.0
956 million usd,410 million usd,956000000.0
332 million usd,206 million usd,274000000.0
981 million usd,-74 million usd,-83000000.0
156 million usd,-582 million usd,155000000.0
"1,373 million usd","4,955 million usd",410000000.0
206 million usd,389 million usd,206000000.0
319 million usd,49 million usd,-74000000.0
933 million usd,990 million usd,-582000000.0
263 million usd,263 million usd,4955000000.0
990 million usd,933 million usd,389000000.0
49 million usd,319 million usd,49000000.0
389 million usd,588 million usd,990000000.0
"4,955 million usd",52 million usd,263000000.0
-582 million usd,327 million usd,933000000.0
-74 million usd,450 million usd,319000000.0
588 million usd,301 million usd,588000000.0
538 million usd,302 million usd,52000000.0
471 million usd,339 million usd,327000000.0
622 million usd,622 million usd,450000000.0
339 million usd,471 million usd,301000000.0
302 million usd,538 million usd,302000000.0
301 million usd,397 million usd,339000000.0
450 million usd,126 million usd,622000000.0
327 million usd,664 million usd,471000000.0
52 million usd,83 million usd,538000000.0
397 million usd,"1,319 million usd",397000000.0
188 million usd,42 million usd,126000000.0
149 million usd,965 million usd,664000000.0
140 million usd,140 million usd,83000000.0
965 million usd,149 million usd,1319000000.0
42 million usd,188 million usd,42000000.0
"1,319 million usd",568 million usd,965000000.0
83 million usd,445 million usd,140000000.0
664 million usd,"1,151 million usd",149000000.0
126 million usd,275 million usd,188000000.0
568 million usd,-127 million usd,568000000.0
234 million usd,166 million usd,445000000.0
112 million usd,-113 million usd,1151000000.0
"3,359 million usd","3,359 million usd",275000000.0
-113 million usd,112 million usd,-127000000.0
166 million usd,234 million usd,166000000.0
-127 million usd,304 million usd,-113000000.0
275 million usd,115 million usd,3359000000.0
"1,151 million usd",154 million usd,112000000.0
445 million usd,109 million usd,234000000.0
304 million usd,"1,293 million usd",304000000.0
487 million usd,278 million usd,115000000.0
340 million usd,741 million usd,154000000.0
205 million usd,205 million usd,109000000.0
741 million usd,340 million usd,1293000000.0
278 million usd,487 million usd,278000000.0
"1,293 million usd",221 million usd,741000000.0
109 million usd,121 million usd,205000000.0
154 million usd,39 million usd,340000000.0
115 million usd,593 million usd,487000000.0
221 million usd,89 million usd,221000000.0
463 million usd,551 million usd,121000000.0
"1,893 million usd",702 million usd,39000000.0
219 million usd,219 million usd,593000000.0
702 million usd,"1,893 million usd",89000000.0
551 million usd,463 million usd,551000000.0
89 million usd,540 million usd,702000000.0
593 million usd,592 million usd,219000000.0
39 million usd,97 million usd,1893000000.0
121 million usd,77 million usd,463000000.0
258 million usd,"1,973 million usd",540000000.0
-471 million usd,272 million usd,592000000.0
"1,067 million usd",287 million usd,97000000.0
287 million usd,"1,067 million usd",77000000.0
272 million usd,-471 million usd,1973000000.0
"1,973 million usd",258 million usd,272000000.0
77 million usd,519 million usd,287000000.0
97 million usd,-662 million usd,1067000000.0
592 million usd,817 million usd,-471000000.0
540 million usd,318 million usd,258000000.0
519 million usd,"1,128 million usd",519000000.0
337 million usd,631 million usd,-662000000.0
217 million usd,642 million usd,817000000.0
"1,125 million usd","1,125 million usd",318000000.0
642 million usd,217 million usd,1128000000.0
631 million usd,337 million usd,631000000.0
"1,128 million usd",208 million usd,642000000.0
318 million usd,224 million usd,1125000000.0
817 million usd,252 million usd,217000000.0
-662 million usd,742 million usd,337000000.0
