02-GioPonSpiz-industry,05-MalPatSaj-industry,06-MarScoToc-industry,02-GioPonSpiz-sector,05-MalPatSaj-sector,02-GioPonSpiz-name,05-MalPatSaj-name,06-MarScoToc-name
consumer services,consumer services,,home improvement retailers,media agencies,baumax,intact media group,
financials,consumer goods,,banks,clothing & accessories,bawag,jolidon,
consumer goods,industrials,,furnishings,commercial vehicles & trucks,bene ag,mangalia shipyard,
consumer services,consumer services,,specialized consumer services,food retailers & wholesalers,bestattung wien,mega image,
consumer services,consumer services,,food retailers & wholesalers,travel & tourism,billa,metrorex,
basic materials,consumer services,,iron & steel,specialty retailers,böhler-uddeholm,mobexpert,
basic materials,consumer goods,,commodity chemicals,food products,borealis,napolact,
consumer goods,telecommunications,,recreational products,mobile telecommunications,bösendorfer,orange romania,
financials,oil & gas,,real estate holding & development,integrated oil & gas,bundesimmobiliengesellschaft,petrom,
consumer services,oil & gas,,recreational services,exploration & production,cineplexx cinemas,petromidia refinery,
technology,industrials,,semiconductors,delivery services,cisc semiconductor,poșta română,
basic materials,financials,,paper,banks,delfortgroup,raiffeisen romania,
industrials,telecommunications,,business support services,fixed line telecommunications,dependeq,rcs & rds,
consumer goods,consumer services,,aerospace,media agencies,diamond aircraft industries,realitatea-cațavencu,
industrials,consumer services,,heavy construction,travel & tourism,doka group,regiotrans,
consumer goods,industrials,,recreational products,commercial vehicles & trucks,doppelmayr garaventa group,roman,
consumer services,oil & gas,,specialized consumer services,exploration & production,dorotheum,rompetrol,
financials,industrials,,banks,industrial suppliers,erste bank,romstal,
technology,telecommunications,,software,fixed line telecommunications,fabasoft,romtelecom,
consumer goods,technology,,recreational products,software,fischer,siveco romania,
technology,technology,,telecommunications equipment,software,frequentis,softpedia,
industrials,technology,,industrial machinery,software,ge jenbacher,softwin,
technology,consumer services,,computer hardware,airlines,gericom,tarom,
consumer goods,consumer goods,,distillers & vintners,consumer electronics,gessler,tehnoton,
industrials,telecommunications,,defense,fixed line telecommunications & mobile telecommunications,glock ges.m.b.h.,telekom romania,
consumer goods,health care,,durable household products,pharmaceuticals,goldscheider ceramics,terapia ranbaxy,
consumer goods,conglomerates,,furnishings,-,julius blum,țiriac holdings,
consumer goods,industrials,,beverages,railroads,julius meinl,transferoviar grup,
technology,technology,,telecommunications equipment,internet,kapsch,trilulilu,
consumer goods,technology,,furnishings,software,kika,ubisoft bucharest,
consumer goods,telecommunications,,nondurable household products,fixed line telecommunications,kores,upc romania,
consumer goods,consumer goods,,automobiles,brewers,ktm,ursus breweries,
basic materials,conglomerates,,commodity chemicals,-,lenzing ag,uti holdings,
industrials,telecommunications,,industrial machinery,mobile telecommunications,löblich & co.,vodafone romania,
consumer services,health care,,specialized consumer services,pharmaceuticals,lyoness,zentiva,
consumer goods,consumer services,,automobiles,airlines,magna steyr,air slovakia,
industrials,industrials,,containers & packaging,defense,mayr-melnhof,cestné a stavebné mechanizmy tisovec,
industrials,industrials,,business training & employment agencies,heavy construction,neumann international,doprastav,
consumer services,industrials,,airlines,electronic equipment,niki,elnec,
consumer goods,technology,,computer hardware,computer services,noctua,eset,
consumer goods,consumer goods,,automobiles,durable household products,öaf,glass lps,
industrials,financials,,railroads,banks,öbb,istrobanka,
oil & gas,financials,,exploration & production,investment services,omv,j&t finance group,
health care,real estate,,biotechnology,real estate management & development,onepharm,jtre,
financials,industrials,,asset managers,electrical components & equipment,österreichische industrieholding ag,jj electronic,
logistics,financials,,delivery services,banks,österreichische post,komerční banka bratislava,
industrials,consumer goods,,commercial vehicles & trucks,tires,palfinger,matador,
consumer goods,basic materials,,beverages,iron & steel,pfanner,"ofz, a.s., istebné,",
consumer goods,telecommunications,,recreational products,mobile telecommunications,piatnik & söhne,orange slovensko,
basic materials,financials,,commodity chemicals,investment services,plansee group,penta investments,
consumer goods,financials,,automobiles,banks,puch,poštová banka,
financials,consumer goods,,banks,brewers,raiffeisen,šariš brewery,
consumer goods,consumer services,,beverages,airlines,red bull gmbh,slovak airlines,
industrials,telecommunications,,industrial suppliers,fixed line telecommunications,rhi ag,slovak telekom,
industrials,basic materials,,commercial vehicles & trucks,aluminum,rosenbauer,slovalco,
industrials,consumer services,,auto components,broadcasting & entertainment,rotax,slovart music,
technology,industrials,,software,delivery services,runtastic,slovenská pošta,
basic materials,financials,,commodity chemicals,banks,semperit,slovenská sporiteľňa,
industrials,utilities,,electronic equipment,conventional electricity,skidata,slovenské elektrárne,
industrials,oil & gas,,defense,exploration & production,steyr mannlicher,slovenský plynárenský priemysel,
industrials,oil & gas,,auto components,exploration & production,steyr motors gmbh,slovnaft,
consumer goods,technology,,automobiles,software,steyr tractor,sygic,
industrials,financials,,heavy construction,banks,strabag,tatra banka,
consumer goods,telecommunications,,distillers & vintners,mobile telecommunications,stroh,o2 slovakia,
consumer goods,consumer goods,,clothing & accessories,brewers,swarovski,topvar,
robotics,oil & gas,,autonomous robots,pipelines,taurob,transpetrol as,
telecommunications,basic materials,,fixed line telecommunications,iron & steel,telekom austria,u.s. steel košice,
consumer services,industrials,,travel & tourism,commercial vehicles & trucks,tourradar,vagónka,
consumer goods,industrials,,automobiles,railroads,tushek&spigel supercars,železničná spoločnosť slovensko,
financials,consumer goods,,full line insurance,brewers,uniqa,zlatý bažant,
utilities,technology,,alternative electricity,software,verbund,academa,
financials,consumer services,,full line insurance,airlines,vienna insurance group,adria airways,
basic materials,consumer goods,,iron & steel,automobiles,voestalpine,adria mobil,
industrials,consumer goods,,building materials & fixtures,automobiles,wienerberger,akrapovič,
industrials,consumer goods,,building materials & fixtures,footwear,zumtobel lighting group,alpina žiri,
,technology,,,software,,amebis,
,telecommunications,,,fixed line telecommunications,,amis,
,consumer services,,,broadline retailers,,btc,
,consumer goods,,,recreational products,,elan,
,consumer goods,,,automobiles,,goodyear dunlop sava tires,
,consumer goods,,,durable household products,,gorenje,
,industrials,,,diversified industrials,,iskra (company),
,conglomerates,,,-,,istrabenz,
,health care,,,pharmaceuticals,,krka,
,industrials,,,industrial machinery,,litostroj,
,industrials,,,transportation services,,ljubljana jože pučnik airport,
,consumer services,,,food retailers & wholesalers,,mercator,
,telecommunications,,,mobile telecommunications,,mobitel,
,consumer services,,,specialty retailers,,petrol group,
,industrials,,,transportation services,,port of koper,
,industrials,,,delivery services,,post of slovenia,
,industrials,,,railroads,,slovenian railways,
,industrials,,,construction & materials,,slovenija ceste tehnika,
,consumer services,,,airlines,,solinair,
,consumer goods,,,automobiles,,tomos,
,technology,,,software,,xlab d.o.o,
,technology,,,software,,zootfly,
,technology,,,software,,3scale,
,conglomerates,,,-,,abengoa,
,conglomerates,,,-,,abertis,
,industrials,,,heavy construction,,acciona,
,basic materials,,,iron & steel,,acerinox,
,industrials,,,heavy construction,,acs group,
,consumer services,,,specialty retailers,,afinsa,
,technology,,,software,,akamon entertainment,
,health care,,,pharmaceuticals,,almirall,
,technology,,,software,,amadeus it group,
,industrials,,,shipbuilding,,astilleros y talleres del noroeste,
,consumer services,,,broadcasting & entertainment,,atresmedia,
,consumer goods,,,durable household products,,balay,
,financials,,,banks,,banco bilbao vizcaya argentaria (bbva),
