foundation_year,headquarter,industry,name,ownership
1994,"nagpur, maharashtra, india",furniture & furnishing,spacewood,private
1998,"chennai, tamil nadu, india",automobile,sundaram motors,private
1997,"kolkata, west bengal, india",it services & consulting,indus net technologies,private
1988,"bristol, united kingdom",it services & consulting,data-core systems,private
1993,"delhi/ncr, new delhi, india",fintech,onicra credit rating agency,public
1991,"hyderabad/secunderabad, telangana, india",nbfc,ikf finance,public
1971,"ahmedabad, india",retail,sales india,private
1982,"collegeville, pennsylvania, united states (usa)",it services & consulting,microsense,
2013,"new delhi, india",electronics manufacturing,flash viven machining technologies,private
2005,"baddi, himachal pradesh, india",pharma,acme generics llp,llp
1971,"ahmedabad, india",retail,sales india,private
1991,"hyderabad/secunderabad, telangana, india",nbfc,ikf finance,public
1982,"collegeville, pennsylvania, united states (usa)",it services & consulting,microsense,
1993,"delhi/ncr, new delhi, india",fintech,onicra credit rating agency,public
2004,"hyderabad/secunderabad, telangana, india",pharma,metrochem api,private
2013,"mumbai, india",pharma,cipla health,public
2003,"kolkata, west bengal, india",healthcare,"apollo gleneagles hospitals, kolkata",private
2007,"hyderabad/secunderabad, telangana, india",engineering & construction,sri gopikrishna infrastructure,
2014,"cambridge, ma, united states (usa)",software product,capestart,
1987,"mumbai, india",financial services,motilal oswal,public
1999,"nagoya, aichi, japan",metals & mining,toyota tsusho,public
1972,"bangalore/bengaluru, karnataka, india",automobile,concorde motors,public
2006,"unnao, uttar pradesh, india",leather,superhouse,public
1983,"ahmedabad, gujarat, india",building material,ratnamani metals and tubes,public
2013,"jaipur, rajasthan, india",management consulting,qdegrees services,private
1987,"kottayam, kerala, india",investment banking / venture capital / private equity,kosamattam finance,private
1960,"kuwait city, kuwait",engineering & construction,alghanim international,private
1997,"nagpur, maharashtra, india",oil & gas,confidence petroleum india,public
1994,"kochi/cochin, kerala, india",financial services,muthoot capital services,public
2001,"gurgaon/gurugram, haryana, india",bpo,silverskills,private
2004,"bangalore/bengaluru, karnataka, india",logistics,sequel logistics,private
0,,,slk global solutions,
2008,"naidupet mandal, andhra pradesh, india",industrial machinery,greentech industries,private
2002,"mumbai, maharashtra, india",engineering & construction,mep infrastructure developers,public
2015,"bengaluru, karnataka, india",it services & consulting,wissen technology,private
2010,"mumbai,maharashtra, india",internet,onsitego,private
1996,"bolingbrook, illinois, united states of america",it services & consulting,ces,public
1977,"mumbai, india",nbfc,hdfc home loan,public
2012,"mumbai, maharashtra, india",media & entertainment,carnival cinemas,
2000,"mumbai, maharashtra, india",it services & consulting,aqm technologies,private
2006,"bangalore,karnataka, india",it services & consulting,atyati technologies,private
2021,"mumbai,maharashtra, india",internet,zepto,
1911,"madurai, india",automobile,tvs mobility,public
1872,"irving, texas, united states (usa)",beauty & personal care,kimberly-clark,private
1964,"houston, united states",oil & gas,oceaneering international,private
1975,"chennai, tamil nadu, india",industrial machinery,super auto forge,private
1981,"faridabad, haryana, india",auto components,bony polymers,private
2005,"ahmedabad, gujarat, india",it services & consulting,e2logy software solutions,private
2001,"bangalore/bengaluru, karnataka, india",logistics,bangalore international airport,private
1998,"rahata, india",fmcg,prabhat dairy,public
2010,"gurugram, india",bpo,elcamino software,private
2014,"bangalore, india",it services & consulting,alchemy techsol india,private
1942,"mumbai, india",petrochemicals,the supreme ind ltd jalgaon,
1973,"bharuch, gujarat, india",chemicals,gujarat alkalies & chemicals,public
1996,"delhi/ncr, delhi, india",education & training,asia-pacific institute of management,private
2000,"pune, maharashtra, india",it services & consulting,e-zest,public
1962,"noida, india",printing & publishing,thomson digital,private
1984,"bangalore/bengaluru, karnataka, india",healthcare,r l fine chem,private
1987,"miami, florida, united states",it services & consulting,aris global software,private
2004,"bangalore, india",food processing,unibic foods,private
1872,"manchester, greater manchester, united kingdom (uk)",banking,the co-operative bank,
2011,"ahmedabad, india",software product,petpooja,private
1968,"kolkata, west bengal, india",fashion & textile,rupa,private
1946,"parsippany,new jersey, united states",internet,avis,private
1993,"bengaluru, , karnataka, india",iron & steel,arjas steel,
1919,"dubai, uae,",oil & gas,kent plc,
2016,"bangalore,karnataka, india",fitness & wellness,cure foods,private
1988,"gurugram, india",facility management services,sar group,
1976,"gurgaon/gurugram, haryana, india",industrial machinery,groz engineering tools,private
2007,"mumbai, india",it services & consulting,cogencis information services,private
2012,"san jose, california, united states (usa)",it services & consulting,trinamix,private
2008,"mumbai, maharashtra, india",non-profit,icici foundation for inclusive growth,private
1998,"hyderabad/secunderabad, telangana, india",non-profit,naandi foundation,private
1945,"mumbai, maharashtra, india",defence & aerospace,barc,public
1935,"stuttgart, germany",auto components,smr automotive systems india,private
2001,"mumbai, maharashtra, india",consumer electronics & appliances,iball,private
1905,"mumbai, maharashtra, india",real estate,the phoenix mills,public
2008,"fairfield, united states (usa)",non-profit,save the children,private
1988,"palo alto,california, united states",consumer electronics & appliances,symphony,public
1930,"kolkata, west bengal, india",iron & steel,msp steel & power,public
2002,"varanasi, india",nbfc,cashpor micro credit,
2004,"new delhi, india",telecom,atc telecom infrastructure,private
1996,"hoofddorp, netherlands",oil & gas,shv energy,private
2003,"noida, uttar pradesh, india",it services & consulting,qa infotech,private
1989,"gurgaon/gurugram, haryana, india",auto components,meenakshi polymers,private
1935,"ahmedabad, gujarat, india",electronics manufacturing,la-gajjar machineries,private
1999,"thane, maharashtra, india",industrial machinery,technosoft engineering projects,public
2020,"hyderabad,telangana, india",edtech,nxtwave,
1949,"bangalore/bengaluru, karnataka, india",electrical equipment,pace power systems,private
1972,"hyderabad, india",packaging,agi glaspac,private
1994,"mumbai, india",logistics,cargo service center india,private
2004,"milpitas, california, united states (usa)",it services & consulting,gspann technologies,private
2016,"mumbai,maharashtra, india",internet,cogoport,private
1982,"mumbai, maharashtra, india",pharma,neon laboratories,public
1911,"sydney, australia",banking,commonwealth bank of australia,private
1947,"mumbai, maharashtra, india",healthcare,charak pharma,
1986,"navi mumbai, maharashtra, india",logistics,the professional couriers,private
2003,"tokyo, japan",industrial machinery,tmeic,private
1989,"beitou district, taipei, taiwan",consumer electronics & appliances,asus,private
0,,automobile,tafe motors & tractors,
1956,"gurgaon/gurugram, haryana, india",auto components,bellsonica auto component,private
1985,"bangalore/bengaluru, karnataka, india",electrical equipment,apollo power systems,private
1984,"pune, maharashtra, india",industrial machinery,europa locks,private
1994,"novi, unitedstates",it services & consulting,miracle software systems,private
1992,"burlington, massachusetts, united states (usa)",software product,nuance communications,public
1989,"dubai, unitedarabemirates",travel & tourism,satguru travels and tour services,private
1989,"hyderabad/secunderabad, telangana, india",it services & consulting,cadsys,public
2006,"boulevard davranches, luxembourg",iron & steel,arcelormittal,private
1974,"belagavi/belgaum, karnataka, india",industrial machinery,ashok iron works,private
1879,"mumbai, maharashtra, india",fashion & textile,bombay dyeing,private
1993,"hyderabad/secunderabad, telangana, india",telecom,visiontek,private
1991,"noida, uttar pradesh, india",it services & consulting,path infotech,private
1987,"chennai, tamil nadu, india",it services & consulting,scope eknowledge center,private
1996,"mumbai, maharashtra, india",building material,rmc readymix,private
2015,"bangalore,karnataka, india",internet,shopx,private
2004,"noida,uttar pradesh, india",industrial automation,falcon autotech,private
2004,"delhi/ncr, delhi, india",it services & consulting,mobiloitte technologies,private
1966,"pithampur, madhya pradesh, india",packaging,flexituff ventures international,public
1996,"princeton, new jersey, united states (usa)",it services & consulting,damco solutions,private
2000,"new jersey, new jersey, united states (usa)",recruitment,us tech solutions,private
2000,"chennai, tamil nadu, india",bpo,ecare india,private
1935,"chennai, tamil nadu, india",ports & shipping,imc,private
1869,"pittsburgh, united states",roads/railways,faiveley transport,private
2000,"delhi/ncr, delhi, india",hardware & networking,presto infosolutions,private
1959,"noida, uttar pradesh, india",oil & gas,oil india,private
1974,"kowloon, hong kong",ports & shipping,anglo-eastern ship management,private
2011,"santa clara, california, united states (usa)",it services & consulting,cavisson systems,private
2001,"los angeles, united states",it services & consulting,mobile programming,llc
1983,"chennai, tamil nadu, india",jewellery,lalitha jewellery,private
1948,"mysore/mysuru, karnataka, india",fmcg,n ranga rao and sons,private
1976,"bengaluru, india",defence & aerospace,isro satellite center,
1952,"dammam, saudi arabia",engineering & construction,al yamama company,
2007,"udaipur, rajasthan, india",healthcare,geetanjali medical college and hospital,private
1958,"mumbai, maharashtra, india",other,bic cello,
0,india,engineering & construction,l&t transportation infrastructure,
1996,"chennai, india",printing & publishing,newgen knowledge works,private
2002,"pune, india",it services & consulting,arya omnitalk wireless solutions,private
2009,"santa clara, california, united states (usa)",it services & consulting,nettantra technologies,private
1979,"bangalore/bengaluru, karnataka, india",industrial machinery,ace designers,private
1931,"tokyo, japan",industrial machinery,mitsubishi elevators,private
1978,"delhi/ncr, new delhi, india",food processing,cremica food industries,public
2000,"pune, maharashtra, india",industrial machinery,tal manufacturing solutions,private
