00-avengers-name,02-GioPonSpiz-name,03-gren-name,04-iGMM-name,05-MalPatSaj-name,06-MarScoToc-name,07-silvestri-name,08-slytherin-name,10-DeBiGa-name
,,,,,,,zeder investments ltd,
,,,,,,,stor-age property reit ltd,
,,,,,,,murray & roberts holdings ltd,
,,,,,,,raubex group ltd,
,,,,,,,nedbank group ltd,
,,,,,,,curro holdings ltd,
,,,,,,,barloworld ld,
,,,,,,,balwin properties ltd,
,,,,,,,northam platinum ltd,
,,,,,,,sanlam ltd,
,,,,,,,multichoice group,
,,,,,,,arb holdings ltd,
,,,,,,,master drilling group ltd,
,,,,,,,alviva holdings ltd,
,,,,,,,octodec investments ltd,
,,,,,,,wesizwe platinum ltd,
,,,,,,,nampak ltd,
,,,,,,,sabvest capital ltd,
,,,,,,,rfg holdings ltd,
,,,,,,,imperial logistics ltd,
,,,,,,,lewis group ltd,
,,,,,,,city lodge hotels ltd,
,,,,,,,caxton and ctp publishers and printers ltd,
,,,,,,,homechoice international plc,
,,,,,,,kaap agri ltd,
,,,,,,,stadio holdings ltd,
,,,,,,,liberty two degrees ltd,
,,,,,,,liberty holdings ltd,
,,,,,,,firstrand ltd,
,,,,,,,invicta holdings ltd,
,,,,,,,blue label telecoms ltd,
,,,,,,,anglo american platinum ltd,
,,,,,,,famous brands ltd,
,,,,,,,renergen limited,
,,,,,,,adcock ingram holdings ltd,
,,,,,,,ppc ltd,
,,,,,,,reunert ltd,
,,,,,,,pan african resources plc,
,,,,,,,advtech ltd,
,,,,,,,massmart holdings ltd,
,,,,,,,rcl foods ltd,
,,,,,,,arcelormittal south africa ltd,
,,,,,,,jse ltd,
,,,,,,,vinda international holdings ltd,
,,,,,,,champion real estate investment trust,
,,,,,,,sjm holdings ltd,
,,,,,,,hutchmed ltd.,
,,,,,,,pacific basin shipping ltd,
,,,,,,,united energy group ltd,
,,,,,,,shangri-la asia ltd,
,,,,,,,hang lung group ltd,
,,,,,,,hysan development company ltd,
,,,,,,,beijing enterprises water group ltd,
,,,,,,,sun art retail group ltd,
,,,,,,,far east horizon ltd,
,,,,,,,china resources pharmaceutical group ltd,
,,,,,,,c.p. pokphand co. ltd,
,,,,,,,guoco group ltd,
,,,,,,,china jinmao holdings group ltd,
,,,,,,,nws holdings ltd,
,,,,,,,melco resorts & entertainment limited,
,,,,,,,js global lifestyle company ltd,
,,,,,,,china medical system holdings ltd,
,,,,,,,china overseas property holdings ltd,
,,,,,,,kerry logistics network ltd,
,,,,,,,asm pacific technology ltd,
,,,,,,,beijing enterprises holdings ltd,
,,,,,,,haitian international holdings ltd,
,,,,,,,kerry properties ltd,
,,,,,,,kingsoft corp ltd,
,,,,,,,man wah holdings ltd,
,,,,,,,china taiping insurance holdings company ltd,
,,,,,,,hopson development holdings ltd,
,,,,,,,pccw ltd,
,,,,,,,bosideng international holdings ltd,
,,,,,,,brilliance china automotive holdings ltd,
,,,,,,,the bank of east asia ltd,
,,,,,,,precot meridian ltd,
,,,,,,,topsports international holdings ltd,
,,,,,,,futu holdings limited,
,,,,,,,bombay super hybrid seeds ltd,
,,,,,,,kingboard holdings ltd,
,,,,,,,muthoot capital services ltd,
,,,,,,,vardhman acrylics ltd,
,,,,,,,china power international development ltd,
,,,,,,,kingboard laminates holdings ltd,
,,,,,,,sreeleathers ltd,
,,,,,,,china resources cement holdings ltd,
,,,,,,,consolidated finvest & holdings ltd,
,,,,,,,china merchants energy shipping co. ltd,
,,,,,,,cathay pacific airways ltd,
,,,,,,,mmp industries ltd,
,,,,,,,kothari petrochemicals ltd,
,,,,,,,jai balaji industries ltd,
,,,,,,,china merchants port holdings company ltd,
,,,,,,,china gas holdings ltd,
,,,,,,,kunlun energy company ltd,
,,,,,,,dewan housing finance corp ltd,
,,,,,,,arihant superstructures ltd,
,,,,,,,alibaba health information technology ltd,
,,,,,,,gcl-poly energy holdings ltd,
,,,,,,,n.b.i. industrial finance company ltd,
,,,,,,,suumaya industries ltd,
,,,,,,,south west pinnacle exploration ltd,
,,,,,,,swire pacific ltd,
,,,,,,,hk electric investments and hk electric investments ltd,
,,,,,,,premier explosives ltd,
,,,,,,,everbright securities company ltd,
,,,,,,,hi-tech pipes ltd,
,,,,,,,harita seating systems ltd,
,,,,,,,iris clothings ltd,
,,,,,,,apollo pipes ltd,
,,,,,,,mangalam global enterprise ltd,
,,,,,,,lincoln pharmaceuticals ltd,
,,,,,,,dangee dums ltd,
,,,,,,,jash engineering ltd,
,,,,,,,gkw ltd,
,,,,,,,accuracy shipping ltd,
,,,,,,,linc pen & plastics ltd,
,,,,,,,great eastern energy corporation limited,
,,,,,,,digispice technologies ltd,
,,,,,,,zota health care ltd,
,,,,,,,chemfab alkalis ltd,
,,,,,,,deep industries ltd,
,,,,,,,krishana phoschem ltd,
,,,,,,,nagarjuna fertilizers and chemicals ltd,
,,,,,,,rudrabhishek enterprises ltd,
,,,,,,,oriental carbon & chemicals ltd,
,,,,,,,mps infotecnics ltd,
,,,,,,,arihant capital markets ltd,
,,,,,,,"yatra online, inc.",
,,,,,,,marine electricals ,
,,,,,,,d.p. wires ltd,
,,,,,,,creative peripherals and distribution ltd,
,,,,,,,d. p. abhushan ltd,
,,,,,,,the anup engineering ltd,
,,,,,,,madhya bharat agro products ltd,
,,,,,,,bhageria industries ltd,
,,,,,,,urja global ltd,
,,,,,,,rajnandini metal ltd,
,,,,,,,tattelecom pjsc,
,,,,,,,uniphos enterprises ltd,
,,,,,,,belon joint stock company,
,,,,,,,idgc of urals jsc,
,,,,,,,public joint stock company research and production corp united wagon company,
,,,,,,,chelyabinsk metallurgical plant pao,
,,,,,,,khimprom public joint stock company,
,,,,,,,idgc of volga pjsc,
,,,,,,,public joint stock company united credit systems,
,,,,,,,tigers realm coal limited,
,,,,,,,public joint stock company abrau-durso,
,,,,,,,kuban power and electrification public joint stock company,
,,,,,,,public joint stock company far-eastern energy company,
,,,,,,,lena gold-mining public joint stock company lenzoloto,
,,,,,,,"public joint stock company ""quadra - power generation""",
,,,,,,,idgc of centre and volga region pjsc,
,,,,,,,enel russia pjsc,
,,,,,,,kuzbasskaya toplivnaya kompaniya pao,
,,,,,,,"public joint stock company ""rosseti northern caucasus""",
,,,,,,,slavneft-yaroslavnefteorgsintez ojsc,
,,,,,,,novorossyisk grain plant pjsc,
,,,,,,,public joint stock company mostotrest,
,,,,,,,public joint stock company varyoganneftegaz,
,,,,,,,public joint stock company interregional distribution grid company of siberia,
,,,,,,,public joint stock company bank uralsib,
,,,,,,,public joint stock company rusolovo,
,,,,,,,kismet acquisition one corp,
,,,,,,,public joint-stock company utair aviation,
,,,,,,,tgc-1 pjsc,
,,,,,,,russneft pjsc,
,,,,,,,slavneft-megionneftegaz ppo oao,
,,,,,,,mechel pao,
,,,,,,,southern kuzbass coal company public joint-stock company,
,,,,,,,pjsc russian aquaculture,
,,,,,,,ogk-2 pjsc,
,,,,,,,moscow united electric grid co pjsc,
,,,,,,,beluga group public joint-stock company,
,,,,,,,lsr group pjsc,
,,,,,,,lenenergo pjsc,
,,,,,,,m.video pjsc,
,,,,,,,public joint-stock company seligdar,
,,,,,,,safmar financial investment,
,,,,,,,public joint stock company alrosa-nurba,
,,,,,,,detsky mir pjsc,
,,,,,,,mosenergo pjsc,
,,,,,,,"public joint stock company ""ingrad""",
,,,,,,,rosgosstrakh insurance company (public joint stock company),
,,,,,,,tmk pjsc,
,,,,,,,jungheinrich ag,
,,,,,,,avangard bank pjsc,
,,,,,,,prosiebensat.1 media se,
,,,,,,,kamaz publicly traded company,
,,,,,,,siltronic ag,
,,,,,,,teamviewer ag,
,,,,,,,tradegate ag wertpapierhandelsbank,
,,,,,,,tag immobilien ag,
,,,,,,,compugroup medical se & co kgaa,
,,,,,,,dermapharm holding se,
,,,,,,,tui ag,
,,,,,,,dmg mori ag,
,,,,,,,mainova ag,
,,,,,,,curevac n.v.,
,,,,,,,lanxess ag,
,,,,,,,kuka ag,
,,,,,,,metro ag,
,,,,,,,ströer se & co. kgaa,
,,,,,,,hugo boss ag,
,,,,,,,1&1 ag,
,,,,,,,tlg immobilien ag,
,,,,,,,zooplus ag,
,,,,,,,varta ag,
,,,,,,,fielmann ag,
,,,,,,,fuchs petrolub se,
,,,,,,,schaeffler ag,
,,,,,,,hochtief ag,
,,,,,,,h&k ag,
,,,,,,,deutsche lufthansa ag,
,,,,,,,evotec se,
,,,,,,,fraport ag,
,,,,,,,verbio vereinigte bioenergie ag,
,,,,,,,aurubis ag,
,,,,,,,gelsenwasser ag,
,,,,,,,thyssenkrupp ag,
,,,,,,,scout24 ag,
,,,,,,,sixt se,
,,,,,,,lechwerke ag,
,,,,,,,k+s ag,
,,,,,,,united internet ag,
,,,,,,,cts eventim ag & co kgaa,
,,,,,,,gsw immobilien ag,
,,,,,,,dws group gmbh & co kgaa,
,,,,,,,hella gmbh & co kgaa,
,,,,,,,telefonica deutschland holding ag,
,,,,,,,rational ag,
,,,,,,,gea group ag,
,,,,,,,hellofresh se,
,,,,,,,leg immobilien ag,
,,,,,,,wacker chemie ag,
,,,,,,,carasso motors ltd,
,,,,,,,kion group ag,
,,,,,,,electreon wireless ltd,
,,,,,,,traton se,
,,,,,,,israel shipyards industries ltd,
,,,,,,,inrom construction industries ltd,
,,,,,,,delta israel brands ltd,
,,,,,,,plasson industries ltd,
,,,,,,,neto malinda trading ltd,
,,,,,,,lapidoth capital ltd,
,,,,,,,naphtha israel petroleum corp ltd,
,,,,,,,sella capital real estate ltd,
,,,,,,,direct finance of direct group ,
,,,,,,,o.y. nofar energy ltd,
,,,,,,,perion network ltd.,
,,,,,,,malam - team ltd,
,,,,,,,oil refineries ltd,
,,,,,,,nano dimension ltd.,
,,,,,,,prashkovsky investments and construction ltd,
,,,,,,,similarweb ltd,
,,,,,,,el al israel airlines ltd,
,,,,,,,rami levi chain stores hashikma marketing 2006 ltd,
,,,,,,,property and building corp ltd,
,,,,,,,altshuler shaham provident funds and pension ltd,
,,,,,,,isracard ltd,
,,,,,,,villar international ltd,
,,,,,,,magic software enterprises ltd.,
,,,,,,,tremor international ltd,
,,,,,,,dan hotels ltd,
,,,,,,,blue square real estate ltd,
,,,,,,,arad investment & industrial development ltd,
,,,,,,,audiocodes ltd.,
,,,,,,,electra real estate ltd,
,,,,,,,nayax ltd,
,,,,,,,tadiran holdings ltd,
,,,,,,,gazit globe ltd,
,,,,,,,danel ,
,,,,,,,electra consumer products ,
,,,,,,,"azorim-investment, development & construction co. ltd",
,,,,,,,walkme ltd,
,,,,,,,camtek ltd.,
,,,,,,,reit 1 ltd,
,,,,,,,delek automotive systems ltd,
,,,,,,,delek group ltd,
,,,,,,,one software technologies ltd,
,,,,,,,isras investment company ltd,
,,,,,,,equital ltd,
,,,,,,,inmode ltd.,
,,,,,,,radware ltd.,
,,,,,,,sanok rubber company spólka akcyjna,
,,,,,,,pekabex sa,
,,,,,,,voxel sa,
,,,,,,,zespól elektrocieplowni wroclawskich kogeneracja sa,
,,,,,,,lentex sa,
,,,,,,,oncoarendi therapeutics sa,
,,,,,,,answear.com sa,
,,,,,,,pcc exol sa,
,,,,,,,creepy jar sa,
,,,,,,,selena fm sa,
,,,,,,,mabion sa,
,,,,,,,wielton sa,
,,,,,,,toya sa,
,,,,,,,pkp cargo sa,
,,,,,,,erbud sa,
,,,,,,,archicom sa,
,,,,,,,ml system sa,
,,,,,,,enter air sp. z o.o.,
,,,,,,,ambra sa,
,,,,,,,ferro sa,
,,,,,,,oponeo.pl sa,
,,,,,,,apator sa,
,,,,,,,figene capital spólka akcyjna,
,,,,,,,r22 sa,
,,,,,,,boryszew sa,
,,,,,,,wawel sa,
,,,,,,,arctic paper sa,
,,,,,,,amica sa,
,,,,,,,ab sa,
,,,,,,,vercom sa,
,,,,,,,bank ochrony srodowiska sa,
,,,,,,,columbus energy sa,
,,,,,,,cfi holding sa,
,,,,,,,ryvu therapeutics sa,
,,,,,,,stalexport autostrady sa,
,,,,,,,vrg sa,
,,,,,,,newag sa,
,,,,,,,datawalk sa,
,,,,,,,polski bank komórek macierzystych sa,
,,,,,,,firma oponiarska debica sa,
,,,,,,,fabryki mebli forte sa,
,,,,,,,polimex-mostostal sa,
,,,,,,,mci capital alternatywna spólka inwestycyjna sa,
,,,,,,,cognor holding sa,
,,,,,,,fabryka farb i lakierów sniezka sa,
,,,,,,,capital park sa,
,,,,,,,alumetal sa,
,,,,,,,ten square games sa,
,,,,,,,celon pharma sa,
,,,,,,,11 bit studios sa,
,,,,,,,granite real estate investment trust,
,,,,,,,"husky energy, inc.",
,,,,,,,whitecap resources inc.,
,,,,,,,yamana gold inc.,
,,,,,,,stantec inc.,
,,,,,,,colliers international group inc.,
,,,,,,,keyera corp.,
,,,,,,,turquoise hill resources ltd.,
,,,,,,,pan american silver corp.,
,,,,,,,tmx group limited,
,,,,,,,descartes systems group inc.,
,,,,,,,quebecor inc.,
,,,,,,,onex corporation,
,,,,,,,"the descartes systems group, inc.",
,,,,,,,firstservice corporation,
,,,,,,,altagas ltd.,
,,,,,,,inter pipeline ltd.,
,,,,,,,riocan real estate investment trust,
,,,,,,,telus international (cda) inc.,
,,,,,,,air canada,
,,,,,,,ia financial corporation inc.,
,,,,,,,brp inc.,
,,,,,,,ritchie bros. auctioneers incorporated,
,,,,,,,canadian apartment properties real estate investment trust,
,,,,,,,cae inc.,
,,,,,,,gildan activewear inc.,
,,,,,,,northland power inc.,
,,,,,,,kinross gold corporation,
,,,,,,,lundin mining corporation,
,,,,,,,canadian utilities limited,
,,,,,,,bausch health companies inc.,
,,,,,,,toromont industries ltd.,
,,,,,,,igm financial inc.,
,,,,,,,sprott physical gold trust,
,,,,,,,"canadian tire corporation, limited",
,,,,,,,empire company limited,
,,,,,,,nuvei corporation,
,,,,,,,arc resources ltd.,
,,,,,,,saputo inc.,
,,,,,,,west fraser timber co. ltd.,
,,,,,,,molson coors canada inc.,
,,,,,,,ccl industries inc.,
,,,,,,,tfi international inc.,
,,,,,,,linamar corporation,
,,,,,,,summit industrial income reit,
,,,,,,,centerra gold inc.,
,,,,,,,h&r real estate investment trust,
,,,,,,,sagen mi canada inc.,
,,,,,,,gibson energy inc.,
,,,,,,,maple leaf foods inc.,
,,,,,,,prairiesky royalty ltd.,
,,,,,,,first majestic silver corp.,
,,,,,,,"topicus.com, inc.",
,,,,,,,boralex inc.,
,,,,,,,first capital real estate investment trust,
,,,,,,,ci financial corp.,
,,,,,,,ct real estate investment trust,
,,,,,,,alamos gold inc.,
,,,,,,,ats automation tooling systems inc.,
,,,,,,,tricon residential inc.,
,,,,,,,ballard power systems inc.,
,,,,,,,vermilion energy inc.,
,,,,,,,enerplus corporation,
,,,,,,,ecn capital corp.,
,,,,,,,"tilray, inc.",
,,,,,,,kinaxis inc.,
,,,,,,,paramount resources ltd.,
,,,,,,,norbord inc.,
,,,,,,,spin master corp.,
,,,,,,,atlas corp.,
,,,,,,,lightspeed pos inc.,
,,,,,,,stelco holdings inc.,
,,,,,,,premium brands holdings corporation,
,,,,,,,blackberry limited,
,,,,,,,capital power corporation,
,,,,,,,transalta renewables inc.,
,,,,,,,cogeco communications inc.,
,,,,,,,aphria inc.,
,,,,,,,methanex corporation,
,,,,,,,choice properties real estate investment trust,
,,,,,,,atco ltd.,
,,,,,,,meg energy corp.,
,,,,,,,element fleet management corp.,
,,,,,,,snc-lavalin group inc.,
,,,,,,,wpt industrial real estate investment trust,
,,,,,,,interfor corporation,
,,,,,,,goeasy ltd.,
,,,,,,,trillium therapeutics inc.,
,,,,,,,fairfax india holdings corporation,
,,,,,,,killam apartment real estate investment trust,
,,,,,,,nuvista energy ltd.,
,,,,,,,intertape polymer group inc.,
,,,,,,,lundin gold inc.,
,,,,,,,dentalcorp holdings ltd,
,,,,,,,first national financial corporation,
,,,,,,,stella-jones inc.,
,,,,,,,great canadian gaming corporation,
,,,,,,,eldorado gold corporation,
,,,,,,,richelieu hardware ltd.,
,,,,,,,winpak ltd.,
,,,,,,,hudbay minerals inc.,
,,,,,,,northwest healthcare properties real estate investment trust,
,,,,,,,"storagevault canada, inc.",
,,,,,,,aurinia pharmaceuticals inc.,
,,,,,,,chartwell retirement residences,
,,,,,,,canadian solar inc.,
,,,,,,,sprott physical silver trust,
,,,,,,,triple flag precious metals corp,
,,,,,,,osisko gold royalties ltd,
,,,,,,,capstone mining corp.,
,,,,,,,seven generations energy ltd.,
,,,,,,,sangoma technologies corp,
,,,,,,,topaz energy corp.,
,,,,,,,labrador iron ore royalty corporation,
,,,,,,,crombie real estate investment trust,
,,,,,,,dream industrial real estate investment trust,
,,,,,,,boardwalk real estate investment trust,
,,,,,,,canadian western bank,
,,,,,,,baytex energy corp.,
,,,,,,,equinox gold corp.,
,,,,,,,novagold resources inc.,
,,,,,,,nexgen energy ltd.,
,,,,,,,abcellera biologics inc.,
,,,,,,,canfor corporation,
,,,,,,,bombardier inc.,
,,,,,,,parex resources inc.,
,,,,,,,cargojet inc.,
,,,,,,,sprott inc.,
,,,,,,,xenon pharmaceuticals inc.,
,,,,,,,denison mines corp.,
,,,,,,,badger daylighting ltd.,
,,,,,,,transcontinental inc.,
,,,,,,,standard lithium ltd,
,,,,,,,silvercrest metals inc.,
,,,,,,,great bear resources ltd,
,,,,,,,advantage energy ltd,
,,,,,,,sundial growers inc.,
,,,,,,,converge technology solutions corp.,
,,,,,,,ero copper corp.,
,,,,,,,advantage oil & gas ltd.,
,,,,,,,exchange income corporation,
,,,,,,,dye & durham limited,
,,,,,,,artis real estate investment trust,
,,,,,,,cronos group inc.,
,,,,,,,seabridge gold inc.,
,,,,,,,canoe eit income fund,
,,,,,,,china gold international resources corp. ltd.,
,,,,,,,leon's furniture limited,
,,,,,,,international petroleum corporation,
,,,,,,,the lion electric company,
,,,,,,,laurentian bank of canada,
,,,,,,,north west company inc.,
,,,,,,,home capital group inc.,
,,,,,,,andlauer healthcare group inc.,
,,,,,,,sandstorm gold ltd.,
,,,,,,,mag silver corp.,
,,,,,,,celestica inc.,
,,,,,,,freehold royalties ltd.,
,,,,,,,"the north west company, inc.",
,,,,,,,k92 mining inc.,
,,,,,,,tamarack valley energy ltd.,
,,,,,,,docebo inc.,
,,,,,,,superior plus corp.,
,,,,,,,iamgold corporation,
,,,,,,,altus group limited,
,,,,,,,russel metals inc.,
,,,,,,,peyto exploration & development corp.,
,,,,,,,filo mining corp,
,,,,,,,well health technologies corp.,
,,,,,,,autocanada inc.,
,,,,,,,aecon group inc.,
,,,,,,,park lawn corporation,
,,,,,,,sienna senior living inc.,
,,,,,,,africa oil corp.,
,,,,,,,sleep country canada holdings inc.,
,,,,,,,cardinal energy ltd.,
,,,,,,,badger infrastructure solutions ltd,
,,,,,,,fiera capital corporation,
,,,,,,,savaria corporation,
,,,,,,,guardian capital group limited,
,,,,,,,new found gold corp,
,,,,,,,rupert resources ltd,
,,,,,,,"artemis gold, inc.",
,,,,,,,canaccord genuity group inc.,
,,,,,,,mercer international inc.,
,,,,,,,nfi group inc.,
,,,,,,,precision drilling corporation,
,,,,,,,evertz technologies limited,
,,,,,,,equitable group inc.,
,,,,,,,united corporations limited,
,,,,,,,gdi integrated facility services inc.,
,,,,,,,mda ltd,
,,,,,,,uni-select inc.,
,,,,,,,cogeco inc.,
,,,,,,,kelt exploration ltd.,
,,,,,,,pason systems inc.,
,,,,,,,resolute forest products inc.,
,,,,,,,terrascend corp,
,,,,,,,torex gold resources inc.,
,,,,,,,mullen group ltd.,
,,,,,,,solaris resources inc.,
,,,,,,,headwater exploration inc.,
,,,,,,,mainstreet equity corp.,
,,,,,,,cascades inc.,
,,,,,,,mty food group inc.,
,,,,,,,frontera energy corporation,
,,,,,,,jamieson wellness inc.,
,,,,,,,cymbria corporation,
,,,,,,,dundee precious metals inc.,
,,,,,,,spartan delta corp,
,,,,,,,morguard north american residential real estate investment trust,
,,,,,,,storm resources ltd.,
,,,,,,,martinrea international inc.,
,,,,,,,new look vision group inc.,
,,,,,,,copper mountain mining corporation,
,,,,,,,silvercorp metals inc.,
,,,,,,,calian group ltd.,
,,,,,,,hardwoods distribution inc.,
,,,,,,,canwel building materials group ltd.,
,,,,,,,minto apartment real estate investment trust,
,,,,,,,taseko mines limited,
,,,,,,,ag growth international inc.,
,,,,,,,timbercreek financial corp.,
,,,,,,,bsr real estate investment trust,
,,,,,,,"sierra wireless, inc.",
,,,,,,,slate grocery reit,
,,,,,,,maverix metals inc.,
,,,,,,,gogold resources inc.,
,,,,,,,recipe unlimited corporation,
,,,,,,,international battery metals ltd,
,,,,,,,chemtrade logistics income fund,
,,,,,,,cineplex inc.,
,,,,,,,obsidian energy ltd.,
,,,,,,,skeena resources limited,
,,,,,,,"agraflora organics international, inc.",
,,,,,,,secure energy services inc.,
,,,,,,,neo lithium corp,
,,,,,,,aya gold & silver inc.,
,,,,,,,tucows inc.,
,,,,,,,hut 8 mining corp.,
,,,,,,,reconnaissance energy africa ltd,
,,,,,,,bellus health inc.,
,,,,,,,karora resources inc.,
,,,,,,,hive blockchain technologies ltd,
,,,,,,,alaris equity partners income trust,
,,,,,,,aurora cannabis inc.,
,,,,,,,trican well service ltd.,
,,,,,,,endeavour silver corp.,
,,,,,,,clairvest group inc.,
,,,,,,,major drilling group international inc.,
,,,,,,,osisko development corp,
,,,,,,,canacol energy ltd.,
,,,,,,,melcor developments ltd.,
,,,,,,,magellan aerospace corporation,
,,,,,,,wildbrain ltd.,
,,,,,,,automotive properties real estate investment trust,
,,,,,,,richards packaging income fund,
,,,,,,,neo performance materials inc.,
,,,,,,,"cgx energy, inc.",
,,,,,,,teekay tankers ltd.,
,,,,,,,tervita corporation,
,,,,,,,marathon gold corporation,
,,,,,,,ces energy solutions corp.,
,,,,,,,fission uranium corp.,
,,,,,,,organigram holdings inc.,
,,,,,,,new pacific metals corp.,
,,,,,,,héroux-devtek inc.,
,,,,,,,atrium mortgage investment corporation,
,,,,,,,logistec corporation,
,,,,,,,"frontier lithium, inc.",
,,,,,,,a&w revenue royalties income fund,
,,,,,,,gold royalty corp,
,,,,,,,true north commercial real estate investment trust,
,,,,,,,algoma central corporation,
,,,,,,,repare therapeutics inc.,
,,,,,,,sunopta inc.,
,,,,,,,dividend 15 split corp.,
,,,,,,,knight therapeutics inc.,
,,,,,,,bitfarms ltd-canada,
,,,,,,,rogers sugar inc.,
,,,,,,,global atomic corporation,
,,,,,,,"village farms international, inc.",
,,,,,,,"halo labs, inc.",
,,,,,,,doman building materials group ltd,
,,,,,,,chorus aviation inc.,
,,,,,,,worksport ltd,
,,,,,,,arizona metals corp,
,,,,,,,josemaria resources inc.,
,,,,,,,roxgold inc.,
,,,,,,,premier gold mines limited,
,,,,,,,"nanoxplore, inc.",
,,,,,,,gran tierra energy inc.,
,,,,,,,pollard banknote limited,
,,,,,,,nexus real estate investment trust,
,,,,,,,ibi group inc.,
,,,,,,,"nouveau monde graphite, inc.",
,,,,,,,real matters inc.,
,,,,,,,powertap hydrogen capital corp,
,,,,,,,pro real estate investment trust,
,,,,,,,firm capital mortgage investment corporation,
,,,,,,,pizza pizza royalty corp.,
,,,,,,,isoenergy ltd,
,,,,,,,european residential real estate investment trust,
,,,,,,,voxtur analytics corp,
,,,,,,,american lithium corp,
,,,,,,,high liner foods incorporated,
,,,,,,,pyrogenesis canada inc.,
,,,,,,,asante gold corp,
,,,,,,,tecsys inc.,
,,,,,,,aimia inc.,
,,,,,,,hls therapeutics inc.,
,,,,,,,twc enterprises limited,
,,,,,,,mcewen mining inc.,
,,,,,,,bird construction inc.,
,,,,,,,"loop industries, inc.",
,,,,,,,north american construction group ltd.,
,,,,,,,"peak positioning technologies, inc.",
,,,,,,,calibre mining corp.,
,,,,,,,"leucrotta exploration, inc.",
,,,,,,,corvus gold inc.,
,,,,,,,imperial metals corporation,
,,,,,,,foran mining corp,
,,,,,,,wall financial corporation,
,,,,,,,nomad royalty company ltd.,
,,,,,,,corby spirit and wine limited,
,,,,,,,sabina gold & silver corp.,
,,,,,,,"city office reit, inc.",
,,,,,,,helios fairfax partners corporation,
,,,,,,,dexterra group inc.,
,,,,,,,absolute software corporation,
,,,,,,,dorel industries inc.,
,,,,,,,canfor pulp products inc.,
,,,,,,,guru organic energy corp.,
,,,,,,,"the real brokerage, inc.",
,,,,,,,slate office reit,
,,,,,,,shawcor ltd.,
,,,,,,,belo sun mining corp.,
,,,,,,,medical facilities corporation,
,,,,,,,nextsource materials inc.,
,,,,,,,yellow pages limited,
,,,,,,,enthusiast gaming holdings inc.,
,,,,,,,africa energy corp,
,,,,,,,k-bro linen inc.,
,,,,,,,orezone gold corp,
,,,,,,,"greenfirst forest products, inc.",
,,,,,,,tudor gold corp,
,,,,,,,sernova corp,
,,,,,,,metalla royalty & streaming ltd.,
,,,,,,,prime mining corp,
,,,,,,,vecima networks inc.,
,,,,,,,teekay corporation,
,,,,,,,pinnacle renewable energy inc.,
,,,,,,,photon control inc.,
,,,,,,,boston pizza royalties income fund,
,,,,,,,"verticalscope holdings, inc.",
,,,,,,,exco technologies limited,
,,,,,,,zymeworks inc.,
,,,,,,,eskay mining corp,
,,,,,,,ascot resources ltd.,
,,,,,,,uranium royalty corp,
,,,,,,,madison pacific properties inc.,
,,,,,,,fusion pharmaceuticals inc.,
,,,,,,,riv capital inc.,
,,,,,,,dream impact trust,
,,,,,,,diversified royalty corp.,
,,,,,,,versabank,
,,,,,,,just energy group inc.,
,,,,,,,"petroshale, inc.",
,,,,,,,los andes copper ltd,
,,,,,,,emerita resources corp,
,,,,,,,silver elephant mining corp.,
,,,,,,,bonterra energy corp.,
,,,,,,,gage growth corp,
,,,,,,,critical elements lithium corp,
,,,,,,,taiga building products ltd.,
,,,,,,,goldmining inc.,
,,,,,,,inovalis real estate investment trust,
,,,,,,,altius renewable royalties corp.,
,,,,,,,touchstone exploration inc.,
,,,,,,,jaguar mining inc.,
,,,,,,,encore energy corp,
,,,,,,,"poet technologies, inc.",
,,,,,,,lucara diamond corp.,
,,,,,,,electrameccanica vehicles corp.,
