00-avengers-employees,04-iGMM-employees,08-slytherin-employees,10-DeBiGa-employees
,,"6,253",
,,"24,025",
,,not found,
,,not found,
,,"5,032",
,,not found,
,,"3,540",
,,not found,
,,260,
,,23,
,,"3,602",
,,"5,426",
,,"11,900",
,,not found,
,,22,
,,124,
,,"39,192",
,,"12,000",
,,186,
,,"2,000",
,,not found,
,,"240,000",
,,980,
,,"18,452",
,,"4,654",
,,"167,201",
,,not found,
,,"1,227",
,,not found,
,,699,
,,147,
,,"2,500",
,,not found,
,,not found,
,,"2,619",
,,863,
,,not found,
,,not found,
,,197,
,,116,
,,not found,
,,859,
,,"4,609",
,,44,
,,"10,534",
,,1,
,,"2,000",
,,not found,
,,22,
,,not found,
,,not found,
,,10,
,,not found,
,,617,
,,not found,
,,930,
,,not found,
,,not found,
,,not found,
,,645,
,,not found,
,,64,
,,"2,999",
,,not found,
,,not found,
,,not found,
,,"2,569",
,,not found,
,,"40,000",
,,not found,
,,not found,
,,772,
,,"3,700",
,,not found,
,,426,
,,not found,
,,"15,000",
,,not found,
,,not found,
,,87,
,,not found,
,,not found,
,,"1,000",
,,519,
,,620,
,,not found,
,,not found,
,,not found,
,,134,
,,not found,
,,not found,
,,"1,114",
,,41,
,,902,
,,551,
,,not found,
,,"10,000",
,,not found,
,,not found,
,,"1,353",
,,not found,
,,170,
,,not found,
,,not found,
,,"6,164",
,,not found,
,,537,
,,not found,
,,not found,
,,not found,
,,not found,
,,251,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,933,
,,916,
,,not found,
,,not found,
,,700,
,,124,
,,306,
,,not found,
,,not found,
,,46,
,,458,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,284,
,,not found,
,,not found,
,,not found,
,,"1,400",
,,not found,
,,848,
,,115,
,,170,
,,not found,
,,1,
,,not found,
,,not found,
,,"1,052",
,,151,
,,400,
,,not found,
,,"1,000",
,,"2,000",
,,375,
,,not found,
,,not found,
,,70,
,,not found,
,,700,
,,99,
,,409,
,,not found,
,,not found,
,,not found,
,,708,
,,not found,
,,not found,
,,not found,
,,96,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,235,
,,105,
,,not found,
,,199,
,,not found,
,,83,
,,not found,
,,not found,
,,184,
,,not found,
,,not found,
,,567,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,233,
,,not found,
,,315,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"1,600",
,,not found,
,,not found,
,,not found,
,,not found,
,,408,
,,not found,
,,300,
,,223,
,,812,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,20,
,,not found,
,,not found,
,,61,
,,not found,
,,346,
,,not found,
,,756,
,,"3,500",
,,not found,
,,not found,
,,108,
,,not found,
,,not found,
,,not found,
,,not found,
,,"1,500",
,,not found,
,,366,
,,81,
,,18,
,,not found,
,,39,
,,52,
,,not found,
,,not found,
,,63,
,,694,
,,861,
,,258,
,,not found,
,,not found,
,,not found,
,,not found,
,,"1,700",
,,51,
,,824,
,,710,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,118,
,,134,
,,32,
,,788,
,,not found,
,,965,
,,not found,
,,234,
,,not found,
,,not found,
,,382,
,,not found,
,,not found,
,,not found,
,,not found,
,,93,
,,251,
,,111,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,379,
,,861,
,,not found,
,,254,
,,66,
,,not found,
,,not found,
,,"2,200",
,,"1,874",
,,not found,
,,26,
,,not found,
,,not found,
,,not found,
,,not found,
,,377,
,,not found,
,,198,
,,not found,
,,137,
,,323,
,,72,
,,not found,
,,not found,
,,"2,374",
,,not found,
,,not found,
,,not found,
,,355,
,,587,
,,not found,
,,786,
,,not found,
,,70,
,,900,
,,not found,
,,421,
,,51,
,,not found,
,,485,
,,40,
,,not found,
,,not found,
,,not found,
,,not found,
,,33,
,,not found,
,,255,
,,not found,
,,not found,
,,not found,
,,64,
,,536,
,,151,
,,121,
,,10,
,,48,
,,not found,
,,507,
,,64,
,,not found,
,,"1,600",
,,49,
,,not found,
,,387,
,,not found,
,,not found,
,,not found,
,,400,
,,not found,
,,not found,
,,99,
,,not found,
,,not found,
,,151,
,,not found,
,,not found,
,,not found,
,,not found,
,,64,
,,not found,
,,not found,
,,not found,
,,104,
,,not found,
,,not found,
,,not found,
,,181,
,,24,
,,"1,858",
,,33,
,,not found,
,,12,
,,not found,
,,not found,
,,not found,
,,70,
,,not found,
,,not found,
,,not found,
,,"1,897",
,,not found,
,,not found,
,,59,
,,329,
,,162,
,,not found,
,,not found,
,,not found,
,,not found,
,,6,
,,not found,
,,75,
,,110,
,,10,
,,not found,
,,not found,
,,not found,
,,99,
,,not found,
,,not found,
,,not found,
,,not found,
,,161,
,,426,
,,29,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,9,
,,"94,135",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"100,000",
,,"3,202",
,,not found,
,,not found,
,,630,
,,not found,
,,not found,
,,58,
,,not found,
,,67,
,,not found,
,,not found,
,,30,
,,14,
,,not found,
,,not found,
,,not found,
,,39,
,,6,
,,160,
,,not found,
,,not found,
,,not found,
,,123,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,43,
,,27,
,,not found,
,,649,
,,34,
,,353,
,,not found,
,,74,
,,131,
,,not found,
,,"2,534",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,132,
,,not found,
,,not found,
,,not found,
,,not found,
,,"2,049",
,,640,
,,129,
,,255,
,,not found,
,,not found,
,,103,
,,91,
,,99,
,,not found,
,,150,
,,417,
,,not found,
,,not found,
,,175,
,,23,
,,not found,
,,not found,
,,not found,
,,356,
,,84,
,,not found,
,,not found,
,,not found,
,,not found,
,,294,
,,not found,
,,453,
,,not found,
,,not found,
,,not found,
,,568,
,,not found,
,,422,
,,not found,
,,"7,480",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"5,928",
,,"8,852",
,,not found,
,,243,
,,518,
,,not found,
,,"4,000",
,,"3,053",
,,not found,
,,not found,
,,586,
,,not found,
,,"1,541",
,,not found,
,,970,
,,"23,103",
,,not found,
,,not found,
,,646,
,,"22,934",
,,"22,914",
,,"24,346",
,,"29,622",
,,"10,473",
,,"29,800",
,,"33,000",
,,363,
,,849,
,,287,
,,"1,200",
,,298,
,,not found,
,,not found,
,,"2,800",
,,not found,
,,"2,600",
,,"1,110",
,,not found,
,,"1,144",
,,860,
,,not found,
,,not found,
,,400,
,,547,
,,16,
,,not found,
,,not found,
,,not found,
,,not found,
,,"2,121",
,,164,
,,not found,
,,766,
,,"3,784",
,,"1,149",
,,"8,000",
,,not found,
,,"2,131",
,,797,
,,600,
,,not found,
,,335,
,,243,
,,"19,354",
,,"6,400",
,,"14,500",
,,"3,760",
,,not found,
,,30,
,,not found,
,,"1,150",
,,not found,
,,not found,
,,94,
,,not found,
,,not found,
,,230,
,,not found,
,,"1,600",
,,123,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,177,
,,500,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,663,
,,not found,
,,107,
,,500,
,,175,
,,870,
,,not found,
,,622,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,84,
,,11,
,,32,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,31,
,,75,
,,98,
,,not found,
,,58,
,,158,
,,286,
,,not found,
,,not found,
,,not found,
,,163,
,,not found,
,,300,
,,not found,
,,700,
,,988,
,,"2,188",
,,not found,
,,not found,
,,not found,
,,not found,
,,94,
,,834,
,,not found,
,,not found,
,,658,
,,292,
,,752,
,,"9,240",
,,"4,921",
,,"1,001",
,,"5,788",
,,441,
,,"4,187",
,,not found,
,,not found,
,,"50,000",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"4,355",
,,not found,
,,"1,360",
,,not found,
,,"1,777",
,,not found,
,,"9,387",
,,not found,
,,not found,
,,not found,
,,not found,
,,"2,146",
,,not found,
,,not found,
,,not found,
,,not found,
,,"5,168",
,,"60,000",
,,not found,
,,not found,
,,"357,000",
,,"32,000",
,,not found,
,,"113,000",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"101,374",
,,not found,
,,not found,
,,not found,
,,"11,194",
,,"1,568",
,,"2,971",
,,717,
,,"287,866",
,,"8,160",
,,"2,440",
,,"8,043",
,,947,
,,"2,891",
,,"3,259",
,,62,
,,"1,827",
,,"2,917",
,,"1,402",
,,"12,000",
,,"4,746",
,,156,
,,"4,775",
,,"90,047",
,,not found,
,,"1,121",
,,"9,500",
,,"7,152",
,,"4,006",
,,"12,741",
,,"72,155",
,,"34,544",
,,651,
,,361,
,,"2,966",
,,"17,462",
,,"20,909",
,,"12,202",
,,"3,119",
,,"6,158",
,,"2,746",
,,"35,606",
,,"9,711",
,,"7,844",
,,882,
,,109,
,,41,
,,"2,143",
,,205,
,,"6,371",
,,"9,810",
,,"2,281",
,,"21,565",
,,"12,947",
,,not found,
,,"4,333",
,,294,
,,669,
,,"2,895",
,,64,
,,"1,997",
,,"19,450",
,,"30,525",
,,"12,939",
,,"5,777",
,,"1,425",
,,"8,805",
,,"5,263",
,,"4,165",
,,"9,032",
,,993,
,,"1,928",
,,"7,717",
,,"10,811",
,,407,
,,"3,422",
,,362,
,,"3,349",
,,"5,933",
,,"2,783",
,,"8,546",
,,"3,296",
,,"19,334",
,,"9,508",
,,"5,200",
,,"2,561",
,,948,
,,"2,016",
,,"2,089",
,,440,
,,912,
,,"4,454",
,,578,
,,"16,842",
,,"3,274",
,,"4,958",
,,"7,035",
,,"1,126",
,,"3,004",
,,256,
,,747,
,,"2,296",
,,"6,572",
,,"34,509",
,,"2,830",
,,"4,792",
,,"3,337",
,,"3,796",
,,"2,392",
,,481,
,,441,
,,"3,474",
,,546,
,,"1,072",
,,"13,940",
,,"3,981",
,,"3,370",
,,"2,321",
,,29,
,,"1,235",
,,"14,694",
,,"11,757",
,,776,
,,"7,321",
,,535,
,,"5,231",
,,"12,022",
,,"2,202",
,,"2,441",
,,24,
,,100,
,,"13,445",
,,864,
,,711,
,,"1,271",
,,"1,877",
,,776,
,,"8,641",
,,"8,566",
,,123,
,,51,
,,"2,884",
,,"10,855",
,,281,
,,616,
,,"2,251",
,,466,
,,"5,477",
,,932,
,,"2,499",
,,"1,810",
,,"6,034",
,,44,
,,349,
,,"1,381",
,,"1,249",
,,21,
,,"1,621",
,,917,
,,483,
,,214,
,,"2,029",
,,413,
,,"1,497",
,,639,
,,"1,031",
,,"1,614",
,,"9,022",
,,452,
,,517,
,,350,
,,"2,941",
,,"1,847",
,,"3,480",
,,"1,290",
,,89,
,,171,
,,"1,704",
,,304,
,,310,
,,"1,219",
,,405,
,,199,
,,650,
,,159,
,,224,
,,"17,186",
,,"3,187",
,,"1,144",
,,"1,171",
,,5,
,,720,
,,351,
,,"1,232",
,,"6,845",
,,439,
,,90,
,,"8,320",
,,495,
,,"4,049",
,,351,
,,576,
,,"7,061",
,,"1,780",
,,882,
,,496,
,,"9,623",
,,"7,755",
,,"14,070",
,,"5,251",
,,"1,234",
,,733,
,,"5,585",
,,"1,159",
,,723,
,,40,
,,187,
,,84,
,,"1,382",
,,"1,876",
,,"5,006",
,,273,
,,742,
,,228,
,,169,
,,150,
,,527,
,,725,
,,95,
,,804,
,,178,
,,96,
,,"1,615",
,,283,
,,378,
,,"1,448",
,,731,
,,521,
,,209,
,,28,
,,"17,623",
,,381,
,,251,
,,75,
,,917,
,,293,
,,"3,771",
,,"4,014",
,,193,
,,188,
,,330,
,,"1,786",
,,not found,
,,"2,752",
,,"2,163",
,,"3,181",
,,"2,093",
,,240,
,,402,
,,36,
,,255,
,,357,
,,55,
,,"1,154",
,,"1,072",
,,"1,528",
,,"1,286",
,,628,
,,723,
,,776,
,,"1,828",
,,476,
,,"2,411",
,,263,
,,357,
,,268,
,,"1,478",
,,227,
,,117,
,,437,
,,258,
,,202,
,,762,
,,66,
,,"3,567",
,,"2,264",
,,407,
,,9,
,,725,
,,63,
,,45,
,,950,
,,6,
,,198,
,,708,
,,61,
,,"1,312",
,,880,
,,47,
,,130,
,,"1,179",
,,39,
,,"1,157",
,,not found,
,,193,
,,169,
,,748,
,,not found,
,,"3,865",
,,"1,581",
,,335,
,,"3,416",
,,"11,012",
,,"2,622",
,,71,
,,571,
,,not found,
,,27,
,,590,
,,170,
,,425,
,,18,
,,222,
,,"1,241",
,,"1,063",
,,237,
,,30,
,,"2,336",
,,577,
,,215,
,,449,
,,177,
,,"4,190",
,,48,
,,129,
,,510,
,,"3,353",
,,116,
,,"1,097",
,,"1,120",
,,74,
,,283,
,,594,
,,"1,002",
,,196,
,,676,
,,18,
,,15,
,,625,
,,401,
,,169,
,,197,
,,110,
,,912,
,,"2,397",
,,387,
,,"1,133",
,,348,
,,130,
,,806,
,,291,
,,21,
,,60,
,,"1,273",
,,7,
,,6,
,,"2,777",
,,"1,318",
,,194,
,,"1,998",
,,195,
,,6,
,,346,
,,11,
,,17,
,,74,
,,243,
,,825,
,,940,
,,87,
,,20,
,,26,
,,896,
,,10,
,,26,
,,392,
,,22,
,,115,
,,9,
,,118,
,,569,
,,375,
,,923,
,,314,
,,"1,498",
,,28,
,,71,
,,"1,280",
,,205,
,,220,
,,131,
,,169,
,,650,
,,"1,046",
,,1,
,,604,
,,37,
,,89,
,,"1,190",
,,41,
,,5,
,,290,
,,7,
,,54,
,,866,
,,149,
,,330,
,,730,
,,7,
,,162,
,,66,
,,485,
,,376,
,,279,
,,"1,989",
,,"7,239",
,,9,
,,30,
,,66,
,,427,
,,355,
,,61,
,,12,
,,481,
,,21,
,,35,
,,18,
,,44,
,,125,
,,24,
,,2,
,,519,
,,114,
,,13,
,,87,
,,197,
,,7,
,,211,
,,11,
,,5,
,,60,
,,"7,376",
,,25,
,,500,
,,"1,009",
,,159,
,,35,
,,396,
,,32,
,,395,
,,39,
,,not found,
,,159,
,,17,
,,167,
,,17,
,,6,
,,228,
,,78,
,,146,
,,7,
,,"3,513",
,,493,
,,88,
,,53,
,,21,
,,14,
,,412,
,,922,
,,325,
,,242,
,,512,
,,84,
,,223,
,,9,
,,884,
,,875,
,,12,
,,172,
,,41,
,,"2,083",
,,59,
,,777,
,,112,
,,121,
,,50,
,,86,
,,64,
,,8,
,,330,
,,"1,942",
,,39,
,,173,
,,197,
,,670,
,,14,
,,67,
,,608,
,,287,
,,23,
,,55,
,,104,
,,163,
,,41,
,,38,
,,18,
,,11,
,,72,
,,162,
,,22,
,,192,
,,182,
,,142,
,,50,
,,44,
,,4,
,,397,
,,84,
,,389,
,,not found,
,,11,
,,104,
,,35,
,,372,
,,20,
,,12,
,,21,
,,8,
,,211,
,,13,
,,27,
,,83,
,,40,
,,520,
,,"1,472",
,,103,
,,908,
,,4,
,,216,
,,24,
,,50,
,,88,
,,not found,
,,55,
,,19,
,,189,
,,271,
,,29,
,,18,
,,83,
,,75,
,,179,
,,217,
,,105,
,,32,
,,262,
,,32,
,,342,
,,171,
,,380,
,,106,
,,10,
,,265,
,,17,
,,47,
,,245,
,,24,
,,147,
,,119,
,,698,
,,590,
,,846,
,,183,
,,598,
,,14,
,,167,
,,"1,775",
,,575,
,,"2,070",
,,700,
,,"32,799",
,,103,
,,81,
,,395,
,,18,
,,105,
,,131,
,,525,
,,190,
,,823,
,,828,
,,"1,325",
,,135,
,,"1,149",
,,"1,659",
,,"2,335",
,,321,
,,574,
,,not found,
,,112,
,,422,
,,"1,104",
,,"2,441",
,,"5,447",
,,364,
,,746,
,,"2,487",
,,246,
,,382,
,,852,
,,393,
,,256,
,,100,
,,"1,767",
,,314,
,,14,
,,344,
,,389,
,,"2,391",
,,758,
,,"1,823",
,,304,
,,"1,189",
,,12,
,,"1,908",
,,"14,065",
,,"10,328",
,,792,
,,"1,815",
,,414,
,,155,
,,40,
,,"5,902",
,,"5,302",
,,626,
,,"2,474",
,,144,
,,445,
,,299,
,,"28,869",
,,"4,007",
,,"22,523",
,,"12,205",
,,"14,752",
,,631,
,,28,
,,"3,480",
,,"29,118",
,,"26,362",
,,"5,935",
,,"2,083",
,,371,
,,"123,894",
,,"20,817",
,,"37,840",
,,"79,398",
,,"25,370",
,,228,
,,163,
,,"1,002",
,,"6,723",
,,300,
,,"3,372",
,,not found,
,,678,
,,281,
,,"2,969",
,,"21,067",
,,"6,090",
,,not found,
,,"5,745",
,,"1,691",
,,not found,
,,"2,096",
,,532,
,,"3,363",
,,677,
,,212,
,,"3,031",
,,"9,270",
,,172,
,,"1,457",
,,"3,681",
,,"25,452",
,,"1,791",
,,"7,273",
,,"5,196",
,,"3,494",
,,"7,441",
,,not found,
,,"29,148",
,,"10,087",
,,"30,608",
,,"7,000",
,,"8,667",
,,"6,641",
,,"1,177",
,,"40,000",
,,"33,211",
,,"12,063",
,,not found,
,,"24,773",
,,"33,327",
,,"22,000",
,,"25,844",
,,"32,426",
,,"10,918",
,,"46,500",
,,"19,998",
,,"15,665",
,,"3,139",
,,"23,865",
,,"1,339",
,,"43,838",
,,"51,209",
,,"17,236",
,,"32,000",
,,"10,210",
,,"38,486",
,,"16,125",
,,"3,531",
,,"31,571",
,,"91,000",
,,"17,043",
,,"190,875",
,,"11,276",
,,"122,909",
,,"20,567",
,,"316,078",
,,"24,519",
,,"3,346",
,,"82,969",
,,"13,832",
,,"16,051",
,,888,
,,"18,902",
,,"52,450",
,,"8,855",
,,"63,227",
,,"50,280",
,,"53,870",
,,"2,800",
,,"39,281",
,,"108,718",
,,"118,909",
,,"548,042",
,,"66,800",
,,"95,950",
,,"14,106",
,,"216,528",
,,"60,334",
,,"155,411",
,,"303,000",
,,"289,282",
,,"645,318",
,,"107,415",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,267,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"16,000",
,,not found,
,,not found,
,,"1,480",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"2,638",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"4,059",
,,"3,618",
,,not found,
,,"34,670",
,,"3,280",
,,"2,997",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"1,192",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"7,525",
,,"5,403",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,76,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,729,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,108,
,,not found,
,,not found,
,,not found,
,,not found,
,,573,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"5,660",
,,"4,156",
,,not found,
,,not found,
,,"15,078",
,,not found,
,,"16,113",
,,not found,
,,"15,891",
,,"90,000",
,,"6,810",
,,"55,300",
,,322,
,,"9,400",
,,"20,000",
,,"5,700",
,,"215,298",
,,"6,260",
,,"82,000",
,,"158,000",
,,"30,000",
,,"2,349",
,,"10,600",
,,44,
,,"5,700",
,,"9,095",
,,"20,000",
,,"27,804",
,,"26,000",
,,"28,000",
,,"23,000",
,,"5,938",
,,38,
,,"200,000",
,,"5,400",
,,"22,719",
,,"90,800",
,,"98,000",
,,"18,421",
,,"16,000",
,,"16,922",
,,"38,000",
,,"25,000",
,,"49,781",
,,"24,400",
,,"7,017",
,,"46,030",
,,"11,834",
,,"9,735",
,,"23,500",
,,"43,863",
,,"10,000",
,,"10,900",
,,"89,782",
,,"150,000",
,,"22,604",
,,"90,000",
,,"85,211",
,,"17,378",
,,"2,574",
,,"3,321",
,,"3,170",
,,"4,800",
,,not found,
,,"4,100",
,,"1,417",
,,"4,685",
,,"3,645",
,,45,
,,"10,000",
,,"2,959",
,,not found,
,,"14,600",
,,140,
,,116,
,,80,
,,"4,635",
,,"16,700",
,,"8,605",
,,313,
,,787,
,,907,
,,733,
,,"1,341",
,,not found,
,,355,
,,112,
,,not found,
,,"1,000",
,,"3,645",
,,819,
,,365,
,,not found,
,,"2,140",
,,"5,000",
,,"4,000",
,,705,
,,"8,036",
,,"34,713",
,,"4,427",
,,"7,632",
,,361,
,,"3,964",
,,"12,269",
,,not found,
,,"6,000",
,,"6,800",
,,"2,250",
,,550,
,,"2,511",
,,131,
,,657,
,,355,
,,828,
,,"4,887",
,,"7,828",
,,"2,936",
,,"1,050",
,,635,
,,"10,117",
,,"1,893",
,,759,
,,"10,000",
,,"1,608",
,,"8,745",
,,"4,372",
,,"6,300",
,,"3,714",
,,"4,216",
,,"1,224",
,,"4,933",
,,"1,865",
,,553,
,,"3,900",
,,"8,680",
,,"2,160",
,,"9,683",
,,"10,000",
,,"10,767",
,,"12,225",
,,"9,291",
,,808,
,,928,
,,"3,930",
,,"16,546",
,,"13,213",
,,"7,427",
,,"2,077",
,,"9,011",
,,"10,000",
,,143,
,,600,
,,"2,481",
,,"8,874",
,,"6,505",
,,"1,998",
,,"269,523",
,,626,
,,"3,242",
,,"5,348",
,,"2,890",
,,"2,537",
,,"1,699",
,,"7,228",
,,"2,417",
,,820,
,,"1,814",
,,"1,187",
,,"1,729",
,,"3,720",
,,"3,285",
,,"2,800",
,,"4,873",
,,64,
,,443,
,,"1,493",
,,262,
,,"3,200",
,,"1,687",
,,475,
,,"4,032",
,,296,
,,"3,521",
,,197,
,,700,
,,"21,244",
,,"1,849",
,,"6,348",
,,"9,100",
,,718,
,,"2,629",
,,"20,774",
,,878,
,,"1,377",
,,"1,232",
,,"1,091",
,,500,
,,"2,154",
,,"1,737",
,,"4,746",
,,"31,075",
,,"2,067",
,,319,
,,"3,113",
,,"3,083",
,,466,
,,"3,800",
,,564,
,,"6,830",
,,800,
,,686,
,,"3,018",
,,626,
,,"2,833",
,,684,
,,"1,631",
,,159,
,,"2,144",
,,125,
,,"3,934",
,,607,
,,6,
,,"1,000",
,,29,
,,352,
,,468,
,,11,
,,"1,500",
,,765,
,,"2,800",
,,240,
,,41,
,,"2,225",
,,"5,014",
,,330,
,,"1,100",
,,141,
,,723,
,,"3,049",
,,"1,400",
,,"5,086",
,,"1,187",
,,"3,001",
,,"2,141",
,,456,
,,"5,935",
,,"4,300",
,,66,
,,193,
,,"3,279",
,,354,
,,708,
,,112,
,,688,
,,724,
,,95,
,,"1,320",
,,not found,
,,15,
,,116,
,,"4,346",
,,120,
,,"1,114",
,,243,
,,117,
,,248,
,,584,
,,127,
,,84,
,,324,
,,255,
,,691,
,,183,
,,159,
,,782,
,,"6,384",
,,176,
,,719,
,,11,
,,278,
,,273,
,,69,
,,"5,833",
,,158,
,,170,
,,800,
,,74,
,,"1,757",
,,53,
,,219,
,,64,
,,41,
,,486,
,,641,
,,238,
,,66,
,,306,
,,127,
,,614,
,,96,
,,198,
,,385,
,,28,
,,"3,678",
,,71,
,,110,
,,not found,
,,515,
,,not found,
,,190,
,,60,
,,231,
,,249,
,,118,
,,72,
,,66,
,,472,
,,180,
,,300,
,,41,
,,49,
,,250,
,,275,
,,"1,118",
,,9,
,,569,
,,170,
,,94,
,,not found,
,,197,
,,11,
,,20,
,,945,
,,25,
,,688,
,,78,
,,15,
,,204,
,,75,
,,147,
,,66,
,,284,
,,not found,
,,227,
,,not found,
,,52,
,,201,
,,600,
,,229,
,,350,
,,121,
,,143,
,,12,
,,324,
,,568,
,,257,
,,83,
,,824,
,,not found,
,,6,
,,23,
,,218,
,,"1,068",
,,531,
,,60,
,,52,
,,175,
,,413,
,,97,
,,not found,
,,5,
,,61,
,,453,
,,11,
,,80,
,,8,
,,not found,
,,170,
,,not found,
,,6,
,,125,
,,33,
,,289,
,,1,
,,36,
,,31,
,,2,
,,200,
,,70,
,,16,
,,169,
,,27,
,,41,
,,140,
,,not found,
,,112,
,,225,
,,800,
,,not found,
,,22,
,,2,
,,260,
,,35,
,,"4,652",
,,"13,140",
,,122,
,,"4,929",
,,4,
,,436,
,,110,
,,226,
,,82,
,,not found,
,,92,
,,7,
,,6,
,,2,
,,4,
,,151,
,,123,
,,20,
,,10,
,,87,
,,198,
,,45,
,,63,
,,617,
,,67,
,,108,
,,79,
,,29,
,,6,
,,12,
,,13,
,,53,
,,3,
,,334,
,,250,
,,17,
,,760,
,,153,
,,125,
,,37,
,,11,
,,463,
,,90,
,,120,
,,158,
,,117,
,,62,
,,308,
,,"1,047",
,,46,
,,269,
,,"2,340",
,,47,
,,726,
,,12,
,,525,
,,"2,680",
,,262,
,,39,
,,172,
,,"1,275",
,,216,
,,568,
,,"3,455",
,,"2,484",
,,"8,070",
,,795,
,,135,
,,"1,700",
,,"1,000",
,,"17,402",
,,644,
,,897,
,,14,
,,"25,000",
,,42,
,,573,
,,"3,392",
,,"4,786",
,,"19,999",
,,"2,656",
,,639,
,,"32,000",
,,"18,128",
,,"1,990",
,,"11,968",
,,"3,702",
,,"22,441",
,,"18,116",
,,"21,754",
,,"4,674",
,,"1,212",
,,"29,427",
,,"39,000",
,,"6,184",
,,"95,000",
,,"77,958",
,,"49,780",
,,"47,792",
,,"30,690",
,,"2,014",
,,"9,648",
,,"52,338",
,,"3,092",
,,"11,243",
,,"2,024",
,,"4,973",
,,"30,000",
,,"1,305",
,,"4,686",
,,"12,587",
,,237,
,,"4,405",
,,"4,000",
,,"4,398",
,,"4,996",
,,"20,000",
,,"122,000",
,,"3,388",
,,"80,879",
,,"31,495",
,,"78,000",
,,"66,279",
,,"74,621",
,,"4,609",
,,"1,503",
,,"11,145",
,,"2,236",
,,288,
,,"12,955",
,,65,
,,290,
,,not found,
,,"2,653",
,,"4,230",
,,"5,974",
,,270,
,,35,
,,336,
,,"2,300",
,,"13,000",
,,82,
,,560,
,,"9,000",
,,"9,000",
,,"12,134",
,,"8,071",
,,"75,000",
,,"2,211",
,,"9,900",
,,376,
,,"8,916",
,,"13,689",
,,"3,200",
,,"11,000",
,,"8,696",
,,"48,000",
,,"38,330",
,,"22,000",
,,"4,999",
,,"19,000",
,,"17,000",
,,"16,813",
,,"1,890",
,,"13,000",
,,"40,000",
,,"77,400",
,,"155,000",
,,"20,000",
,,"37,000",
,,"85,947",
,,"101,000",
,,"90,000",
,,"699,000",
,,"3,297",
,,"1,850",
,,"2,500",
,,"5,700",
,,"72,700",
,,"301,236",
