name,code,rank,marketcap,country,sharePrice,change(1day),change(1year),categories
Unitech Group,UNITECH.NS,6618,$61.57 M,India,$0.02000,-2.56%,-33.33%,"['Realestate', 'Investment']"
Tiziana Life Sciences,TLSA,6616,$62.51 M,UK,$0.61,0.20%,-50.00%,"['Pharmaceuticals', 'Biotech']"
Adverum Biotechnologies,ADVM,6615,$63.04 M,USA,$0.63,-1.34%,-64.20%,"['Genetherapy', 'Genomics', 'Pharmaceuticals', 'Biotech']"
Apyx Medical,APYX,6614,$63.31 M,USA,$1.83,0.55%,-87.13%,['Medicaldevices']
ATI Physical Therapy,ATIP,6613,$63.39 M,USA,$0.31,-7.30%,-91.29%,[]
NCS Multistage,NCSM,6612,$64.2 M,USA,$26.66,-0.15%,-14.00%,"['OilGas', 'OilGasEquipmentServices']"
Camber Energy,CEI,6610,$64.36 M,USA,$0.09000,-5.09%,-91.96%,"['OilGas', 'Energy']"
geechs,7060.T,6611,$64.31 M,Japan,$6.11,-1.76%,-64.21%,"['Videogames', 'Entertainment', 'Tech']"
Imperial Petroleum,IMPP,6609,$64.78 M,Greece,$0.34,3.23%,-92.83%,"['Transportation', 'Maritimetransportation', 'OilGas']"
Imagineer,4644.T,6608,$65 M,Japan,$6.77,0.11%,-22.45%,"['Videogames', 'Entertainment']"
Aeria,3758.T,6606,$65.08 M,Japan,$2.94,-1.47%,-19.23%,"['Internet', 'Videogames', 'Entertainment']"
Manhattan Bridge Capital,LOAN,6607,$65.06 M,USA,$5.66,-2.25%,-1.57%,"['REITs', 'Realestate', 'Investment']"
vTv Therapeutics,VTVT,6605,$65.19 M,USA,$0.80,-1.20%,-30.43%,['Pharmaceuticals']
eMagin,EMAN,6602,$66.1 M,USA,$0.85,1.82%,-45.86%,['Electronics']
Gamesparcs,6542.TWO,6603,$65.98 M,Taiwan,$1.57,0.00%,-22.28%,"['Videogames', 'Entertainment']"
Vista Gold,VGZ,6604,$65.87 M,USA,$0.56,1.24%,-21.13%,"['Mining', 'Goldmining']"
Broccoli,2706.T,6580,$71.7 M,Japan,$8.20,0.27%,-30.63%,"['Videogames', 'Entertainment', 'Retail']"
Aptose Biosciences,APTO,6601,$66.93 M,Canada,$0.72,-0.03%,-65.38%,"['Biotech', 'Pharmaceuticals']"
Reliance Communications,RCOM.NS,6578,$72.16 M,India,$0.03000,0.00%,-25.00%,['Telecommunication']
Sotherly Hotels,SOHO,6579,$72.03 M,USA,$1.86,0.54%,-22.18%,"['Hotels', 'Realestate', 'Investment', 'REITs', 'Travel']"
Pieris Pharmaceuticals,PIRS,6577,$72.17 M,USA,$0.97,-1.02%,-72.98%,['Pharmaceuticals']
Longeveron,LGVN,6576,$72.51 M,USA,$3.45,0.88%,-82.38%,"['Pharmaceuticals', 'Biotech']"
Volta,VLTA,6575,$73.23 M,USA,$0.42,-10.36%,-95.40%,"['Energy', 'Electricity']"
Rapid Micro Biosystems,RPID,6573,$73.49 M,USA,$1.75,-3.85%,-83.41%,['Medicaldevices']
Viomi Technology,VIOT,6574,$73.45 M,China,$1.06,-4.54%,-67.88%,"['IoT', 'Tech', 'Furniture', 'HomeKitchenAppliances']"
Societal CDMO,SCTL,6572,$73.71 M,USA,$1.30,-6.47%,-15.03%,"['Pharmaceuticals', 'Biotech']"
Viracta Therapeutics,VIRX,6571,$73.72 M,USA,$1.93,-3.98%,-55.22%,"['Pharmaceuticals', 'Biotech']"
S.S. Lazio,SSL.MI,6569,$74.03 M,Italy,$1.09,0.49%,-11.38%,['Football']
Sunworks,SUNW,6570,$73.89 M,USA,$2.10,-0.94%,-49.15%,"['Electricity', 'Renewableenergy']"
Björn Borg,BORG.ST,6568,$74.16 M,Sweden,$2.93,-0.16%,-40.69%,['Clothing']
Quicklogic,QUIK,6566,$75 M,USA,$5.72,-1.38%,4.19%,"['Semiconductors', 'Tech']"
Dare Bioscience,DARE,6565,$75.51 M,USA,$0.89,-3.24%,-58.02%,"['Pharmaceuticals', 'Biotech']"
Energous,WATT,6567,$74.56 M,USA,$0.96,-2.56%,-36.84%,"['Electronics', 'Tech', 'TechHardware']"
"NN, Inc.",NNBR,6563,$75.89 M,USA,$1.73,-2.81%,-64.11%,[]
Pixelworks,PXLW,6564,$75.7 M,USA,$1.38,-2.13%,-71.78%,"['Semiconductors', 'Tech']"
Great Elm Capital,GECC,6562,$76.01 M,USA,$10.00,0.20%,193.26%,"['Financialservices', 'Investment']"
Embark Technology,EMBK,6561,$76.35 M,USA,$3.26,-11.89%,-61.65%,"['Tech', 'Software']"
Akatsuki Corp.,8737.T,6560,$76.66 M,Japan,$2.26,-0.64%,-27.56%,['AssetManagement']
Feiyu Technology International Company,1022.HK,6558,$77.26 M,China,$0.04000,6.06%,-33.33%,"['Videogames', 'Entertainment']"
Spencer's Retail,SPENCERS.NS,6557,$77.39 M,India,$0.86,1.95%,-39.01%,['Retail']
Gulf Island Fabrication,GIFI,6559,$77.22 M,USA,$4.85,-4.72%,19.16%,"['OilGas', 'Energy']"
Iris Energy,IREN,6556,$77.52 M,Australia,$1.41,-6.62%,-91.29%,"['Bitcoin', 'Tech', 'Bitcoinmining']"
Enochian Biosciences,ENOB,6555,$77.83 M,USA,$1.47,21.49%,-86.67%,"['Biotech', 'Pharmaceuticals']"
Carrols Restaurant Group,TAST,6553,$78.84 M,USA,$1.48,-0.67%,-53.02%,"['Restaurantchains', 'Food']"
Delta Apparel,DLA,6554,$78.28 M,USA,$11.32,-5.67%,-61.60%,['Clothing']
Flexsteel Industries,FLXS,6552,$79.15 M,USA,$15.01,0.07%,-51.12%,['Furniture']
Smart Sand,SND,6551,$79.91 M,USA,$1.77,5.69%,-6.35%,"['OilGas', 'Energy']"
orion-group-holdings,ORN,6549,$80.13 M,USA,$2.50,2.46%,-41.18%,['Construction']
KINS Technology Group,KINZ,6548,$80.26 M,USA,$10.24,1.99%,2.61%,[]
Barnes & Noble Education,BNED,6550,$79.95 M,USA,$1.52,-17.84%,-79.18%,"['Education', 'Retail']"
Bloober Team,6BO.SG,6543,$80.97 M,Poland,$3.76,1.13%,-3.09%,"['Videogames', 'Entertainment']"
Asian Granito India,ASIANTILES.NS,6546,$80.84 M,India,$0.64,-1.96%,-63.43%,[]
Know Labs,KNW,6545,$80.9 M,USA,$1.68,1.20%,-18.84%,['Medicaldevices']
IO Biotech,IOBT,6547,$80.53 M,Denmark,$2.80,1.27%,-72.36%,"['Pharmaceuticals', 'Biotech']"
Root Insurance,ROOT,6544,$80.93 M,USA,$5.74,-10.17%,55.14%,['Insurance']
Owlet,OWLT,6542,$81.16 M,USA,$0.71,-10.92%,-82.38%,['Medicaldevices']
Harte Hanks,HHS,6540,$81.27 M,USA,$11.26,-2.00%,38.16%,"['Advertising', 'Professionalservices']"
Accelerate Diagnostics,AXDX,6541,$81.26 M,USA,$0.82,7.89%,-83.37%,['DiagnosticsandTesting']
Scienjoy,SJ,6538,$81.46 M,China,$2.06,4.04%,-59.37%,"['Internet', 'Tech']"
Ebixcash India,EBIXFOREX.NS,6537,$81.5 M,India,$7.31,-1.47%,,['Financialservices']
Charlotte's Web,CWEB.TO,6535,$83.29 M,USA,$0.55,-6.25%,-55.28%,['Cannabis']
Wejo Group,WEJO,6536,$82.53 M,UK,$0.76,-3.53%,-86.92%,"['Software', 'Tech']"
Avino Silver & Gold Mines,ASM,6539,$81.31 M,Canada,$0.69,3.40%,-18.82%,"['Mining', 'SilverMining', 'Goldmining']"
Polished.com,POL,6532,$84.1 M,USA,$0.79,0.64%,,"['ECommerce', 'Internet', 'Retail']"
ACRES Commercial Realty,ACR,6534,$83.55 M,USA,$9.54,-0.42%,-29.59%,"['REITs', 'Realestate', 'Investment']"
Senti Biosciences,SNTI,6531,$84.2 M,USA,$1.92,-3.52%,-80.65%,"['Pharmaceuticals', 'Biotech']"
Verastem Oncology,VSTM,6533,$84.03 M,USA,$0.40,1.27%,-84.00%,['Pharmaceuticals']
Atossa Therapeutics,ATOS,6530,$84.21 M,USA,$0.67,-6.85%,-68.69%,"['Pharmaceuticals', 'Biotech']"
Wag! Group,PET,6529,$84.23 M,USA,$2.29,-1.29%,-76.58%,['Tech']
Pharvaris,PHVS,6528,$84.75 M,Netherlands,$2.51,11.31%,-83.54%,"['Biotech', 'Pharmaceuticals']"
Aterian,ATER,6526,$84.91 M,USA,$1.05,-1.87%,-80.80%,"['HomeKitchenAppliances', 'Electronics', 'Tech']"
Kaixin Auto,KXIN,6527,$84.83 M,China,$0.43,-10.64%,-71.52%,"['Carretail', 'Retail']"
Snail Inc,SNAL,6523,$85.88 M,China,$2.26,-1.74%,,"['Videogames', 'Entertainment']"
Eos Energy Enterprises,EOSE,6525,$85.21 M,USA,$1.15,6.48%,-86.28%,"['Batteries', 'Electricity']"
Momentus,MNTS,6524,$85.83 M,USA,$1.02,-3.77%,-82.94%,['Aerospace']
3i Infotech,3IINFOLTD.NS,6522,$86.14 M,India,$0.51,-0.24%,-63.31%,"['Software', 'Tech']"
MacroWell OMG Digital Entertainment,3687.TWO,6521,$86.3 M,Taiwan,$2.87,1.27%,-25.84%,"['Videogames', 'Entertainment']"
So-Young International,SY,6519,$86.34 M,China,$0.82,-1.21%,-79.03%,['Internet']
Trilogy Metals,TMQ,6520,$86.3 M,Canada,$0.58,-3.33%,-66.86%,[]
Fluent,FLNT,6518,$86.34 M,USA,$1.08,-3.57%,-52.00%,[]
Express,EXPR,6516,$87.35 M,USA,$1.28,-1.54%,-65.03%,['Clothing']
Grove Collaborative,GROV,6517,$86.93 M,USA,$0.49,-7.56%,-95.01%,"['Retail', 'ECommerce', 'Internet']"
Starbreeze,STAR-B.ST,6515,$87.51 M,Sweden,$0.12,0.50%,0.00%,"['Videogames', 'Entertainment', 'Tech']"
The Oncology Institute,TOI,6514,$87.53 M,USA,$1.21,-3.20%,-83.17%,"['Healthcare', 'MedicalCareFacilities']"
Bragg Gaming Group,BRAG,6513,$87.82 M,Canada,$4.12,6.29%,-26.16%,"['Videogames', 'Entertainment']"
LMP Automotive Holdings,LMPX,6510,$88.36 M,USA,$8.10,-1.82%,-11.76%,[]
PowerFleet,PWFL,6512,$87.89 M,USA,$2.43,2.97%,-61.12%,[]
Rent the Runway,RENT,6511,$87.99 M,USA,$1.36,0.74%,-89.38%,"['ECommerce', 'Clothing', 'Internet']"
Infinities Tech (Jiu Zun Digital),1961.HK,6509,$88.36 M,China,$0.16,1.61%,128.57%,"['Videogames', 'Entertainment']"
Seanergy Maritime,SHIP,6508,$88.61 M,Greece,$0.49,-6.33%,-55.86%,"['Transportation', 'Maritimetransportation']"
Titan Medical,TMDI,6506,$88.7 M,Canada,$0.73,21.08%,-2.67%,['Medicaldevices']
Don't Nod Entertainment,ALDNE.PA,6507,$88.65 M,France,$10.28,2.73%,-31.01%,"['Videogames', 'Entertainment']"
SelectQuote,SLQT,6503,$89.88 M,USA,$0.54,-5.81%,-94.29%,[]
Mynaric,MYNA,6505,$88.85 M,Germany,$3.93,-1.75%,-73.36%,"['Telecommunication', 'Tech']"
Co-Diagnostics,CODX,6504,$89.35 M,USA,$2.89,-0.34%,-66.24%,['DiagnosticsandTesting']
Spectrum Pharmaceuticals,SPPI,6502,$90.02 M,USA,$0.44,-3.99%,-71.24%,"['Pharmaceuticals', 'Biotech']"
Enzo Biochem,ENZ,6501,$90.13 M,USA,$1.85,3.93%,-47.29%,['Healthcare']
Vince Holding,VNCE,6481,$95.68 M,USA,$7.78,2.14%,-26.81%,['Clothing']
AppHarvest,APPH,6482,$95.66 M,USA,$0.89,-1.79%,-83.21%,['Food']
Flotek Industries,FTK,6480,$96.88 M,USA,$1.25,1.63%,62.34%,[]
HEXO,HEXO,6479,$96.99 M,Canada,$0.16,-2.18%,-85.19%,['Cannabis']
Sport Lisboa e Benfica,SLBEN.LS,6477,$97.16 M,Portugal,$4.22,3.34%,-25.18%,['Football']
Praxis Precision Medicines,PRAX,6478,$97.06 M,USA,$2.06,-0.48%,-89.22%,"['Pharmaceuticals', 'Biotech']"
NRx Pharmaceuticals,NRXP,6474,$97.4 M,USA,$1.44,-1.37%,-77.54%,"['Pharmaceuticals', 'Biotech']"
Radio City,RADIOCITY.NS,6476,$97.34 M,India,$0.28,0.87%,-6.67%,['MediaPress']
Hydrofarm,HYFM,6473,$97.56 M,USA,$2.16,-10.74%,-92.67%,"['Cannabis', 'Retail']"
Orient Paper Mills,ORIENTPPR.NS,6475,$97.34 M,India,$0.46,1.89%,9.52%,['Pulpandpaper']
Americas Gold and Silver Corp,USAS,6472,$97.7 M,Canada,$0.51,2.00%,-34.62%,"['SilverMining', 'Goldmining', 'Mining']"
Sylogist,SYZ.TO,6471,$97.91 M,Canada,$4.09,0.00%,-54.35%,"['Software', 'Tech']"
XBiotech,XBIT,6470,$98.92 M,USA,$3.25,3.17%,-72.94%,"['Pharmaceuticals', 'Biotech']"
Kronos Bio,KRON,6469,$99 M,USA,$1.74,4.19%,-86.68%,"['Pharmaceuticals', 'Biotech']"
Compugen,CGEN,6467,$99.12 M,Israel,$1.11,-2.63%,-74.94%,"['Software', 'Tech', 'Biotech']"
Starbox Group,STBX,6466,$99.9 M,Malaysia,$2.22,-0.45%,,"['Financialservices', 'Tech', 'Advertising']"
Avaya Holdings,AVYA,6468,$99 M,USA,$1.14,-6.56%,-94.50%,"['Software', 'Tech']"
L.B. Foster,FSTR,6465,$0.10 B,USA,$9.15,-0.54%,-39.40%,[]
Lument Finance Trust,LFT,6463,$0.10 B,USA,$1.92,0.00%,-48.80%,"['REITs', 'Realestate', 'Investment']"
Phunware,PHUN,6464,$0.10 B,USA,$0.98,-4.23%,-69.66%,"['Software', 'Tech']"
Oncolytics Biotech,ONCY,6462,$0.10 B,Canada,$1.70,-5.03%,0.00%,"['Pharmaceuticals', 'Biotech']"
Advent Technologies,ADN,6460,$0.10 B,USA,$1.95,0.00%,-72.50%,"['Renewableenergy', 'Hydrogenfuelcell']"
Wrap Technologies,WRAP,6461,$0.10 B,USA,$2.45,-1.21%,-49.28%,[]
Lakeland Industries,LAKE,6459,$0.10 B,USA,$13.49,-5.00%,-30.75%,['Clothing']
Apex Frozen Foods,APEX.NS,6454,$0.10 B,India,$3.26,-0.28%,-18.30%,"['Food', 'Agriculture']"
Lyra Therapeutics,LYRA,6458,$0.10 B,USA,$3.20,-3.32%,-40.74%,"['Pharmaceuticals', 'Biotech']"
Farmer Brothers,FARM,6457,$0.10 B,USA,$5.22,-1.88%,-28.20%,['Beverages']
Biodesix,BDSX,6456,$0.10 B,USA,$1.34,0.00%,-76.37%,"['DiagnosticsandTesting', 'Biotech']"
Cooper Standard,CPS,6455,$0.10 B,USA,$6.00,-4.31%,-76.00%,['AutomotiveSuppliers']
Graham Corporation,GHM,6452,$0.10 B,USA,$9.70,-1.52%,-23.62%,[]
Sono,SEV,6453,$0.10 B,Germany,$1.17,-7.14%,-91.57%,"['Automakers', 'ElectricVehicles']"
Parken Sport (F.C. Copenhagen),PARKEN.CO,6451,$0.10 B,Denmark,$10.54,-1.32%,-16.28%,['Football']
ProQR,PRQR,6448,$0.10 B,Netherlands,$1.45,7.41%,-79.49%,"['Pharmaceuticals', 'Biotech']"
Lifeway Foods,LWAY,6447,$0.10 B,USA,$6.69,1.21%,26.94%,"['Dairycompanies', 'Food']"
XOS,XOS,6449,$0.10 B,USA,$0.61,0.89%,-84.16%,"['ElectricVehicles', 'SpecialtyVehicles']"
Modiv,MDV,6450,$0.10 B,USA,$13.79,3.84%,,"['REITs', 'Realestate', 'Investment']"
EyePoint Pharmaceuticals,EYPT,6446,$0.10 B,USA,$3.05,-2.87%,-79.32%,['Pharmaceuticals']
Capricor Therapeutics,CAPR,6445,$0.10 B,USA,$4.12,0.98%,30.79%,"['Pharmaceuticals', 'Biotech']"
TeraWulf,WULF,6444,$0.10 B,USA,$0.81,-10.60%,-97.54%,"['Bitcoin', 'Tech', 'Bitcoinmining']"
Lee Enterprises,LEE,6443,$0.10 B,USA,$17.41,0.12%,-29.94%,['MediaPress']
Provident Financial Holdings,PROV,6441,$0.10 B,USA,$14.58,0.80%,-13.11%,"['Banks', 'Financialservices']"
CytomX Therapeutics,CTMX,6442,$0.10 B,USA,$1.58,-3.66%,-72.85%,"['Pharmaceuticals', 'Biotech']"
Cellectis,CLLS,6440,$0.10 B,France,$2.15,-2.71%,-76.68%,"['Pharmaceuticals', 'Biotech']"
Kokuyo Camlin,KOKUYOCMLN.NS,6438,$0.10 B,India,$1.06,0.87%,26.19%,[]
InflaRx,IFRX,6439,$0.10 B,Germany,$2.39,0.42%,-47.59%,['Pharmaceuticals']
Bitfarms,BITF,6436,$0.10 B,Canada,$0.49,-2.38%,-92.27%,"['Bitcoin', 'Tech', 'Bitcoinmining']"
CBAK Energy,CBAT,6437,$0.10 B,China,$1.19,0.85%,-40.20%,"['Batteries', 'Electricity']"
Creepy Jar,CRJ.WA,6435,$0.10 B,Poland,$156.86,0.00%,-20.25%,"['Videogames', 'Entertainment']"
Stabilis Solutions,SLNG,6434,$0.10 B,USA,$5.81,-5.07%,14.82%,"['Energy', 'OilGas']"
Hycroft Mining,HYMC,6433,$0.10 B,USA,$0.53,-7.75%,-27.40%,"['Mining', 'Goldmining', 'SilverMining']"
NeoVolta,NEOV,6432,$0.10 B,USA,$3.26,-8.17%,-51.27%,"['Batteries', 'Electricity', 'Manufacturing']"
Tattooed Chef,TTCF,6431,$0.10 B,USA,$1.28,-3.03%,-91.93%,['Food']
Ascent Solar Technologies,ASTI,6430,$0.10 B,USA,$3.16,-2.17%,,"['Renewableenergy', 'Energy', 'Electricity', 'Manufacturing']"
Comscore,SCOR,6428,$0.10 B,USA,$1.17,-7.14%,-65.49%,"['MediaPress', 'Advertising']"
Allied Tecnologia,ALLD3.SA,6429,$0.10 B,Brazil,$1.15,-1.80%,-58.63%,"['Tech', 'Software', 'ECommerce']"
Anup Engineering,ANUP.NS,6427,$0.10 B,India,$10.80,0.67%,-17.62%,"['Engineering', 'Professionalservices']"
Cel-Sci,CVM,6425,$0.10 B,USA,$2.49,-7.78%,-74.90%,"['Pharmaceuticals', 'Biotech']"
Sesen Bio,SESN,6426,$0.10 B,USA,$0.53,-1.83%,-51.38%,"['Pharmaceuticals', 'Biotech']"
USD Partners,USDP,6424,$0.10 B,USA,$3.25,1.46%,-36.89%,[]
Gala Incorporated,4777.T,6423,$0.10 B,Japan,$4.34,-0.67%,77.87%,"['Internet', 'Videogames', 'Entertainment']"
Mind Medicine,MNMD,6422,$0.10 B,USA,$2.82,1.44%,48.42%,"['Pharmaceuticals', 'Biotech']"
Union Bankshares,UNB,6420,$0.10 B,USA,$24.36,0.50%,-22.59%,"['Banks', 'Financialservices']"
High Tide,HITI,6421,$0.10 B,Canada,$1.55,-6.06%,-73.55%,['Cannabis']
Bergs Timber,BRG-B.ST,6419,$0.10 B,Sweden,$3.10,0.00%,-42.16%,['Pulpandpaper']
Knights Group,KGH.L,6418,$0.10 B,UK,$1.28,-0.47%,-75.89%,['Professionalservices']
U.S. Xpress Enterprises,USX,6415,$0.11 B,USA,$2.14,2.88%,-65.09%,['Transportation']
Sonida Senior Living,SNDA,6417,$0.11 B,USA,$16.50,0.00%,-47.13%,"['Healthcare', 'MedicalCareFacilities']"
Latch,LTCH,6416,$0.11 B,USA,$0.76,-11.60%,-90.77%,"['Software', 'Tech']"
Sema4,SMFR,6412,$0.11 B,USA,$0.29,-5.09%,-94.99%,"['Healthcare', 'Software', 'Tech']"
Thunderful Group,THUNDR.ST,6414,$0.11 B,Sweden,$1.57,-2.56%,-74.68%,"['Videogames', 'Entertainment']"
Paratek Pharmaceuticals,PRTK,6411,$0.11 B,USA,$2.00,1.52%,-56.04%,['Pharmaceuticals']
Hour Loop,HOUR,6413,$0.11 B,USA,$3.16,0.00%,,"['Retail', 'ECommerce', 'Internet']"
Talkspace,TALK,6410,$0.11 B,USA,$0.70,-10.71%,-67.29%,"['Telehealth', 'Healthcare', 'Tech', 'Internet']"
Nok Air,NOK.BK,6409,$0.11 B,Thailand,$0.03000,0.00%,0.00%,"['Airlines', 'Travel', 'Transportation']"
Mangalam Cement,MANGLMCEM.NS,6408,$0.11 B,India,$4.05,0.56%,-18.18%,"['Cement', 'Buildingmaterials']"
Himatsingka Seide,HIMATSEIDE.NS,6405,$0.11 B,India,$1.14,-1.32%,-58.55%,[]
Nuvectis Pharma,NVCT,6406,$0.11 B,USA,$7.64,1.19%,,"['Pharmaceuticals', 'Biotech']"
Ateam,3662.T,6407,$0.11 B,Japan,$6.03,-1.67%,-34.39%,"['Videogames', 'Entertainment']"
India Motor Parts and Accessories,IMPAL.NS,6404,$0.11 B,India,$8.95,-0.41%,-12.25%,['AutomotiveSuppliers']
Faraday Future,FFIE,6403,$0.11 B,USA,$0.25,-3.85%,-95.50%,"['Automakers', 'ElectricVehicles', 'Manufacturing']"
FinWise Bancorp,FINW,6402,$0.11 B,USA,$8.81,-2.65%,-33.00%,"['Banks', 'Financialservices']"
BigBear.ai,BBAI,6401,$0.11 B,USA,$0.90,-5.51%,-91.03%,"['ITservices', 'Professionalservices', 'Tech']"
ThredUp,TDUP,6381,$0.11 B,USA,$1.18,-1.67%,-92.63%,"['Clothing', 'Retail', 'Internet', 'ECommerce', 'Tech']"
MISTRAS Group,MG,6379,$0.12 B,USA,$4.02,3.61%,-50.67%,"['Engineering', 'Professionalservices']"
Bodal Chemicals,BODALCHEM.NS,6380,$0.11 B,India,$0.98,-0.68%,-32.88%,['Chemicals']
REE Automotive,REE,6378,$0.12 B,Israel,$0.49,-6.96%,-87.93%,"['Automakers', 'ElectricVehicles']"
Astra Space,ASTR,6377,$0.12 B,USA,$0.45,-2.68%,-94.97%,['Aerospace']
Prakash Industries,PRAKASH.NS,6376,$0.12 B,India,$0.67,-0.09%,-14.10%,"['Steelindustry', 'Mining']"
CalAmp,CAMP,6374,$0.12 B,USA,$3.27,0.00%,-67.66%,"['IoT', 'Tech', 'Software']"
Sterling Tools,STERTOOLS.NS,6375,$0.12 B,India,$3.35,-5.73%,38.43%,[]
Matinas BioPharma,MTNB,6372,$0.12 B,USA,$0.56,-1.75%,-44.55%,['Pharmaceuticals']
Electra Meccanica,SOLO,6373,$0.12 B,Canada,$1.02,-2.86%,-63.18%,"['Automakers', 'ElectricVehicles']"
eHealth,EHTH,6369,$0.12 B,USA,$4.45,7.23%,-82.74%,[]
Kayak Inc,3904.T,6371,$0.12 B,Japan,$7.69,-2.59%,23.24%,"['Videogames', 'Entertainment']"
Mangalore Chemicals and Fertilizers,MANGCHEFER.NS,6370,$0.12 B,India,$1.03,-0.65%,14.44%,"['Chemicals', 'Fertilizercompanies']"
MDxHealth,MDXH,6367,$0.12 B,Belgium,$7.51,-1.08%,-17.74%,"['DiagnosticsandTesting', 'Biotech']"
Aiming Inc,3911.T,6368,$0.12 B,Japan,$3.05,-0.95%,19.14%,"['Videogames', 'Entertainment']"
Iteris,ITI,6366,$0.12 B,USA,$2.87,-1.71%,-38.41%,"['Software', 'Professionalservices', 'Tech']"
Provident Bancorp,PVBC,6365,$0.12 B,USA,$6.94,10.33%,-62.06%,"['Banks', 'Financialservices']"
Rigetti Computing,RGTI,6364,$0.12 B,USA,$1.00,-4.76%,-90.72%,"['Tech', 'TechHardware']"
Mainz Biomed,MYNZ,6363,$0.12 B,Germany,$8.50,-0.93%,3.66%,"['DiagnosticsandTesting', 'Biotech']"
Ovid Therapeutics,OVID,6362,$0.12 B,USA,$1.75,-2.78%,-48.53%,"['Pharmaceuticals', 'Biotech']"
Lulu's Fashion Lounge,LVLU,6361,$0.12 B,USA,$3.16,-2.47%,-73.64%,"['Clothing', 'ECommerce', 'Retail']"
Navkar Corp,NAVKARCORP.NS,6359,$0.12 B,India,$0.82,7.02%,51.85%,['Transportation']
Srikalahasthi Pipes,SRIPIPES.NS,6358,$0.12 B,India,$2.65,0.25%,6.85%,[]
Vinco Ventures,BBIG,6360,$0.12 B,USA,$0.53,-10.39%,-82.09%,['Tech']
Superior Industries International,SUP,6356,$0.12 B,USA,$4.60,2.00%,2.45%,['AutomotiveSuppliers']
Townsquare Media,TSQ,6355,$0.12 B,USA,$7.21,-0.28%,-44.28%,['MediaPress']
BankFinancial,BFIN,6357,$0.12 B,USA,$9.61,-0.52%,-8.65%,"['Banks', 'Financialservices']"
RumbleON,RMBL,6352,$0.12 B,USA,$7.75,1.57%,-81.28%,"['Internet', 'Tech']"
Relmada Therapeutics,RLMD,6353,$0.12 B,USA,$4.16,-0.95%,-77.26%,"['Pharmaceuticals', 'Biotech']"
Ohio Valley Banc Corp,OVBC,6354,$0.12 B,USA,$26.20,0.00%,-6.03%,"['Banks', 'Financialservices']"
Martin Midstream Partners,MMLP,6350,$0.12 B,USA,$3.25,0.93%,7.97%,"['OilGas', 'Energy']"
GE Power India,GEPIL.NS,6349,$0.12 B,India,$1.88,2.58%,-43.54%,[]
GlycoMimetics,GLYC,6348,$0.12 B,USA,$2.43,9.46%,46.39%,"['Biotech', 'Pharmaceuticals']"
Redwire,RDW,6351,$0.12 B,USA,$1.97,-0.51%,-75.34%,['Aerospace']
PTC Financial Services,PFS.NS,6347,$0.12 B,India,$0.20,-3.56%,-20.00%,['Financialservices']
Loop Industries,LOOP,6345,$0.12 B,Canada,$2.69,0.75%,-80.29%,['Chemicals']
ARC Document Solutions,ARC,6344,$0.12 B,USA,$2.97,1.37%,1.71%,['Professionalservices']
Supermax Corporation Berhad,7106.KL,6346,$0.12 B,Malaysia,$0.19,-1.76%,-47.22%,['GlovesPPE']
KalVista Pharmaceuticals,KALV,6343,$0.12 B,USA,$5.21,2.36%,-60.50%,"['Pharmaceuticals', 'Biotech']"
KLab,3656.T,6340,$0.12 B,Japan,$3.21,0.92%,-31.99%,"['Videogames', 'Entertainment', 'Tech']"
Doma,DOMA,6341,$0.12 B,USA,$0.39,-2.59%,-93.22%,"['Realestate', 'Tech']"
Xunlei,XNET,6342,$0.12 B,China,$1.93,-3.98%,-18.57%,"['Software', 'Tech']"
Akili,AKLI,6339,$0.12 B,USA,$1.65,3.12%,-83.38%,"['Healthcare', 'Tech', 'Videogames']"
O2Micro,OIIM,6337,$0.12 B,Cayman Islands,$4.41,0.68%,-19.53%,"['Electronics', 'Tech']"
CROOZ,2138.T,6336,$0.12 B,Japan,$11.60,1.53%,26.50%,"['Internet', 'Videogames', 'Entertainment']"
KAP AG,IUR.F,6338,$0.12 B,Germany,$16.55,0.00%,-26.67%,['Conglomerate']
Allot,ALLT,6335,$0.12 B,Israel,$3.47,-0.86%,-68.77%,[]
PyroGenesis Canada,PYR,6334,$0.12 B,Canada,$0.74,-1.76%,-75.42%,"['Manufacturing', 'WasteRecycling']"
Nyxoah,NYXH,6333,$0.12 B,Belgium,$4.99,2.67%,-75.49%,['Medicaldevices']
Pexip,PEXIP.OL,6331,$0.12 B,Norway,$1.28,-0.31%,-68.86%,[]
Cenntro Electric Group,CENN,6332,$0.12 B,USA,$0.50,-6.62%,-93.92%,"['Automakers', 'ElectricVehicles', 'Manufacturing', 'SpecialtyVehicles']"
Singular Genomics Systems,OMIC,6330,$0.12 B,USA,$1.82,0.00%,-84.34%,"['Biotech', 'Genomics', 'ScientificTechnicalInstruments']"
Oconee Federal Financial,OFED,6328,$0.13 B,USA,$23.30,2.78%,-0.89%,['Financialservices']
VBI Vaccines,VBIV,6329,$0.13 B,USA,$0.51,9.59%,-80.38%,"['Pharmaceuticals', 'Biotech']"
Precision BioSciences,DTIL,6326,$0.13 B,USA,$1.18,-1.67%,-86.70%,"['Pharmaceuticals', 'Genomics', 'Biotech']"
SML Isuzu,SMLISUZU.NS,6325,$0.13 B,India,$9.05,-0.35%,4.02%,[]
