"Name","Master Cap","Country","Rank","Share Price"
"Paisalo Digital","$0.43 B","India","#5559","$0.96"
"Mahindra Logistics","$0.43 B","India","#5560","$6.00"
"Enterprise Bancorp","$0.43 B","USA","#5561","$35.58"
"National Fertilizers","$0.43 B","India","#5562","$0.88"
"Similarweb","$0.43 B","Israel","#5563","$5.67"
"Destination XL","$0.43 B","USA","#5564","$6.90"
"McPhy Energy","$0.43 B","France","#5565","$15.41"
"2seventy bio","$0.43 B","USA","#5566","$11.04"
"Ring Energy","$0.43 B","USA","#5567","$2.47"
"Tallink Grupp","$0.43 B","","#5568","$0.56"
"Dynamic Materials Corporation","$0.43 B","USA","#5569","$22.03"
"Harrow Health","$0.42 B","USA","#5570","$14.40"
"Barbeque Nation Hospitality","$0.42 B","India","#5571","$10.98"
"GAMCO Investors","$0.42 B","USA","#5572","$16.56"
"Canoo","$0.42 B","USA","#5573","$1.24"
"Gamania Digital","$0.42 B","Taiwan","#5574","$2.44"
"GreenTree Hospitality","$0.42 B","China","#5575","$4.15"
"Codexis","$0.42 B","USA","#5576","$6.51"
"Avadel Pharmaceuticals","$0.42 B","Ireland","#5577","$6.92"
"ON24","$0.42 B","USA","#5578","$8.89"
"Vanda Pharmaceuticals","$0.42 B","USA","#5579","$7.54"
"Digimarc","$0.42 B","USA","#5580","$21.28"
"Domo","$0.42 B","USA","#5581","$12.33"
"Argonaut Gold","$0.42 B","USA","#5582","$0.51"
"Greene County Bancorp","$0.42 B","USA","#5583","$49.90"
"MOIL","$0.42 B","India","#5584","$2.08"
"Inovio Pharmaceuticals","$0.42 B","USA","#5585","$1.69"
"Preformed Line Products","$0.42 B","USA","#5586","$85.65"
"Velo3D","$0.42 B","USA","#5587","$2.26"
"Intrepid Potash","$0.42 B","USA","#5588","$31.20"
"COMPASS Pathways","$0.42 B","UK","#5589","$9.88"
"Entrada Therapeutics","$0.41 B","USA","#5590","$13.37"
"FutureFuel","$0.41 B","USA","#5591","$9.58"
"The Manitowoc Company","$0.41 B","USA","#5592","$11.90"
"JTEKT India","$0.41 B","India","#5593","$1.71"
"Chennai Petroleum","$0.41 B","India","#5594","$2.80"
"NGM Biopharmaceuticals","$0.41 B","USA","#5595","$5.09"
"Telesat","$0.41 B","Canada","#5596","$8.66"
"Precigen","$0.41 B","USA","#5597","$1.99"
"Liquidia Technologies","$0.41 B","USA","#5598","$6.42"
"Wave Life Sciences","$0.41 B","Singapore","#5599","$4.76"
"Kodiak Sciences","$0.41 B","USA","#5600","$7.90"
"CS Disco","$0.41 B","USA","#5601","$6.99"
"New Pacific Metals","$0.41 B","Canada","#5602","$2.63"
"HCI Group","$0.41 B","USA","#5603","$47.00"
"Surya Roshni","$0.41 B","India","#5604","$7.56"
"El Pollo Loco","$0.41 B","USA","#5605","$11.09"
"Guaranty Bancshares","$0.41 B","USA","#5606","$34.36"
"Hawesko","$0.40 B","Germany","#5607","$45.61"
"PepGen","$0.40 B","USA","#5608","$17.29"
"T’way Air","$0.40 B","South Korea","#5609","$2.55"
"Atea Pharmaceuticals","$0.40 B","USA","#5610","$4.90"
"Computer Programs and Systems","$0.40 B","USA","#5611","$28.11"
"PREOS Real Estate","$0.40 B","Germany","#5612","$3.36"
"Icosavax","$0.40 B","USA","#5613","$10.22"
"International General Insurance","$0.40 B","","#5614","$8.26"
"Jindal Poly Films","$0.40 B","India","#5615","$9.30"
"Latham Group","$0.40 B","USA","#5616","$3.47"
"Braemar Hotels & Resorts","$0.40 B","USA","#5617","$5.09"
"Xperi","$0.40 B","USA","#5618","$9.65"
"Eneti","$0.40 B","","#5619","$10.52"
"Daily Journal","$0.40 B","USA","#5620","$293.61"
"Phnom Penh Autonomous Port","$0.40 B","Cambodia","#5621","$3.53"
"Tata Steel Long Products","$0.40 B","India","#5622","$8.95"
"Bank Mayapada Internasional","$0.40 B","Indonesia","#5623","$0.03000"
"DZS Inc","$0.40 B","USA","#5624","$13.02"
"Marimekko","$0.40 B","Finland","#5625","$9.89"
"NexPoint Real Estate Finance","$0.40 B","USA","#5626","$18.12"
"AGC Networks","$0.40 B","India","#5627","$12.11"
"Air Busan","$0.40 B","South Korea","#5628","$3.44"
"Global Cord Blood","$0.40 B","Hong Kong","#5629","$2.99"
"C4 Therapeutics","$0.39 B","USA","#5630","$8.17"
"Avon Protection","$0.39 B","UK","#5631","$12.72"
"Jumia","$0.39 B","Germany","#5632","$4.00"
"Turning Point Brands","$0.39 B","USA","#5633","$22.73"
"Akoya Biosciences","$0.39 B","USA","#5634","$10.50"
"Tarsus Pharmaceuticals","$0.39 B","USA","#5635","$14.93"
"Sanara MedTech","$0.39 B","USA","#5636","$47.95"
"Concert Pharmaceuticals","$0.39 B","USA","#5637","$8.28"
"Vesuvius India","$0.39 B","India","#5638","$19.56"
"LoveSac","$0.39 B","USA","#5639","$26.12"
"Dish TV","$0.39 B","India","#5640","$0.22"
"Deep Yellow","$0.39 B","Australia","#5641","$0.53"
"Alpine Immune Sciences","$0.39 B","USA","#5642","$8.63"
"Sun Corp","$0.39 B","Japan","#5643","$16.77"
"Power Mech Projects","$0.39 B","India","#5644","$26.83"
"NIU","$0.39 B","China","#5645","$5.13"
"Tredegar","$0.39 B","USA","#5646","$11.59"
"PennantPark Investment","$0.39 B","USA","#5647","$6.04"
"Microvision","$0.39 B","USA","#5648","$2.37"
"Astec Lifesciences","$0.39 B","India","#5649","$20.06"
"LendingTree","$0.39 B","USA","#5650","$30.74"
"Bed Bath & Beyond","$0.39 B","USA","#5651","$3.35"
"1-800-PetMeds","$0.39 B","USA","#5652","$18.64"
"Hippo","$0.39 B","USA","#5653","$17.02"
"Professional Holding","$0.39 B","USA","#5654","$28.40"
"RBB Bancorp","$0.39 B","USA","#5655","$20.65"
"Transcontinental Realty Investors","$0.39 B","USA","#5656","$45.24"
"SkyWater Technology","$0.39 B","USA","#5657","$9.02"
"Comtech Telecommunications","$0.39 B","USA","#5658","$14.05"
"Automotive Axles","$0.38 B","India","#5659","$25.78"
"PTC India","$0.38 B","India","#5660","$1.32"
"Sichuan Xunyou Network Technology","$0.38 B","China","#5661","$1.92"
"Ottakringer Getränke","$0.38 B","","#5662","$173.76"
"TCNS Clothing","$0.38 B","India","#5663","$6.25"
"North American Construction Group","$0.38 B","Canada","#5664","$14.53"
"CPI Card Group","$0.38 B","USA","#5665","$33.70"
"BRT Apartments","$0.38 B","USA","#5666","$20.19"
"Farmers & Merchants Bancorp","$0.38 B","USA","#5667","$28.09"
"Karyopharm Therapeutics","$0.38 B","USA","#5668","$3.37"
"Meta Materials","$0.38 B","Canada","#5669","$1.05"
"Regal Hotels International","$0.37 B","Hong Kong","#5670","$0.42"
"Safe Bulkers","$0.37 B","","#5671","$3.19"
"Bahnhof AB","$0.37 B","Sweden","#5672","$3.52"
"Archosaur Games","$0.37 B","China","#5673","$0.47"
"HomeTrust Bancshares","$0.37 B","USA","#5674","$24.25"
"Adicet Bio","$0.37 B","USA","#5675","$8.84"
"Aura Biosciences","$0.37 B","USA","#5676","$10.50"
"Kewal Kiran Clothing","$0.37 B","India","#5677","$6.14"
"Vaxxinity","$0.37 B","USA","#5678","$3.00"
"Tucows","$0.37 B","Canada","#5679","$35.03"
"Hut 8 Mining","$0.37 B","Canada","#5680","$1.92"
"American Battery Technology Company","$0.37 B","USA","#5681","$0.58"
"CapStar Financial","$0.37 B","USA","#5682","$17.15"
"Stoke Therapeutics","$0.37 B","USA","#5683","$9.53"
"Mirza International","$0.37 B","India","#5684","$3.12"
"Inox Wind","$0.37 B","India","#5685","$1.33"
"American National Bank & Trust Company","$0.37 B","USA","#5686","$35.31"
"SciPlay","$0.37 B","USA","#5687","$16.50"
"Bushiroad","$0.37 B","Japan","#5688","$5.52"
"Allbirds","$0.37 B","USA","#5689","$2.50"
"City Office REIT","$0.37 B","Canada","#5690","$9.38"
"Centessa Pharmaceuticals","$0.37 B","UK","#5691","$3.92"
"Blend Labs","$0.37 B","USA","#5692","$1.56"
"Omega Therapeutics","$0.37 B","USA","#5693","$7.29"
"GasLog Partners","$0.37 B","","#5694","$6.80"
"Aldeyra Therapeutics","$0.37 B","USA","#5695","$6.32"
"Atara Biotherapeutics","$0.36 B","USA","#5696","$3.89"
"JCI Hitachi India","$0.36 B","India","#5697","$13.57"
"Financial Institutions","$0.36 B","USA","#5698","$24.06"
"Hailiang Education","$0.36 B","China","#5699","$14.30"
"Hersha Hospitality Trust","$0.36 B","USA","#5700","$8.88"
"ALX Oncology","$0.36 B","USA","#5701","$9.03"
"Hindustan Construction Company","$0.36 B","India","#5702","$0.24"
"India Tourism Development Corp","$0.36 B","India","#5703","$4.29"
"Vor Biopharma","$0.36 B","USA","#5704","$5.60"
"Selina Hospitality","$0.36 B","UK","#5705","$3.47"
"NL Industries","$0.36 B","USA","#5706","$7.51"
"OraSure Technologies","$0.36 B","USA","#5707","$5.03"
"Strides Pharma","$0.36 B","India","#5708","$4.04"
"Faraday Future","$0.36 B","USA","#5709","$0.61"
"ADC Therapeutics","$0.36 B","Switzerland","#5710","$4.70"
"Penseco Financial Services","$0.36 B","USA","#5711","$50.90"
"Regencell Bioscience","$0.36 B","Hong Kong","#5712","$28.00"
"Traeger","$0.36 B","USA","#5713","$2.97"
"Clarus","$0.36 B","USA","#5714","$9.83"
"Rayonier Advanced Materials","$0.36 B","USA","#5715","$5.68"
"Hong Kong Ferry","$0.36 B","Hong Kong","#5716","$1.02"
"PMV Pharmaceuticals","$0.36 B","USA","#5717","$7.95"
"Gatos Silver","$0.36 B","USA","#5718","$5.25"
"The Restaurant Group plc","$0.36 B","UK","#5719","$0.46"
"374Water","$0.36 B","USA","#5720","$2.86"
"Unisys","$0.36 B","USA","#5721","$5.34"
"Macatawa Bank","$0.36 B","USA","#5722","$10.57"
"RxSight","$0.36 B","USA","#5723","$13.05"
"CarParts.com","$0.36 B","USA","#5724","$6.63"
"Citizens & Northern Corp","$0.36 B","USA","#5725","$23.29"
"SeaSpine","$0.36 B","USA","#5726","$9.54"
"Aeva Technologies","$0.36 B","USA","#5727","$1.65"
"NVE Corporation","$0.35 B","USA","#5728","$74.52"
"Gold Royalty Corp","$0.35 B","Canada","#5729","$2.50"
"SurModics","$0.35 B","USA","#5730","$25.46"
"Gladstone Capital","$0.35 B","USA","#5731","$10.09"
"Phathom Pharmaceuticals","$0.35 B","USA","#5732","$8.61"
"The Pennant Group","$0.35 B","USA","#5733","$12.07"
"Inspired Entertainment","$0.35 B","USA","#5734","$13.80"
"Sportsman's Warehouse","$0.35 B","USA","#5735","$9.45"
"LSI Industries","$0.35 B","USA","#5736","$12.79"
"Burning Rock Biotech","$0.35 B","China","#5737","$3.36"
"ESS Tech","$0.35 B","USA","#5738","$2.31"
"Voyager Therapeutics","$0.35 B","USA","#5739","$9.16"
"Digital Bros","$0.35 B","Italy","#5740","$24.24"
"Nilkamal","$0.35 B","India","#5741","$23.69"
"Hathway","$0.35 B","India","#5742","$0.20"
"Ooma","$0.35 B","USA","#5743","$14.23"
"Red River Bancshares","$0.35 B","USA","#5744","$49.09"
"Aviat Networks","$0.35 B","USA","#5745","$31.13"
"Monte Rosa Therapeutics","$0.35 B","USA","#5746","$7.27"
"ReneSola","$0.35 B","USA","#5747","$5.23"
"Arizona Metals","$0.35 B","Canada","#5748","$2.92"
"Heron Therapeutics","$0.35 B","USA","#5749","$2.95"
"Weave Communications","$0.35 B","USA","#5750","$5.34"
"Postal Realty Trust","$0.34 B","USA","#5751","$14.97"
"Torrid","$0.34 B","USA","#5752","$3.37"
"Shore Bancshares","$0.34 B","USA","#5753","$17.57"
"Prelude Therapeutics","$0.34 B","USA","#5754","$7.29"
"Workhorse Group","$0.34 B","USA","#5755","$2.12"
"Gran Tierra Energy","$0.34 B","Canada","#5756","$0.97"
"Sify","$0.34 B","India","#5757","$1.90"
"Vasta Platform","$0.34 B","Brazil","#5758","$4.20"
"Arctic Paper","$0.34 B","Poland","#5759","$5.01"
"Belpointe OZ","$0.34 B","USA","#5760","$97.51"
"Pharvaris","$0.34 B","Netherlands","#5761","$10.25"
"OneConnect","$0.34 B","China","#5762","$8.29"
"Kaveri Seed","$0.34 B","India","#5763","$6.18"
"Autolus Therapeutics","$0.34 B","UK","#5764","$2.00"
"Rigel Pharmaceuticals","$0.34 B","USA","#5765","$2.00"
"American Realty Investors","$0.34 B","USA","#5766","$21.37"
"Southern First Bancshares","$0.34 B","USA","#5767","$43.11"
"Happinet","$0.34 B","Japan","#5768","$15.64"
"Northwest Pipe Company","$0.34 B","USA","#5769","$34.60"
"Corby Spirit and Wine","$0.34 B","Canada","#5770","$12.26"
"Civista Bancshares","$0.34 B","USA","#5771","$21.79"
"Arlo Technologies","$0.34 B","USA","#5772","$3.87"
"Amplify Energy","$0.34 B","USA","#5773","$8.90"
"Utah Medical Products","$0.34 B","USA","#5774","$94.30"
"Black Rifle Coffee (BRC)","$0.34 B","USA","#5775","$6.27"
"Reach plc","$0.34 B","UK","#5776","$1.06"
"Organogenesis","$0.34 B","USA","#5777","$2.61"
"Build-A-Bear","$0.34 B","USA","#5778","$23.13"
"Gravity Co.","$0.34 B","South Korea","#5779","$49.06"
"Holley","$0.33 B","USA","#5780","$2.87"
"Loop Media","$0.33 B","USA","#5781","$6.01"
"Richardson Electronics","$0.33 B","USA","#5782","$24.00"
"Vicarious Surgical","$0.33 B","USA","#5783","$2.76"
"Maiden Holdings","$0.33 B","","#5784","$2.36"
"Mammoth Energy Services","$0.33 B","USA","#5785","$7.13"
"Village Super Market","$0.33 B","USA","#5786","$23.20"
"Skillz","$0.33 B","USA","#5787","$0.80"
"Quotient Technology","$0.33 B","USA","#5788","$3.47"
"HBL Power Systems","$0.33 B","India","#5789","$1.21"
"Granite Point Mortgage Trust","$0.33 B","USA","#5790","$6.40"
"Forge Global","$0.33 B","USA","#5791","$1.94"
"Rain Therapeutics","$0.33 B","USA","#5792","$9.49"
"Diana Shipping","$0.33 B","","#5793","$3.86"
"Orient Cement","$0.33 B","India","#5794","$1.62"
"Greenlight Reinsurance","$0.33 B","","#5795","$9.54"
"Pizza Pizza","$0.33 B","Canada","#5796","$10.32"
"Marksans Pharma","$0.33 B","India","#5797","$0.83"
"The Original BARK Company","$0.33 B","USA","#5798","$1.87"
"Red Violet","$0.33 B","USA","#5799","$23.84"
"McEwen Mining","$0.32 B","Canada","#5800","$6.95"
"Wheels Up","$0.32 B","USA","#5801","$1.33"
"Annexon","$0.32 B","USA","#5802","$6.91"
"Sierra Bancorp","$0.32 B","USA","#5803","$21.81"
"PetIQ","$0.32 B","USA","#5804","$10.97"
"Foghorn Therapeutics","$0.32 B","USA","#5805","$7.87"
"Focus Entertainment","$0.32 B","France","#5806","$53.32"
"Shriram Pistons & Rings","$0.32 B","India","#5807","$14.78"
"G1 Therapeutics","$0.32 B","USA","#5808","$6.47"
"Cosmo Films","$0.32 B","India","#5809","$12.01"
"Telos","$0.32 B","USA","#5810","$4.87"
"Siyaram Silk Mills","$0.32 B","India","#5811","$6.98"
"Casa Systems","$0.32 B","USA","#5812","$3.44"
"Home Bancorp","$0.32 B","USA","#5813","$39.28"
"Velocity Financial","$0.32 B","USA","#5814","$10.00"
"AFC Gamma","$0.32 B","USA","#5815","$15.91"
"Pulmonx","$0.32 B","USA","#5816","$8.66"
"Gabriel India","$0.32 B","India","#5817","$2.25"
"Soft-World International","$0.32 B","Taiwan","#5818","$2.67"
"Forum Energy Technologies","$0.32 B","USA","#5819","$31.55"
"Marathon Gold","$0.32 B","Canada","#5820","$0.81"
"Sudarshan Chemical","$0.32 B","India","#5821","$4.65"
"Northeast Bank","$0.32 B","USA","#5822","$43.10"
"Saratoga Investment","$0.32 B","USA","#5823","$26.98"
"Remedy Entertainment","$0.32 B","Finland","#5824","$23.84"
"Marvelous","$0.32 B","Japan","#5825","$5.30"
"First Bancorp","$0.32 B","USA","#5826","$28.99"
"Seer","$0.32 B","USA","#5827","$5.11"
"Satellogic","$0.31 B","USA","#5828","$3.59"
"ASA Gold and Precious Metals","$0.31 B","USA","#5829","$16.55"
"Miller Industries","$0.31 B","USA","#5830","$27.87"
"Overseas Shipholding Group","$0.31 B","USA","#5831","$3.76"
"Summit Financial Group","$0.31 B","USA","#5832","$24.86"
"Regional Management","$0.31 B","USA","#5833","$33.12"
"Columbia Care","$0.31 B","USA","#5834","$0.72"
"Blade Air Mobility","$0.31 B","USA","#5835","$4.42"
"eGain","$0.31 B","USA","#5836","$9.90"
"Ocular Therapeutix","$0.31 B","USA","#5837","$4.10"
"Sterling Bancorp","$0.31 B","USA","#5838","$6.21"
"Atai Life Sciences","$0.31 B","Germany","#5839","$1.90"
"ACNB Corporation","$0.31 B","USA","#5840","$37.00"
"Quantum-Si","$0.31 B","USA","#5841","$2.25"
"NeoGames","$0.31 B","Israel","#5842","$12.29"
"Aurora Cannabis","$0.31 B","Canada","#5843","$0.97"
"Vuzix","$0.31 B","USA","#5844","$4.92"
"Kyokuyo","$0.31 B","Japan","#5845","$29.11"
"11 bit studios","$0.31 B","Poland","#5846","$131.50"
"Cue Health","$0.31 B","USA","#5847","$2.09"
"Aadi Bioscience","$0.31 B","USA","#5848","$12.80"
"WhiteHorse Finance","$0.31 B","USA","#5849","$13.43"
"MBM Resources","$0.31 B","Malaysia","#5850","$0.80"
"Trean Insurance Group","$0.31 B","USA","#5851","$6.06"
"Luna Innovations","$0.30 B","USA","#5852","$9.40"
"Green Plains Partners","$0.30 B","USA","#5853","$13.30"
"Voltamp Transformers","$0.30 B","India","#5854","$30.56"
"Rani Therapeutics","$0.30 B","USA","#5855","$6.09"
"Silicom","$0.30 B","Israel","#5856","$46.45"
"Qiwi","$0.30 B","","#5857","$4.95"
"Gilat Telecom","$0.30 B","Israel","#5858","$5.45"
"MeiraGTx","$0.30 B","USA","#5859","$6.36"
"CVRx","$0.30 B","USA","#5860","$14.93"
"Aeroporto G. Marconi Bologna","$0.30 B","Italy","#5861","$8.49"
"Ashoka Buildcon","$0.30 B","India","#5862","$1.09"
"Hallador Energy Company","$0.30 B","USA","#5863","$9.22"
"Tidewater Renewables","$0.30 B","Canada","#5864","$8.76"
"Franklin Street Properties","$0.30 B","USA","#5865","$2.94"
"OrganiGram Holdings","$0.30 B","Canada","#5866","$0.96"
"Karat Packaging","$0.30 B","USA","#5867","$15.20"
"Eargo","$0.30 B","USA","#5869","$14.56"
"Bakhu Holdings","$0.30 B","USA","#5870","$1.00"
"BCB Bancorp","$0.30 B","USA","#5871","$17.82"
"Northrim BanCorp","$0.30 B","USA","#5872","$52.91"
"Astra Microwave","$0.30 B","India","#5873","$3.46"
"Hovnanian Enterprises","$0.30 B","USA","#5874","$51.42"
"Accelya","$0.30 B","India","#5875","$20.06"
"Full House Resorts","$0.29 B","USA","#5876","$8.72"
"Oyster Point Pharma","$0.29 B","USA","#5877","$11.17"
"Viemed Healthcare","$0.29 B","USA","#5878","$7.88"
"Weight Watchers","$0.29 B","USA","#5879","$4.24"
"Lordstown Motors","$0.29 B","USA","#5880","$1.30"
"Cabaletta Bio","$0.29 B","USA","#5881","$10.25"
"Gannett","$0.29 B","USA","#5882","$2.04"
"Priority Technology Holdings","$0.29 B","USA","#5883","$3.92"
"enCore Energy","$0.29 B","Canada","#5884","$2.74"
"Alpha Tau Medical","$0.29 B","Israel","#5885","$4.30"
"Zengame Technology","$0.29 B","China","#5886","$0.29"
"Acrivon Therapeutics","$0.29 B","USA","#5887","$14.13"
"OptimizeRx","$0.29 B","USA","#5888","$17.20"
"Arrival","$0.29 B","UK","#5889","$0.46"
"FriendTimes","$0.29 B","China","#5890","$0.13"
"Nathan's Famous","$0.29 B","USA","#5891","$71.85"
"Jaypee Group","$0.29 B","India","#5892","$0.12"
"Innovid","$0.29 B","USA","#5893","$2.19"
"SRA Holdings","$0.29 B","Japan","#5894","$23.69"
"Cerberus Cyber Sentinel","$0.29 B","USA","#5895","$1.97"
"PCSB Financial","$0.29 B","USA","#5896","$19.04"
"Clipper Realty","$0.29 B","USA","#5897","$6.88"
"Innate Pharma","$0.29 B","France","#5898","$3.57"
"Investors Title Company","$0.29 B","USA","#5899","$153.48"
"908 Devices","$0.29 B","USA","#5900","$9.18"
"DBV Technologies","$0.29 B","France","#5901","$1.46"
"Transphorm","$0.29 B","USA","#5902","$5.12"
"NextNav","$0.28 B","USA","#5903","$2.71"
"LianBio","$0.28 B","USA","#5904","$2.66"
"NI Holdings","$0.28 B","USA","#5905","$13.60"
"Ethos Watches","$0.28 B","India","#5906","$12.28"
"First Business Financial Services","$0.28 B","USA","#5907","$33.93"
"Media and Games Invest","$0.28 B","","#5908","$1.79"
"Western Copper and Gold","$0.28 B","Canada","#5909","$1.87"
"Park Aerospace","$0.28 B","USA","#5910","$13.82"
"LumiraDx","$0.28 B","UK","#5911","$0.89"
"Daseke","$0.28 B","USA","#5912","$6.30"
"Noodles & Company","$0.28 B","USA","#5913","$6.14"
"AirSculpt Technologies","$0.28 B","USA","#5914","$5.02"
"HireQuest","$0.28 B","USA","#5915","$20.29"
"Electrosteel Castings","$0.28 B","India","#5916","$0.47"
"Ranger Energy Services","$0.28 B","USA","#5917","$11.30"
"SoundHound AI","$0.28 B","USA","#5918","$1.42"
"Ur Energy","$0.28 B","USA","#5919","$1.25"
"Marinus Pharmaceuticals","$0.28 B","USA","#5920","$5.65"
"Arvind","$0.28 B","India","#5921","$1.07"
"Actinium Pharmaceuticals","$0.28 B","USA","#5922","$11.00"
"Adaptimmune Therapeutics","$0.28 B","UK","#5923","$1.71"
"Zevia","$0.28 B","USA","#5924","$4.34"
"Generation Bio","$0.27 B","USA","#5925","$4.70"
"Unity Bancorp","$0.27 B","USA","#5926","$26.40"
"Skillsoft","$0.27 B","USA","#5927","$1.69"
"Markforged","$0.27 B","USA","#5928","$1.43"
"Outlook Therapeutics","$0.27 B","USA","#5929","$1.09"
"F45 Training","$0.27 B","USA","#5930","$2.85"
"PolyMet","$0.27 B","Canada","#5931","$2.73"
"Arbe Robotics","$0.27 B","Israel","#5932","$4.30"
"Rupa Company","$0.27 B","India","#5933","$3.47"
"Fire Rock","$0.27 B","China","#5934","$0.07000"
"Honda Siel Power Products","$0.27 B","India","#5935","$27.10"
"Timberland Bancorp","$0.27 B","USA","#5936","$33.31"
"SpiceJet","$0.27 B","India","#5937","$0.45"
"Pangaea Logistics Solutions","$0.27 B","USA","#5938","$5.96"
"Zomedica Pharmaceuticals","$0.27 B","USA","#5939","$0.28"
"Ocwen","$0.27 B","USA","#5940","$35.93"
"Qudian","$0.27 B","China","#5941","$1.08"
"MVB Financial","$0.27 B","USA","#5942","$21.60"
"Cipher Mining","$0.27 B","USA","#5943","$1.10"
"Rubicon Technologies","$0.27 B","USA","#5944","$1.69"
"Somany Ceramics","$0.27 B","India","#5945","$6.40"
"TrueCar","$0.27 B","USA","#5946","$3.08"
"Dakota Gold","$0.27 B","USA","#5947","$3.70"
"SKYX Platforms","$0.27 B","USA","#5948","$3.27"
"Eastman Kodak Company","$0.27 B","USA","#5949","$3.42"
"LiveVox","$0.27 B","USA","#5950","$2.70"
"India Glycols","$0.26 B","India","#5951","$8.71"
"Nouveau Monde Graphite","$0.26 B","Canada","#5952","$4.83"
"Solo Brands","$0.26 B","USA","#5953","$4.24"
"Orange County Bancorp","$0.26 B","USA","#5954","$47.70"
"Chicago Atlantic Real Estate Finance","$0.26 B","USA","#5955","$15.24"
"People Can Fly","$0.26 B","Poland","#5956","$8.98"
"Genie Energy","$0.26 B","USA","#5957","$10.38"
"SEACOR Marine","$0.26 B","USA","#5958","$10.05"
"Moolec Science","$0.26 B","","#5959","$5.51"
"Grindrod Shipping","$0.26 B","Singapore","#5960","$14.12"
