00-avengers-categories,01-DDD-categories,04-iGMM-categories
"['tech', 'tech hardware', 'semiconductors']",electricity energy ,"['banks', 'financialservices']"
"['oil&gas', 'energy']",none,['food']
"['oil&gas', 'transportation', 'infrastructure', 'energy']",retail supermarkets ,"['manufacturing', 'cac40']"
['food'],financial-services ,[]
"['glasses and contact lenses', 'manufacturing']",beverages ,"['energy', 'electricity']"
,telecommunication ,[]
"['banks', 'financial services']",biotech pharmaceuticals ,"['assetmanagement', 'investment']"
['courier'],financial-services ,['buildingmaterials']
"['chemicals', 'retail', 'fertilizer companies']",none,[]
['waste & recycling'],telecommunication ,[]
['mining'],biotech pharmaceuticals ,['tech']
"['transportation', 'maritime transportation', 'container shipping']",transportation ,['realestate']
"['electricity', 'utility companies', 'energy']",none,[]
['professional services'],manufacturing ,[]
,manufacturing wire-and-cable-manufacturers ,"['transportation', 'containershipping', 'maritimetransportation']"
"['tech', 'semiconductors', 'tech hardware', 'manufacturing']",coal-mining mining energy ,"['energy', 'oilgas']"
"['manufacturing', 'specialty vehicles']",entertainment media-press ,['buildingmaterials']
,airlines travel transportation ,['utilitycompanies']
"['hotels', 'travel']",food agriculture ,"['scientifictechnicalinstruments', 'medicalequipment']"
"['oil&gas', 'energy']",clothing luxury-goods ,[]
"['semiconductors', 'tech', 'tech hardware']",real-estate investment reit ,[]
"['banks', 'financial services']",ports infrastructure ,"['chemicals', 'fertilizercompanies']"
"['electricity', 'energy']",financial-services insurance ,['electronics']
"['banks', 'financial services']",consumer-goods ,"['electricity', 'utilitycompanies', 'energy']"
"['oil&gas', 'energy']",construction ,['banks']
"['mining', 'gold mining']",none,"['airlines', 'travel', 'transportation']"
"['real estate', 'investment', 'reits']",pharmaceuticals ,['telecommunication']
"['banks', 'financial services']",education internet tech ,"['realestate', 'investment']"
['chemicals'],none,"['banks', 'financialservices']"
"['oil&gas', 'engineering', 'energy']",food dairy ,"['mining', 'goldmining']"
['insurance'],footwear ,"['financialservices', 'banks']"
"['steel producers', 'steel industry']",reit real-estate investment ,"['pharmaceuticals', 'biotech']"
"['banks', 'financial services', 'investment']",real-estate investment reit ,['manufacturing']
"['internet', 'tech']",none,"['retail', 'supermarketchains']"
"['tech', 'tech hardware', 'electronics']",none,[]
"['banks', 'financial services']",renewable-energy electricity energy ,['carrental']
"['pharmaceuticals', 'biotech']",none,[]
"['oil&gas', 'energy']",delivery-services transportation ,[]
['mining'],pharmaceuticals biotech ,[]
"['banks', 'financial services']",none,['food']
"['renewable energy', 'electricity', 'energy']",software bitcoin tech ,['biotech']
['chemicals'],paint-and-coating ,[]
"['professional services', 'it services', 'tech']",software tech ,"['retail', 'clothing', 'sportsgoods']"
['chemicals'],electronics ,"['oilgas', 'energy']"
"['alcoholic beverages', 'beverages']",software tech ,"['ecommerce', 'internet', 'tech']"
['banks'],tech software internet ,"['banks', 'financialservices']"
['food'],renewable-energy energy manufacturing ,['electronics']
"['financial services', 'tech', 'bitcoin']",none,"['mining', 'goldmining']"
,oil-gas energy ,"['banks', 'financialservices']"
"['automakers', 'manufacturing']",airlines travel transportation ,"['banks', 'financialservices']"
['insurance'],none,[]
['mining'],building-materials ,['healthcare']
['electricity'],none,"['stockexchanges', 'financialservices', 'stockcryptoexchanges']"
,automotive-suppliers ,"['electronics', 'tech', 'techhardware']"
"['pharmaceuticals', 'mrna therapeutics', 'biotech']",financial-services ,"['oilgas', 'energy']"
['financial services'],automotive-suppliers manufacturing ,"['banks', 'financialservices']"
"['retail', 'clothing']",pharmaceuticals ,['automotivesuppliers']
"['mining', 'fertilizer companies']",healthcare ,['food']
"['tech', 'electronics', 'networking hardware', 'tech hardware']",none,[]
"['automotive suppliers', 'manufacturing']",aircraft-manufacturers aerospace manufacturing ,[]
"['automakers', 'manufacturing']",airlines travel transportation ,[]
['insurance'],glove-ppe ,['telecommunication']
"['tech', 'software', 'it security', 'networking hardware']",real-estate ,[]
"['stock exchanges', 'financial services', 'dax', 'stock/crypto exchanges']",advertising ,"['cement', 'buildingmaterials']"
"['e-commerce', 'internet', 'retail', 'tech']",none,[]
['insurance'],crispr pharmaceuticals genomics biotech gene-therapy ,[]
"['electricity', 'energy']",financial-services asset-management insurance ,['paintcoating']
['insurance'],none,[]
['financial services'],healthcare ,['healthcare']
"['electronics', 'tech', 'tech hardware']",tech ,"['mining', 'goldmining', 'silvermining']"
['real estate'],construction ,"['railways', 'transportation']"
['healthcare'],telecommunication ,"['transportation', 'maritimetransportation']"
"['machinery manufacturing', 'manufacturing']",media-press entertainment ,"['dax', 'chemicals']"
['transportation'],railways transportation ,['electronics']
,video-games entertainment tech ,['insurance']
"['conglomerate', 'investment']",none,"['banks', 'financialservices']"
"['cac 40', 'semiconductors', 'tech', 'tech hardware', 'manufacturing']",banks financial-services ,"['electricity', 'utilitycompanies', 'energy']"
"['electricity', 'batteries']",clothing retail ,[]
"['alcoholic beverages', 'beverages']",transportation maritime-transportation oil-gas ,[]
['chemicals'],pharmaceuticals biotech ,[]
"['banks', 'financial services']",none,[]
"['financial services', 'internet']",none,[]
"['banks', 'financial services']",none,"['realestate', 'cac40']"
"['supermarket chains', 'retail']",none,"['oilgas', 'utilitycompanies', 'energy']"
"['conglomerate', 'construction', 'engineering']",packaging ,['construction']
"['dow jones', 'retail', 'drugstore', 'pharmaceuticals']",telecommunication ,"['medicaldevices', 'medicalequipment']"
,pulp-and-paper ,[]
"['tech', 'software']",entertainment ,"['internet', 'tech', 'healthcare', 'telehealth']"
"['dow jones', 'chemicals']",pharmaceuticals biotech ,"['motorcyclemanufacturers', 'manufacturing']"
"['transportation', 'container shipping', 'maritime transportation']",financial-services insurance ,[]
['restaurant chains'],fertilizer ,[]
"['video games', 'esports', 'entertainment', 'tech']",real-estate ,"['infrastructure', 'tollroadoperators']"
"['cac 40', 'electricity', 'utility companies', 'energy']",none,['medicaldevices']
"['banks', 'financial services']",none,[]
['tobacco'],none,[]
"['hotels', 'gambling', 'entertainment', 'travel']",medical-devices ,[]
"['pharmaceuticals', 'biotech']",none,['healthcare']
,advertising ,['realestate']
"['electronics', 'manufacturing']",pharmaceuticals biotech ,[]
['paint & coating'],none,"['investment', 'mining', 'coalmining']"
,real-estate investment reit ,['retail']
['medical devices'],semiconductors tech tech-hardware ,[]
"['flavors & fragrances', 'cosmetics and beauty']",software tech ,"['oilgas', 'energy']"
"['alcoholic beverages', 'beverages']",media-press entertainment ,"['assetmanagement', 'financialservices']"
['telecommunication'],none,"['chemicals', 'pharmaceuticals', 'biotech']"
"['banks', 'financial services']",none,[]
"['banks', 'financial services']",manufacturing ,['chemicals']
['telecommunication'],renewable-energy energy ,"['airports', 'infrastructure']"
"['semiconductors', 'electronics', 'tech']",none,"['videogames', 'retail']"
"['pharmaceuticals', 'biotech']",chemicals ,['engineering']
"['banks', 'financial services']",home-and-kitchen-appliances ,[]
"['pharmaceuticals', 'medical devices', 'biotech']",none,[]
"['banks', 'financial services']",reit real-estate investment ,['sportsgoods']
"['automakers', 'manufacturing']",real-estate reit investment ,['telecommunication']
['retail'],machinery-manufacturing ,[]
"['building materials', 'cement']",entertainment gambling ,['financialservices']
"['internet', 'used car retailer', 'e-commerce', 'car retail']",manufacturing ,"['energy', 'renewableenergy', 'electricity']"
"['real estate', 'investment', 'reits', 'telecommunication', 'infrastructure']",infrastructure energy renewable-energy electricity ,['insurance']
['financial services'],utility-companies energy oil-gas electricity ,['luxurygoods']
"['it services', 'professional services']",banks financial-services ,['mining']
"['software', 'tech']",video-games entertainment tech ,['chemicals']
"['internet', 'media/press', 'entertainment']",insurance ,['pharmaceuticals']
['telecommunication'],none,[]
"['chemicals', 'paint & coating']",mining ,"['oilgas', 'energy']"
"['tech', 'tech hardware', 'electronics']",retail food ,"['videogames', 'tech']"
"['real estate', 'investment', 'reits']",none,['automakers']
"['automakers', 'manufacturing']",oil-gas transportation infrastructure ,"['retail', 'supermarketchains']"
"['professional services', 'cac 40', 'it services']",tires ,"['manufacturing', 'investment']"
"['financial services', 'internet']",crispr pharmaceuticals genomics biotech gene-therapy ,"['electricity', 'utilitycompanies', 'energy']"
"['real estate', 'investment']",pulp-and-paper ,"['transportation', 'maritimetransportation', 'containershipping']"
"['electronics', 'manufacturing']",none,"['retail', 'homekitchenappliances']"
,none,['retail']
"['internet', 'tech']",renewable-energy energy ,[]
"['banks', 'financial services']",none,['internet']
['sports goods'],tech semiconductors ,['chemicals']
['chemicals'],construction ,[]
,utility-companies ,['telecommunication']
['retail'],none,['realestate']
['transportation'],banks financial-services ,"['oilgas', 'energy']"
['consumer goods'],food ,"['realestate', 'investment']"
"['software', 'tech']",construction ,['telecommunication']
['real estate'],retail ,['medicaldevices']
"['stock exchanges', 'financial services', 'stock/crypto exchanges']",oil-gas energy ,['utilitycompanies']
"['oil&gas', 'energy']",tires ,[]
['aerospace'],energy oil-gas ,[]
"['tech', 'real estate']",none,"['reits', 'realestate', 'investment']"
"['construction', 'engineering']",pulp-and-paper packaging ,['telecommunication']
"['banks', 'financial services']",none,"['robotics', 'tech']"
['financial services'],none,['realestate']
"['semiconductors', 'tech', 'tech hardware']",semiconductors tech manufacturing ,"['financialservices', 'tech', 'internet']"
"['retail', 'supermarket chains']",sports ,['insurance']
"['electronics', 'tech', 'tech hardware']",none,"['cement', 'buildingmaterials']"
,none,[]
"['oil&gas', 'energy']",travel media-press ,['realestate']
"['insurance', 'financial services']",none,"['hotels', 'travel']"
"['genomics', 'biotech', 'manufacturing']",none,['cosmeticsandbeauty']
"['cac 40', 'food']",food retail ,[]
"['internet', 'video games', 'e-commerce', 'financial services', 'entertainment', 'tech']",transportation ,"['hotels', 'travel']"
"['banks', 'financial services']",wellness ,[]
"['drugstore', 'internet', 'e-commerce', 'healthcare', 'tech']",none,['chemicals']
['transportation'],home-and-kitchen-appliances retail ,[]
,insurance ,[]
,internet tech food food-delivery ,['retail']
"['automakers', 'manufacturing']",automotive-suppliers auto-parts manufacturing ,[]
,none,[]
"['banks', 'financial services']",software tech ,"['banks', 'financialservices']"
"['retail', 'food', 'supermarket chains']",professional-services it-services ,[]
,transportation rental-and-leasing-services ,"['realestate', 'investment', 'reits']"
"['toll road operators', 'infrastructure']",none,"['software', 'tech']"
['insurance'],none,"['semiconductors', 'tech', 'techhardware']"
,diagnostics genomics ,['motorcyclemanufacturers']
['construction'],telecommunication ,"['steelproducers', 'steelindustry']"
"['oil&gas', 'energy']",medical-devices medical-equipment ,[]
"['oil&gas', 'energy']",insurance ,"['software', 'tech']"
"['restaurant chains', 'food']",internet advertising video-games entertainment tech ,"['semiconductors', 'tech', 'techhardware']"
"['electricity', 'dax', 'energy']",none,"['transportation', 'courier']"
"['energy', 'electricity', 'utility companies']",chemicals ,['telecommunication']
,real-estate ,[]
"['mining', 'gold mining']",banks financial-services ,['investment']
['financial services'],none,"['pharmaceuticals', 'biotech']"
"['banks', 'financial services']",construction ,[]
"['banks', 'financial services']",energy renewable-energy ,[]
,none,"['financialservices', 'investment', 'insurance']"
['telecommunication'],media-press ,['financialservices']
"['cement', 'building materials']",conglomerate ,"['cement', 'buildingmaterials']"
"['airports', 'infrastructure']",none,['financialservices']
"['banks', 'financial services', 'cac 40']",internet media-press e-commerce tech ,"['ecommerce', 'tech', 'internet', 'retail']"
"['electricity', 'energy']",none,"['videogames', 'entertainment', 'tech']"
,real-estate reit hotels travel entertainment ,"['itservices', 'professionalservices']"
,banks financial-services ,"['banks', 'financialservices']"
"['pharmaceuticals', 'biotech']",airports infrastructure ,"['footwear', 'manufacturing']"
"['dax', 'chemicals', 'consumer goods']",investment asset-management ,"['software', 'tech']"
"['defense contractors', 'aerospace']",software tech ,['chemicals']
"['tech', 'tech hardware', 'electronics']",none,['food']
['home & kitchen appliances'],none,"['electricity', 'energy']"
"['banks', 'financial services']",software tech ,['transportation']
,none,"['steelindustry', 'manufacturing']"
,insurance ,"['banks', 'financialservices']"
