00-avengers-annual_net_income_in_usd,04-iGMM-annual_net_income_in_usd,03-gren-annual_revenue_usd,00-avengers-annual_revenue_in_usd,04-iGMM-annual_revenue_in_usd
124 million usd,,doll_1.86 b,473 million usd,
86 million usd,22 million usd,doll_302.0 m,302 million usd,138 million usd
,65 million usd,doll_2.22 b,,98 million usd
42 million usd,118 million usd,0.0,352 million usd,"5,305 million usd"
,139 million usd,doll_4.71 b,,85 million usd
108 million usd,,doll_459.0 m,261 million usd,
,73 million usd,0.0,,692 million usd
451 million usd,,doll_261.0 m,459 million usd,
-81 million usd,4 million usd,0.0,doll_4.710 m,78 million usd
,,doll_352.0 m,,
41 million usd,,0.0,doll_2.222 m,
22 million usd,-297 million usd,doll_138.0 m,138 million usd,11 million usd
,39 million usd,doll_98.0 m,,54 million usd
,13 million usd,doll_5.3 b,,479 million usd
4 million usd,83 million usd,doll_85.0 m,78 million usd,"2,697 million usd"
,-16 million usd,0.0,,357 million usd
73 million usd,,doll_692.0 m,692 million usd,
,42 million usd,0.0,,158 million usd
139 million usd,44 million usd,doll_78.0 m,85 million usd,461 million usd
118 million usd,45 million usd,0.0,doll_5.305 m,"1,243 million usd"
65 million usd,144 million usd,0.0,98 million usd,"1,412 million usd"
-297 million usd,,doll_11.0 m,11 million usd,
144 million usd,-160 million usd,doll_54.0 m,doll_1.412 m,211 million usd
45 million usd,-209 million usd,doll_479.0 m,doll_1.243 m,478 million usd
44 million usd,,doll_2.7 b,461 million usd,
42 million usd,75 million usd,doll_357.0 m,158 million usd,"4,215 million usd"
,,0.0,,
-16 million usd,,doll_158.0 m,357 million usd,
83 million usd,,doll_461.0 m,doll_2.697 m,
13 million usd,,doll_1.24 b,479 million usd,
39 million usd,-50 million usd,doll_1.41 b,54 million usd,"4,479 million usd"
,,0.0,,
-50 million usd,287 million usd,doll_211.0 m,doll_4.479 m,287 million usd
,293 million usd,doll_478.0 m,,308 million usd
,,0.0,,
,39 million usd,doll_4.21 b,,564 million usd
,49 million usd,0.0,,115 million usd
75 million usd,,0.0,doll_4.215 m,
,52 million usd,0.0,,486 million usd
-209 million usd,5 million usd,0.0,478 million usd,0 million usd
-160 million usd,234 million usd,doll_4.48 b,211 million usd,245 million usd
,104 million usd,0.0,,217 million usd
234 million usd,182 million usd,doll_287.0 m,245 million usd,15 million usd
5 million usd,,doll_308.0 m,0 million usd,
52 million usd,,0.0,486 million usd,
,63 million usd,doll_564.0 m,,130 million usd
49 million usd,184 million usd,doll_115.0 m,115 million usd,186 million usd
39 million usd,62 million usd,0.0,564 million usd,925 million usd
,291 million usd,doll_486.0 m,,319 million usd
293 million usd,54 million usd,0.0,308 million usd,"2,331 million usd"
287 million usd,76 million usd,doll_245.0 m,287 million usd,228 million usd
104 million usd,,doll_217.0 m,217 million usd,
76 million usd,,doll_15.0 m,228 million usd,
54 million usd,111 million usd,0.0,doll_2.331 m,"2,651 million usd"
291 million usd,,0.0,319 million usd,
62 million usd,-21 million usd,doll_130.0 m,925 million usd,111 million usd
184 million usd,,doll_186.0 m,186 million usd,
63 million usd,78 million usd,doll_925.0 m,130 million usd,"2,181 million usd"
,149 million usd,doll_319.0 m,,897 million usd
,,doll_2.33 b,,
182 million usd,,doll_228.0 m,15 million usd,
,74 million usd,0.0,,"1,680 million usd"
,,0.0,,
,,doll_2.65 b,,
149 million usd,-16 million usd,0.0,897 million usd,98 million usd
78 million usd,37 million usd,doll_111.0 m,doll_2.181 m,147 million usd
,,0.0,,
-21 million usd,,doll_2.18 b,111 million usd,
,187 million usd,doll_897.0 m,,"1,915 million usd"
111 million usd,98 million usd,0.0,doll_2.651 m,"9,239 million usd"
,,0.0,,
74 million usd,32 million usd,doll_1.68 b,doll_1.680 m,173 million usd
98 million usd,-29 million usd,0.0,doll_9.239 m,"1,857 million usd"
187 million usd,33 million usd,0.0,doll_1.915 m,627 million usd
,116 million usd,0.0,,306 million usd
,,doll_98.0 m,,
37 million usd,,doll_147.0 m,147 million usd,
-16 million usd,,0.0,98 million usd,
,359 million usd,0.0,,699 million usd
,89 million usd,doll_1.92 b,,162 million usd
,-54 million usd,doll_9.24 b,,159 million usd
,-127 million usd,0.0,,-125 million usd
89 million usd,59 million usd,doll_173.0 m,162 million usd,102 million usd
359 million usd,,doll_1.86 b,699 million usd,
,2 million usd,doll_627.0 m,,3 million usd
,136 million usd,doll_306.0 m,,"2,024 million usd"
,21 million usd,0.0,,221 million usd
116 million usd,,0.0,306 million usd,
33 million usd,,0.0,627 million usd,
-29 million usd,98 million usd,doll_699.0 m,doll_1.857 m,"2,217 million usd"
32 million usd,66 million usd,doll_162.0 m,173 million usd,"1,536 million usd"
-54 million usd,34 million usd,doll_159.0 m,159 million usd,807 million usd
98 million usd,,doll_-125.0 m,doll_2.217 m,
,248 million usd,doll_102.0 m,,71 million usd
,66 million usd,0.0,,777 million usd
21 million usd,,doll_3.0 m,221 million usd,
136 million usd,61 million usd,doll_2.02 b,doll_2.024 m,955 million usd
2 million usd,,doll_221.0 m,3 million usd,
,,0.0,,
59 million usd,,0.0,102 million usd,
-127 million usd,48 million usd,doll_2.22 b,-125 million usd,"1,433 million usd"
66 million usd,92 million usd,doll_1.54 b,doll_1.536 m,65 million usd
,,doll_807.0 m,,
,,0.0,,
,108 million usd,doll_71.0 m,,614 million usd
61 million usd,,doll_777.0 m,955 million usd,
,,0.0,,
66 million usd,,doll_955.0 m,777 million usd,
248 million usd,-14 million usd,0.0,71 million usd,0 million usd
,,0.0,,
34 million usd,,0.0,807 million usd,
48 million usd,,doll_1.43 b,doll_1.433 m,
,,doll_65.0 m,,
-14 million usd,,0.0,0 million usd,
,,0.0,,
,,doll_614.0 m,,
,749 million usd,0.0,,"3,450 million usd"
108 million usd,4 million usd,0.0,614 million usd,508 million usd
,32 million usd,0.0,,"1,005 million usd"
,,0.0,,
92 million usd,-29 million usd,0.0,65 million usd,270 million usd
,57 million usd,0.0,,264 million usd
,8 million usd,0.0,,"1,796 million usd"
32 million usd,,0.0,doll_1.005 m,
4 million usd,106 million usd,0.0,508 million usd,"1,575 million usd"
749 million usd,78 million usd,0.0,doll_3.450 m,"31,455 million usd"
,-150 million usd,0.0,,80 million usd
,-360 million usd,doll_3.45 b,,658 million usd
,111 million usd,doll_508.0 m,,914 million usd
,-480 million usd,doll_1.0 b,,838 million usd
,,0.0,,
-29 million usd,4 million usd,doll_270.0 m,270 million usd,"1,236 million usd"
-480 million usd,46 million usd,doll_264.0 m,838 million usd,"1,740 million usd"
-360 million usd,255 million usd,doll_1.8 b,658 million usd,487 million usd
111 million usd,,0.0,914 million usd,
-150 million usd,28 million usd,doll_1.57 b,80 million usd,623 million usd
78 million usd,,doll_31.45 b,doll_31.455 m,
106 million usd,,doll_80.0 m,doll_1.575 m,
,,doll_658.0 m,,
8 million usd,131 million usd,doll_914.0 m,doll_1.796 m,127 million usd
57 million usd,115 million usd,doll_838.0 m,264 million usd,317 million usd
,,0.0,,
131 million usd,,doll_1.24 b,127 million usd,
,,doll_1.74 b,,
,55 million usd,doll_487.0 m,,"3,203 million usd"
,335 million usd,0.0,,341 million usd
28 million usd,24 million usd,doll_623.0 m,623 million usd,371 million usd
,,0.0,,
255 million usd,67 million usd,0.0,487 million usd,210 million usd
46 million usd,,0.0,doll_1.740 m,
4 million usd,,doll_127.0 m,doll_1.236 m,
115 million usd,36 million usd,doll_317.0 m,317 million usd,156 million usd
,5 million usd,0.0,,"3,396 million usd"
67 million usd,155 million usd,0.0,210 million usd,"1,909 million usd"
,,0.0,,
24 million usd,,doll_3.2 b,371 million usd,
335 million usd,,doll_341.0 m,341 million usd,
55 million usd,,doll_371.0 m,doll_3.203 m,
,,0.0,,
,8 million usd,doll_210.0 m,,144 million usd
,8 million usd,0.0,,161 million usd
,,0.0,,
8 million usd,93 million usd,doll_156.0 m,144 million usd,257 million usd
,24 million usd,doll_3.4 b,,139 million usd
,,doll_1.91 b,,
,25 million usd,0.0,,126 million usd
,,0.0,,
,58 million usd,0.0,,539 million usd
155 million usd,,0.0,doll_1.909 m,
5 million usd,,0.0,doll_3.396 m,
36 million usd,,doll_144.0 m,156 million usd,
8 million usd,-135 million usd,doll_161.0 m,161 million usd,"1,695 million usd"
,-226 million usd,0.0,,177 million usd
,-153 million usd,doll_257.0 m,,50 million usd
58 million usd,,doll_139.0 m,539 million usd,
,,0.0,,
25 million usd,,doll_126.0 m,126 million usd,
,27 million usd,0.0,,"1,247 million usd"
93 million usd,,doll_539.0 m,257 million usd,
24 million usd,52 million usd,0.0,139 million usd,"7,417 million usd"
,309 million usd,0.0,,"3,182 million usd"
,-45 million usd,0.0,,749 million usd
52 million usd,,doll_1.7 b,doll_7.417 m,
,758 million usd,doll_177.0 m,,"15,176 million usd"
27 million usd,26 million usd,doll_50.0 m,doll_1.247 m,154 million usd
,-29 million usd,0.0,,193 million usd
,267 million usd,0.0,,"1,137 million usd"
,-80 million usd,0.0,,75 million usd
-153 million usd,49 million usd,doll_1.25 b,50 million usd,"1,186 million usd"
-226 million usd,43 million usd,0.0,177 million usd,275 million usd
-135 million usd,,doll_7.42 b,doll_1.695 m,
309 million usd,308 million usd,doll_3.18 b,doll_3.182 m,"1,930 million usd"
43 million usd,-17 million usd,doll_749.0 m,275 million usd,0 million usd
49 million usd,120 million usd,0.0,doll_1.186 m,58 million usd
-80 million usd,94 million usd,doll_15.18 b,75 million usd,"2,742 million usd"
267 million usd,,doll_154.0 m,doll_1.137 m,
-29 million usd,279 million usd,doll_193.0 m,193 million usd,67 million usd
26 million usd,,doll_1.14 b,154 million usd,
758 million usd,-37 million usd,doll_75.0 m,doll_15.176 m,1 million usd
,,doll_1.19 b,,
-45 million usd,44 million usd,doll_275.0 m,749 million usd,326 million usd
,154 million usd,0.0,,"3,196 million usd"
,22 million usd,doll_1.93 b,,331 million usd
-37 million usd,77 million usd,0.0,1 million usd,"1,353 million usd"
,177 million usd,doll_58.0 m,,177 million usd
279 million usd,33 million usd,doll_2.74 b,67 million usd,"1,228 million usd"
,,0.0,,
94 million usd,43 million usd,doll_67.0 m,doll_2.742 m,423 million usd
120 million usd,54 million usd,0.0,58 million usd,459 million usd
-17 million usd,-4 million usd,doll_1.0 m,0 million usd,334 million usd
308 million usd,,0.0,doll_1.930 m,
44 million usd,66 million usd,doll_326.0 m,326 million usd,263 million usd
-4 million usd,,doll_3.2 b,334 million usd,
54 million usd,-77 million usd,doll_331.0 m,459 million usd,246 million usd
43 million usd,35 million usd,doll_1.35 b,423 million usd,0 million usd
,,doll_177.0 m,,
33 million usd,,doll_1.23 b,doll_1.228 m,
177 million usd,213 million usd,0.0,177 million usd,539 million usd
77 million usd,111 million usd,doll_423.0 m,doll_1.353 m,460 million usd
22 million usd,44 million usd,doll_459.0 m,331 million usd,189 million usd
154 million usd,18 million usd,doll_334.0 m,doll_3.196 m,784 million usd
,,0.0,,
44 million usd,,doll_263.0 m,189 million usd,
111 million usd,,0.0,460 million usd,
213 million usd,,doll_246.0 m,539 million usd,
,,0.0,,
,-226 million usd,0.0,,300 million usd
35 million usd,,0.0,0 million usd,
-77 million usd,,doll_539.0 m,246 million usd,
,6 million usd,doll_460.0 m,,48 million usd
66 million usd,230 million usd,doll_189.0 m,263 million usd,"5,896 million usd"
18 million usd,,doll_784.0 m,784 million usd,
6 million usd,53 million usd,0.0,48 million usd,"1,294 million usd"
,33 million usd,0.0,,"2,182 million usd"
,,0.0,,
-226 million usd,16 million usd,0.0,300 million usd,543 million usd
,,0.0,,
,,doll_300.0 m,,
,3 million usd,0.0,,91 million usd
,-96 million usd,0.0,,0 million usd
,,doll_48.0 m,,
230 million usd,,doll_5.9 b,doll_5.896 m,
-96 million usd,,0.0,0 million usd,
3 million usd,,doll_1.29 b,91 million usd,
,,doll_2.18 b,,
,,0.0,,
16 million usd,,doll_543.0 m,543 million usd,
,,0.0,,
33 million usd,,0.0,doll_2.182 m,
53 million usd,,doll_91.0 m,doll_1.294 m,
,,0.0,,
,,0.0,,
,,doll_2.14 b,,
49 million usd,,doll_471.0 m,doll_1.391 m,
3 million usd,,0.0,142 million usd,
,,0.0,,
,,0.0,,
,,0.0,,
,,doll_142.0 m,,
50 million usd,,doll_1.39 b,471 million usd,
23 million usd,,0.0,doll_2.138 m,
5 million usd,,doll_988.0 m,988 million usd,
-61 million usd,,0.0,167 million usd,
-144 million usd,,doll_101.0 m,doll_1.596 m,
155 million usd,,0.0,399 million usd,
,,doll_8.3 b,,
78 million usd,,doll_398.0 m,398 million usd,
61 million usd,,0.0,doll_8.297 m,
,,doll_399.0 m,,
8 million usd,,doll_1.6 b,101 million usd,
,,doll_167.0 m,,
,,0.0,,
-17 million usd,,doll_855.0 m,88 million usd,
,,doll_59.0 m,,
119 million usd,,0.0,124 million usd,
,,doll_726.0 m,,
391 million usd,,doll_193.0 m,193 million usd,
49 million usd,,0.0,726 million usd,
,,doll_124.0 m,,
3 million usd,,0.0,59 million usd,
100 million usd,,doll_88.0 m,855 million usd,
80 million usd,,doll_116.0 m,116 million usd,
9 million usd,,doll_79.0 m,46 million usd,
,,0.0,,
,,doll_163.0 m,,
-17 million usd,,doll_81.0 m,181 million usd,
,,0.0,,
134 million usd,,doll_181.0 m,81 million usd,
59 million usd,,0.0,163 million usd,
,,0.0,,
67 million usd,,doll_46.0 m,79 million usd,
32 million usd,,doll_798.0 m,798 million usd,
111 million usd,,doll_5.67 b,742 million usd,
1 million usd,,0.0,doll_1.803 m,
,,0.0,,
,,doll_877.0 m,,
62 million usd,,doll_1.85 b,doll_1.850 m,
-44 million usd,,0.0,877 million usd,
,,0.0,,
,,doll_1.8 b,,
294 million usd,,doll_742.0 m,doll_5.675 m,
,,0.0,,
,,0.0,,
-122 million usd,,doll_204.0 m,332 million usd,
,,doll_1.1 b,,
-365 million usd,,0.0,228 million usd,
,,0.0,,
,,doll_228.0 m,,
84 million usd,,0.0,doll_1.104 m,
49 million usd,,doll_332.0 m,204 million usd,
,,0.0,,
-55 million usd,,doll_20.0 m,20 million usd,
53 million usd,,0.0,202 million usd,
28 million usd,,doll_1.88 b,191 million usd,
,,doll_134.0 m,,
73 million usd,,doll_5.34 b,858 million usd,
32 million usd,,doll_210.0 m,210 million usd,
66 million usd,,doll_858.0 m,doll_5.345 m,
-182 million usd,,0.0,134 million usd,
112 million usd,,doll_191.0 m,doll_1.881 m,
,,doll_202.0 m,,
22 million usd,,doll_691.0 m,691 million usd,
167 million usd,,doll_266.0 m,762 million usd,
70 million usd,,doll_2.68 b,doll_2.695 m,
30 million usd,,0.0,doll_1.153 m,
40 million usd,,doll_1.54 b,364 million usd,
48 million usd,,doll_692.0 m,692 million usd,
65 million usd,,doll_364.0 m,doll_1.537 m,
,,doll_1.15 b,,
83 million usd,,doll_2.69 b,doll_2.684 m,
52 million usd,,doll_762.0 m,266 million usd,
91 million usd,,doll_2.62 b,doll_2.618 m,
34 million usd,,doll_1.32 b,315 million usd,
63 million usd,,doll_325.0 m,doll_2.671 m,
,,doll_4.65 b,,
60 million usd,,doll_563.0 m,915 million usd,
,,0.0,,
-8 million usd,,doll_915.0 m,563 million usd,
316 million usd,,0.0,doll_4.653 m,
37 million usd,,doll_2.67 b,325 million usd,
110 million usd,,doll_315.0 m,doll_1.325 m,
177 million usd,,doll_920.0 m,920 million usd,
,,0.0,,
,,0.0,,
,,0.0,,
-68 million usd,,0.0,144 million usd,
125 million usd,,doll_121.0 m,121 million usd,
,,doll_144.0 m,,
,,0.0,,
,,0.0,,
,,0.0,,
-80 million usd,,doll_1.27 b,doll_1.273 m,
125 million usd,,doll_318.0 m,130 million usd,
,,0.0,,
148 million usd,,doll_80.0 m,doll_2.426 m,
,,doll_123.0 m,,
42 million usd,,doll_986.0 m,986 million usd,
-12 million usd,,0.0,123 million usd,
79 million usd,,doll_2.43 b,80 million usd,
-35 million usd,,0.0,0 million usd,
11 million usd,,doll_130.0 m,318 million usd,
3 million usd,,doll_63.0 m,63 million usd,
,,0.0,,
,,0.0,,
,,0.0,,
-29 million usd,,0.0,140 million usd,
10 million usd,,doll_608.0 m,608 million usd,
,,doll_140.0 m,,
,,0.0,,
,,0.0,,
,,0.0,,
,,0.0,,
9 million usd,,0.0,703 million usd,
67 million usd,,0.0,doll_1.293 m,
-178 million usd,,doll_212.0 m,110 million usd,
,,doll_94.0 m,,
-170 million usd,,0.0,0 million usd,
-31 million usd,,0.0,94 million usd,
-245 million usd,,doll_110.0 m,212 million usd,
,,doll_1.29 b,,
,,doll_703.0 m,,
45 million usd,,doll_579.0 m,579 million usd,
78 million usd,,doll_613.0 m,759 million usd,
,,0.0,,
,,doll_978.0 m,,
34 million usd,,0.0,doll_1.498 m,
24 million usd,,doll_374.0 m,374 million usd,
,,doll_1.5 b,,
54 million usd,,0.0,978 million usd,
,,0.0,,
48 million usd,,doll_759.0 m,613 million usd,
58 million usd,,doll_678.0 m,678 million usd,
9 million usd,,doll_102.0 m,855 million usd,
,,doll_936.0 m,,
194 million usd,,doll_2.71 b,196 million usd,
96 million usd,,doll_22.0 m,doll_6.832 m,
,,0.0,,
-116 million usd,,doll_6.83 b,22 million usd,
71 million usd,,doll_196.0 m,doll_2.708 m,
30 million usd,,0.0,936 million usd,
9 million usd,,doll_855.0 m,102 million usd,
204 million usd,,doll_3.55 b,doll_3.551 m,
104 million usd,,doll_185.0 m,89 million usd,
,,0.0,,
,,doll_1.35 b,,
,,0.0,,
,,0.0,,
,,0.0,,
28 million usd,,0.0,doll_1.349 m,
,,0.0,,
183 million usd,,doll_89.0 m,185 million usd,
,,0.0,,
,,doll_264.0 m,,
132 million usd,,doll_146.0 m,doll_1.676 m,
,,0.0,,
,,0.0,,
,,0.0,,
,,0.0,,
,,0.0,,
18 million usd,,doll_1.68 b,146 million usd,
36 million usd,,0.0,264 million usd,
-54 million usd,,doll_874.0 m,874 million usd,
84 million usd,,doll_77.0 m,384 million usd,
,,doll_178.0 m,,
-108 million usd,,doll_140.0 m,162 million usd,
,,0.0,,
,,0.0,,
,,0.0,,
20 million usd,,doll_162.0 m,140 million usd,
22 million usd,,0.0,178 million usd,
8 million usd,,doll_384.0 m,77 million usd,
,,0.0,,
-45 million usd,,doll_3.0 m,988 million usd,
,,doll_1.38 b,,
,,0.0,,
,,0.0,,
-7 million usd,,doll_15.0 m,15 million usd,
-5 million usd,,0.0,0 million usd,
-3 million usd,,0.0,0 million usd,
41 million usd,,0.0,doll_1.377 m,
-61 million usd,,doll_988.0 m,3 million usd,
80 million usd,,doll_1.17 b,doll_1.172 m,
63 million usd,,0.0,339 million usd,
39 million usd,,doll_2.11 b,200 million usd,
-338 million usd,,0.0,doll_1.047 m,
64 million usd,,doll_3.12 b,619 million usd,
82 million usd,,doll_86.0 m,86 million usd,
85 million usd,,doll_619.0 m,doll_3.121 m,
,,doll_1.05 b,,
288 million usd,,doll_200.0 m,doll_2.112 m,
,,doll_339.0 m,,
70 million usd,,doll_169.0 m,169 million usd,
,,doll_2.26 b,,
186 million usd,,doll_1.29 b,doll_4.858 m,
,,doll_330.0 m,,
37 million usd,,0.0,273 million usd,
