06-MarScoToc-industry,06-MarScoToc-headquarter,06-MarScoToc-name
healthcare,"thane, india",contacare eye hospital
management consulting,"new delhi, delhi, india",formula group
agriculture,"hyderabad, india",phi seeds
fmcg,"faridabad,haryana, india",greendot health foods
healthcare,"vadodara/baroda, gujarat, india",vasu healthcare
fashion & textile,"noida, india",shri lakshmi cotsyn
logistics,,fonty supply chain solutions
electronics manufacturing,"chennai, tamil nadu, india",signals and systems
engineering & construction,"almaty, kazakhstan",kazstroy services
education & training,"haz?r?b?g, jharkhand, india",st. paul's school
pharma,"new delhi, india",nestor pharmaceuticals
food processing,"chicago, united states",beam suntory
auto components,"kanchipuram, india",besmak components
chemicals,"new delhi, india",mk enterprises
engineering & construction,"chennai, tamil nadu, india",rpp infra projects
logistics,"visakhapatnam, india",bothra group
financial services,,raaj khosla & co.
auto components,"gurgaon, india",alpha maier
food processing,"noida, uttar pradesh, india",rakesh masala
education & training,"nasik/nashik, maharashtra, india",sandip foundation
chemicals,"mumbai, maharashtra, india",chemspec chemicals
engineering & construction,"hyderabad, india",indus projects
hospitality,"mumbai, maharashtra, india",the irish house
education & training,"raipur, india",kalinga university
other,"mumbai,maharashtra, india",keya foods international
fmcg,"ahmedabad, india",sekhani industries
it services & consulting,"new delhi, delhi, india",irvine infocom
healthcare,"coimbatore, india",royal care super speciality hospital
education & training,"mangaluru, india",father muller medical college hospital
internet,"delhi,nct, india",affordplan
software product,"bangalore,karnataka, india",zopsmart technology
automobile,"mumbai, india",transport solutions india
it services & consulting,"bangalore/bengaluru, karnataka, india",cenduit india services
healthcare,"nagpur, india",alexis multispeciality hospital
industrial machinery,"pune, india",cogeme precision parts
healthcare / pharma,,primary health centre
engineering & construction,"kolkata, india",imperial electric company
healthcare,"hyderabad, india",ankura hospital
education & training,"kolkata, india",rice group
retail,,24seven
bpo,"thane, india",eos
financial services,"bangalore,karnataka, india",saggraha management services
industrial automation,"wotton-under-edge,gloucestershire, united kingdom",renishaw
design,"mumbai, india",insta exhibition
education & training,"mumbai, india",pace iit & medical
medical equipment,"milan,milan, italy",amplifon
education & training,"kolkata, india",rice group
healthcare,"hyderabad, india",ankura hospital
internet,"delhi,nct, india",affordplan
automobile,"mumbai, india",transport solutions india
,,orissa metaliks
financial services,"new delhi, india",ujala credit co-operative society
pharma,"mumbai, india",ergos life sciences
consulting,,a-check global
law enforcement & security,"mumbai, india",cisb
beauty & personal care,"gurgaon, india",auraine botanicals
internet,"bhopal,madhya pradesh, india",ondoor concepts
beauty & personal care,"mumbai, india",lakme academy
logistics,,fonty supply chain solutions
it services & consulting,"bengaluru/bangalore, karnataka, india",proziod analytics
education & training,"mumbai, maharashtra, india",stem learning
it services & consulting,"new delhi, delhi, india",ornate technoservices
it services & consulting,"bombay, maharashtra, india",la technologies
education & training,"chennai, tamil nadu, india",srm institute of science and technology
internet,"bangalore,karnataka, india",fasal
consumer electronics & appliances,"shenzhen, guangdong , china",inlead electronics
education & training,"noida, uttar pradesh, india",graveiens eduservices
it services & consulting,"calcutta, west bengal, india",globsyn-3rdlife
logistics,"bangalore, karnataka, india",dunzo digital
real estate,,vipul
automobile,"aurangabad, india",sharayu toyota
it services & consulting,"hyderabad/secunderabad, telangana, india",naresh i technologies
education & training,"chennai, india",sip academy
,,startek aegis customer support services
,,sky lab infotech
automobile,"aurangabad, india",sharayu toyota
it services & consulting,"hyderabad/secunderabad, telangana, india",naresh i technologies
auto components,"chennai, tamil nadu, india","tvs sreechakra ltd ,tvs tyres"
marketing & advertising,"new york, new york, us",omnicom media group
insurance,"paris, france",europ assistance india
it services & consulting,"bengaluru, india",roadmap it solutions
it services & consulting,"pune, maharashtra, india",qualitas global qa labs
petrochemicals,"kochi/cochin, kerala, india",harrisons malayalam
industrial automation,"pune, india",virtuoso projects & engineers
it services & consulting,"hyderabad/secunderabad, telangana, india",eidiko systems integrators
industrial machinery,"kolkata, india",mcnally sayaji engineering
it services & consulting,"singapore, singapore",ranosys technologies
it services & consulting,"chennai, tamil nadu, india",k7 computing
agro chemicals,"chennai, india",indian potash
non-profit,"mumbai, maharashtra, india",kotak education foundation
it services & consulting,"lucknow, uttar pradesh, india",quaere e-technologies
it services & consulting,"kolkata, west bengal, india",digital aptech
software product,"noida, uttar pradesh, india",geometric
fintech,"pune,maharashtra, india",sarvatra technologies
edtech,"mumbai, maharashtra, india",funfirst global skillers
healthcare,"abu dhabi, united arab emirates",nmc healthcare
education & training,"ahmedabad, india",kaivalya education foundation
recruitment,"mumbai, maharashtra, india",morpheus human consulting
analytics & kpo,"chennai, tamil nadu, india",customer analytics
architecture & interior design,"new delhi, india",arcop associates
telecom,"delhi/ncr, delhi, india",nextra teleservices
real estate,"bangalore/bengaluru, karnataka, india",gopalan enterprises
banking,"new delhi, india",rbs group
financial services,"mumbai,maharashtra, india",svasti microfinance
ports & shipping,"dubai, unitedarabemirates",freight systems
defence & aerospace,"rockville, unitedstates",mes
building material,"sydney, australia",usg boral building products
retail,"bombay, maharashtra, india",reliance lifestyle holdings
automobile,"nagpur, india",grace toyota
education & training,,edify school
real estate,"bangalore/bengaluru, karnataka, india",century real estate
it services & consulting,"fairfax, united states",ionidea interactive
,"neemrana, rajasthan, india",allied jb friction
media & entertainment,"gurgaon/gurugram, haryana, india",yamaha music india
metals & mining,"kishangarh, india",r k marbles
healthcare,"delhi/ncr, delhi, india",sunrise hospital
engineering & construction,"muscat, oman",al ansari trading enterprise llc
hospitality,"new delhi, india",sagar ratna restaurant
fashion & textile,"mumbai, india",sanathan textiles
fashion & textile,"mumbai, maharashtra, india",khosla profil
real estate,"ahmedabad, india",shree balaji group
automobile,"bhubaneswar, india",utkal automobiles
beverage,"gurgaon,haryana, india",the beer cafe
fashion & textile,"mumbai, india",creative textile mill
bpo,"nacogdoches, unitedstates",etech
it services & consulting,"newark, united states",risk management solutions
education & training,"mumbai, maharashtra, india",ims learning resources
recruitment,"new york, united states",pride technologies
automobile,"ludhiana, india",hero ecotech
power,"noida,uttar pradesh, india",sunsource energy
facility management services,"gurgaon, india",ardom telecom
industrial machinery,"hyderabad, india",orbit technologies
retail,"watford, united kingdom",mothercare
industrial machinery,"octeville-sur-mer, france",sidel
engineering & construction,"rueil-malmaison, france",reinforced earth
it services & consulting,"burlington, massachusetts, united states (usa)",codemantra
it services & consulting,"pune, maharashtra, india",aryan imaging & business consultants
pharma,"mumbai, maharashtra, india",thinq pharma cro
it services & consulting,"nieuwegein, netherlands",flytxt mobile solutions
healthcare,,bharti hospital
printing & publishing,"mumbai, maharashtra, india",target publications
retail,"ahmedabad, gujarat, india",vasant masala
industrial machinery,"vadodara, india",kyb conmat
non-profit,"delhi/ncr, delhi, india",wwf-india
education & training,"delhi/ncr, delhi, india",indo european educational services
it services & consulting,"bangalore,karnataka, india",nxtgen datacenter cloud technologies
engineering & construction,"kuwait city, kuwait",bader al mulla brothers w l l
education & training,"new delhi, india",guru nanak public school
financial services,"bhubaneswar, india",adhikar microfinance
electronics manufacturing,"ahmedabad, gujarat, india",lubi electronics
automobile,"nasik, india",seva automotive
fashion & textile,"hyderabad/secunderabad, telangana, india",suryalakshmi cotton mills
medical equipment,"delhi/ncr, new delhi, india",disposafe health and life care
it services & consulting,"reston, virginia, united states (usa)","altruista health, inc"
it services & consulting,"new delhi, india",computer junction
government,"new delhi, india",dedicated freight corridor corporation of india
auto components,"vadodara, india",panasonic energy india co
metals & mining,"bhubaneswar, india",tata steel mining
retail,"beirut, lebanon",azadea group
hospitality,"new delhi, india",seven seas hotel
recruitment,"sydney, australia",ambition job
bpo,"jaipur, rajasthan, india",vkalp outsourcing services
healthcare,"madurai, tamil nadu, india",velammal medical college hospital & research institute
